timestamp,hot_inlet_temp_c,hot_outlet_temp_c,cold_inlet_temp_c,cold_outlet_temp_c,hot_flow_rate_lpm,cold_flow_rate_lpm,heat_transfer_coeff_wm2k,pressure_drop_hot_kpa,pressure_drop_cold_kpa,approach_temp_c,effectiveness,pump_trip_event,cleaning_cycle
2025-03-10 10:35:00,180.1,143.19,29.8,66.78,199.98,200.89,1849.7,12.13,8.32,76.41,0.2456,0,0
2025-03-10 10:40:00,179.99,142.86,29.19,66.24,200.86,200.65,1853.1,12.21,8.34,76.63,0.2462,0,0
2025-03-10 10:45:00,180.25,142.65,29.7,67.71,201.52,199.72,1849.4,11.94,8.03,74.94,0.2498,0,0
2025-03-10 10:50:00,179.96,142.74,29.45,66.48,200.4,201.44,1848.1,12.3,8.06,76.26,0.2473,0,0
2025-03-10 10:55:00,179.86,142.76,29.2,66.88,200.93,199.7,1853.9,12.48,8.2,75.88,0.2463,0,0
2025-03-10 11:00:00,179.81,142.87,29.49,66.95,201.51,200.35,1853.2,12.36,8.17,75.92,0.2457,0,0
2025-03-10 11:05:00,180.2,143.15,29.42,66.51,200.92,199.72,1843.9,12.35,8.0,76.65,0.2457,0,0
2025-03-10 11:10:00,179.73,142.8,29.29,66.33,200.02,199.59,1849.6,12.1,8.29,76.47,0.2455,0,0
2025-03-10 11:15:00,180.45,143.28,29.56,66.52,198.34,201.14,1851.7,12.29,7.97,76.76,0.2463,0,0
2025-03-10 11:20:00,180.07,143.18,29.39,66.6,199.84,197.75,1846.9,12.31,8.25,76.58,0.2448,0,0
2025-03-10 11:25:00,180.53,142.75,29.76,67.52,197.76,199.78,1851.1,12.15,8.22,75.23,0.2505,0,0
2025-03-10 11:30:00,179.99,142.79,29.61,67.05,200.58,198.86,1852.5,12.38,8.13,75.74,0.2473,0,0
2025-03-10 11:35:00,179.66,143.05,29.83,66.49,200.07,199.21,1847.7,12.34,8.09,76.56,0.2444,0,0
2025-03-10 11:40:00,179.67,142.75,29.19,65.58,199.43,201.55,1845.4,12.06,8.53,77.17,0.2453,0,0
2025-03-10 11:45:00,180.15,142.73,28.99,65.91,198.97,199.74,1845.2,12.13,8.42,76.83,0.2475,0,0
2025-03-10 11:50:00,180.23,143.17,29.24,66.86,199.7,199.98,1843.1,12.36,7.94,76.31,0.2454,0,0
2025-03-10 11:55:00,180.08,143.21,29.53,67.08,200.69,200.1,1850.5,12.23,8.3,76.13,0.2449,0,0
2025-03-10 12:00:00,179.75,142.62,29.01,65.88,200.33,199.88,1851.2,12.21,8.16,76.73,0.2463,0,0
2025-03-10 12:05:00,179.76,143.22,29.46,66.03,199.73,200.07,1849.2,12.09,8.04,77.18,0.2431,0,0
2025-03-10 12:10:00,179.93,143.14,29.49,65.65,199.38,202.05,1847.8,12.11,8.17,77.48,0.2446,0,0
2025-03-10 12:15:00,180.17,143.02,29.45,65.96,198.75,201.08,1851.0,12.35,8.06,77.06,0.2465,0,0
2025-03-10 12:20:00,179.85,142.83,29.03,66.27,198.77,198.13,1847.0,12.17,8.24,76.55,0.2455,0,0
2025-03-10 12:25:00,180.18,142.49,29.39,67.13,200.93,199.54,1850.5,12.34,8.03,75.36,0.25,0,0
2025-03-10 12:30:00,180.4,142.53,28.63,66.58,199.55,198.98,1849.1,12.34,8.31,75.95,0.2495,0,0
2025-03-10 12:35:00,179.75,143.23,29.43,66.25,200.09,199.18,1853.6,12.34,8.1,76.98,0.2429,0,0
2025-03-10 12:40:00,180.18,142.49,29.21,66.39,199.42,200.53,1848.4,12.34,8.17,76.1,0.2496,0,0
2025-03-10 12:45:00,180.2,142.95,29.28,67.16,200.78,199.68,1852.2,12.32,8.0,75.8,0.2468,0,0
2025-03-10 12:50:00,179.79,142.93,28.82,66.19,200.37,198.65,1848.8,12.24,8.26,76.74,0.2441,0,0
2025-03-10 12:55:00,180.0,143.16,29.42,66.62,201.19,199.93,1845.8,12.19,8.07,76.54,0.2447,0,0
2025-03-10 13:00:00,180.01,142.98,29.41,65.7,198.7,201.37,1851.9,12.23,8.26,77.28,0.2459,0,0
2025-03-10 13:05:00,180.06,143.17,29.4,65.76,198.63,200.27,1848.9,12.24,8.04,77.41,0.2449,0,0
2025-03-10 13:10:00,179.98,143.16,29.28,65.65,199.91,200.72,1845.3,12.63,8.23,77.51,0.2443,0,0
2025-03-10 13:15:00,179.72,142.98,29.65,66.49,199.43,201.09,1845.3,12.47,7.85,76.48,0.2448,0,0
2025-03-10 13:20:00,180.0,142.8,29.49,67.22,201.34,199.08,1849.4,12.36,8.2,75.59,0.2471,0,0
2025-03-10 13:25:00,179.81,142.71,29.49,67.0,200.25,200.32,1850.1,12.34,7.97,75.72,0.2468,0,0
2025-03-10 13:30:00,180.2,143.41,29.45,65.78,198.2,200.52,1847.7,12.2,7.82,77.63,0.244,0,0
2025-03-10 13:35:00,180.45,142.88,28.93,67.06,200.46,199.53,1850.5,12.02,8.18,75.82,0.248,0,0
2025-03-10 13:40:00,179.68,143.46,28.83,65.43,200.57,199.37,1845.3,12.07,8.44,78.03,0.2401,0,0
2025-03-10 13:45:00,180.31,142.41,29.3,67.52,200.95,200.56,1848.7,12.21,8.25,74.89,0.251,0,0
2025-03-10 13:50:00,179.83,143.36,29.44,65.82,199.47,201.03,1849.5,12.31,8.24,77.54,0.2425,0,0
2025-03-10 13:55:00,180.16,142.84,29.15,66.64,200.99,199.92,1852.0,12.5,8.06,76.21,0.2471,0,0
2025-03-10 14:00:00,179.83,143.56,29.04,65.19,199.85,199.98,1847.0,12.59,7.94,78.37,0.2405,0,0
2025-03-10 14:05:00,179.65,142.83,28.92,65.8,200.68,200.15,1850.8,12.41,7.88,77.02,0.2443,0,0
2025-03-10 14:10:00,179.99,143.15,29.41,65.94,199.71,199.88,1851.3,12.42,7.98,77.21,0.2446,0,0
2025-03-10 14:15:00,180.07,143.17,29.39,66.23,200.09,201.5,1847.1,12.68,7.7,76.94,0.2449,0,0
2025-03-10 14:20:00,179.86,142.56,29.33,66.2,198.92,201.06,1846.5,12.12,8.1,76.36,0.2478,0,0
2025-03-10 14:25:00,180.36,143.18,28.9,66.36,199.4,199.15,1850.9,12.24,8.22,76.81,0.2455,0,0
2025-03-10 14:30:00,180.48,143.02,29.34,66.58,200.32,200.04,1846.4,12.2,8.33,76.45,0.2478,0,0
2025-03-10 14:35:00,180.23,143.54,29.28,66.14,199.96,199.51,1848.7,12.46,7.93,77.4,0.243,0,0
2025-03-10 14:40:00,179.71,143.05,29.38,66.3,200.01,199.75,1854.4,12.59,8.1,76.74,0.2439,0,0
2025-03-10 14:45:00,179.83,142.86,29.25,66.07,200.61,199.57,1849.8,12.3,7.86,76.79,0.2455,0,0
2025-03-10 14:50:00,180.03,143.05,29.63,66.92,199.79,199.59,1847.0,12.38,8.28,76.12,0.2459,0,0
2025-03-10 14:55:00,179.55,143.19,29.17,65.4,200.18,200.62,1852.8,12.15,8.14,77.79,0.2418,0,0
2025-03-10 15:00:00,179.76,142.8,28.88,65.42,198.54,201.24,1854.0,12.35,8.38,77.37,0.245,0,0
2025-03-10 15:05:00,179.7,143.29,29.0,65.3,199.1,199.91,1847.1,12.28,8.22,77.99,0.2416,0,0
2025-03-10 15:10:00,180.01,142.59,29.58,66.62,199.28,199.99,1846.9,12.36,8.09,75.96,0.2488,0,0
2025-03-10 15:15:00,180.47,143.25,29.8,66.81,200.23,200.05,1851.6,12.6,8.15,76.44,0.247,0,0
2025-03-10 15:20:00,180.5,142.9,29.48,67.13,199.34,200.36,1850.4,12.36,8.03,75.77,0.2489,0,0
2025-03-10 15:25:00,180.26,143.12,29.54,66.82,201.34,200.99,1845.8,12.58,8.18,76.3,0.2464,0,0
2025-03-10 15:30:00,179.97,142.81,28.99,65.94,199.48,200.54,1849.4,12.41,8.12,76.87,0.2461,0,0
2025-03-10 15:35:00,180.71,143.09,29.57,67.62,198.89,199.47,1848.1,12.35,8.04,75.47,0.2489,0,0
2025-03-10 15:40:00,179.39,142.98,29.85,66.24,198.79,198.69,1852.2,12.27,8.68,76.74,0.2435,0,0
2025-03-10 15:45:00,180.18,142.54,29.48,66.73,199.7,199.87,1847.4,12.2,8.22,75.82,0.2497,0,0
2025-03-10 15:50:00,180.34,142.96,29.69,66.55,199.15,199.4,1851.3,12.3,8.35,76.4,0.2481,0,0
2025-03-10 15:55:00,180.31,143.19,29.11,66.48,199.98,198.26,1850.7,12.28,7.93,76.7,0.2455,0,0
2025-03-10 16:00:00,179.9,142.63,29.6,66.88,199.28,199.1,1849.4,12.46,7.97,75.75,0.248,0,0
2025-03-10 16:05:00,179.87,143.35,29.32,65.85,198.87,198.76,1849.5,12.24,8.16,77.5,0.2426,0,0
2025-03-10 16:10:00,179.43,142.94,29.98,66.39,199.87,199.92,1849.1,12.07,8.1,76.55,0.2442,0,0
2025-03-10 16:15:00,179.98,143.01,29.78,67.42,201.13,198.25,1847.9,12.42,7.91,75.6,0.2461,0,0
2025-03-10 16:20:00,179.81,143.09,29.45,66.28,200.26,199.85,1852.6,12.17,8.01,76.8,0.2442,0,0
2025-03-10 16:25:00,180.15,143.33,29.48,66.77,201.5,200.24,1851.8,12.29,7.96,76.56,0.2444,0,0
2025-03-10 16:30:00,179.99,143.13,29.89,66.96,199.86,200.4,1849.9,12.33,8.34,76.17,0.2455,0,0
2025-03-10 16:35:00,179.69,142.72,29.9,67.08,201.11,200.19,1852.8,12.59,8.26,75.64,0.2468,0,0
2025-03-10 16:40:00,179.83,143.2,29.35,65.58,199.43,200.38,1849.3,12.4,8.43,77.61,0.2434,0,0
2025-03-10 16:45:00,179.89,143.01,30.08,66.79,200.55,200.75,1851.7,12.45,8.05,76.22,0.2462,0,0
2025-03-10 16:50:00,179.81,143.4,30.2,65.94,198.85,201.59,1848.8,12.37,8.24,77.46,0.2434,0,0
2025-03-10 16:55:00,180.21,142.92,29.56,66.92,201.45,200.1,1848.8,12.5,7.93,76.0,0.2476,0,0
2025-03-10 17:00:00,180.14,142.78,29.9,68.07,202.23,199.97,1854.3,11.96,8.23,74.71,0.2486,0,0
2025-03-10 17:05:00,180.18,142.86,29.86,67.58,199.5,198.14,1851.2,11.93,8.02,75.28,0.2483,0,0
2025-03-10 17:10:00,180.44,143.63,30.17,67.21,200.13,198.71,1852.1,12.35,8.01,76.42,0.2449,0,0
2025-03-10 17:15:00,180.13,143.49,29.71,66.07,197.83,200.83,1852.5,12.19,8.22,77.42,0.2436,0,0
2025-03-10 17:20:00,180.37,142.99,29.36,67.03,200.88,198.74,1852.4,12.35,8.0,75.96,0.2476,0,0
2025-03-10 17:25:00,180.03,142.89,30.05,67.23,200.18,199.94,1852.7,12.21,7.99,75.66,0.2476,0,0
2025-03-10 17:30:00,180.36,143.2,29.49,66.67,199.9,200.2,1853.2,12.31,8.3,76.53,0.2463,0,0
2025-03-10 17:35:00,180.21,142.83,30.29,67.26,199.31,200.62,1848.3,12.31,7.97,75.57,0.2493,0,0
2025-03-10 17:40:00,179.6,142.75,30.31,67.54,198.79,200.55,1848.3,12.55,8.1,75.2,0.2469,0,0
2025-03-10 17:45:00,179.84,142.81,29.96,66.49,199.76,201.46,1848.4,12.42,8.14,76.32,0.247,0,0
2025-03-10 17:50:00,180.3,142.9,30.28,67.8,199.96,199.63,1849.0,12.16,7.95,75.09,0.2493,0,0
2025-03-10 17:55:00,179.7,142.52,30.21,67.33,200.15,200.04,1846.5,12.45,8.26,75.2,0.2487,0,0
2025-03-10 18:00:00,180.27,143.26,30.48,66.87,199.64,200.25,1850.7,12.35,8.15,76.38,0.2471,0,0
2025-03-10 18:05:00,179.78,142.53,30.1,67.0,199.63,200.31,1848.8,12.41,8.25,75.53,0.2488,0,0
2025-03-10 18:10:00,179.8,143.0,30.01,67.07,200.39,198.8,1848.5,12.27,8.17,75.93,0.2457,0,0
2025-03-10 18:15:00,179.66,143.02,30.59,67.14,199.56,198.65,1849.0,12.27,8.02,75.88,0.2458,0,0
2025-03-10 18:20:00,180.62,142.98,30.41,68.39,199.06,198.5,1848.4,12.3,8.16,74.58,0.2506,0,0
2025-03-10 18:25:00,179.7,143.17,30.45,67.18,199.83,199.61,1854.4,12.52,8.16,75.99,0.2448,0,0
2025-03-10 18:30:00,179.43,143.21,30.31,66.85,199.22,199.02,1849.5,12.3,8.01,76.36,0.2429,0,0
2025-03-10 18:35:00,180.14,142.83,30.82,67.92,200.25,200.31,1851.4,12.25,8.26,74.91,0.2499,0,0
2025-03-10 18:40:00,179.57,142.78,30.55,67.79,199.61,198.98,1856.0,12.34,7.83,74.99,0.2469,0,0
2025-03-10 18:45:00,179.5,143.24,30.26,66.66,199.64,199.05,1851.3,12.14,8.24,76.58,0.243,0,0
2025-03-10 18:50:00,179.72,142.44,30.84,67.86,200.19,201.01,1844.2,12.41,7.97,74.58,0.2504,0,0
2025-03-10 18:55:00,180.32,142.91,30.81,67.59,199.42,200.15,1854.9,12.23,8.14,75.33,0.2502,0,0
2025-03-10 19:00:00,180.43,143.33,30.33,67.72,200.34,200.05,1851.0,12.44,8.25,75.61,0.2472,0,0
2025-03-10 19:05:00,179.87,143.17,30.27,67.14,199.37,198.44,1845.9,12.31,8.13,76.03,0.2453,0,0
2025-03-10 19:10:00,179.8,142.56,30.98,68.42,199.81,198.43,1850.5,12.06,7.76,74.14,0.2502,0,0
2025-03-10 19:15:00,179.77,142.78,30.45,67.57,199.71,198.87,1855.4,12.26,7.73,75.2,0.2478,0,0
2025-03-10 19:20:00,180.03,143.46,30.94,66.98,199.01,199.6,1848.2,12.36,8.28,76.49,0.2453,0,0
2025-03-10 19:25:00,180.11,142.71,30.69,68.11,199.59,199.88,1847.8,12.12,8.09,74.61,0.2503,0,0
2025-03-10 19:30:00,180.12,142.81,30.46,68.42,200.19,198.49,1853.7,12.55,7.95,74.39,0.2493,0,0
2025-03-10 19:35:00,180.27,142.89,30.58,68.04,198.99,200.33,1847.4,12.51,7.95,74.85,0.2497,0,0
2025-03-10 19:40:00,180.13,142.72,30.92,68.34,200.02,200.55,1848.0,12.45,7.99,74.38,0.2507,0,0
2025-03-10 19:45:00,180.57,142.77,30.36,68.23,200.82,199.39,1848.1,12.21,8.27,74.54,0.2516,0,0
2025-03-10 19:50:00,179.8,142.8,30.9,67.64,199.86,200.7,1852.5,12.37,8.21,75.15,0.2485,0,0
2025-03-10 19:55:00,180.56,142.78,30.8,68.28,200.66,200.17,1845.1,12.25,7.93,74.5,0.2523,0,0
2025-03-10 20:00:00,179.73,143.33,30.87,66.98,199.65,202.06,1852.9,12.27,8.36,76.35,0.2446,0,0
2025-03-10 20:05:00,179.63,143.28,30.77,67.25,200.31,200.97,1852.8,12.18,8.11,76.04,0.2441,0,0
2025-03-10 20:10:00,180.06,143.05,31.34,67.73,199.57,200.55,1844.2,12.42,7.98,75.31,0.2489,0,0
2025-03-10 20:15:00,179.83,142.46,30.88,68.84,199.66,199.7,1852.3,12.19,8.24,73.62,0.2509,0,0
2025-03-10 20:20:00,180.19,143.41,31.5,68.24,199.59,200.32,1848.4,12.45,8.04,75.17,0.2474,0,0
2025-03-10 20:25:00,179.88,143.31,31.07,67.75,200.41,199.81,1847.4,12.25,8.02,75.56,0.2458,0,0
2025-03-10 20:30:00,179.77,142.99,31.34,68.39,199.12,199.6,1851.2,12.32,7.98,74.6,0.2478,0,0
2025-03-10 20:35:00,179.78,143.53,31.19,67.26,200.02,200.5,1849.6,12.48,7.86,76.26,0.244,0,0
2025-03-10 20:40:00,179.83,142.66,31.26,68.89,200.27,199.06,1852.2,12.38,8.09,73.78,0.2501,0,0
2025-03-10 20:45:00,180.26,143.21,31.4,68.18,200.06,200.45,1847.9,12.51,7.83,75.02,0.2489,0,0
2025-03-10 20:50:00,180.11,143.21,31.02,68.1,199.71,199.11,1851.9,12.63,8.18,75.11,0.2475,0,0
2025-03-10 20:55:00,179.83,142.63,31.17,68.52,199.83,199.54,1847.5,12.1,8.17,74.11,0.2502,0,0
2025-03-10 21:00:00,179.82,143.51,30.9,67.08,199.84,200.18,1857.5,12.18,8.05,76.43,0.2438,0,0
2025-03-10 21:05:00,179.52,142.83,31.12,67.79,199.06,198.51,1847.1,12.43,7.97,75.04,0.2473,0,0
2025-03-10 21:10:00,180.12,143.23,31.44,68.2,200.26,200.57,1846.4,12.33,8.06,75.02,0.2482,0,0
2025-03-10 21:15:00,180.24,142.59,31.07,68.7,200.37,200.75,1848.9,12.34,7.91,73.89,0.2524,0,0
2025-03-10 21:20:00,179.9,142.93,31.37,68.25,199.12,199.97,1845.9,12.2,8.02,74.69,0.2489,0,0
2025-03-10 21:25:00,180.42,143.11,31.33,68.87,199.71,200.1,1847.9,12.41,8.33,74.24,0.2503,0,0
2025-03-10 21:30:00,180.02,142.73,31.18,68.54,199.27,199.07,1847.3,12.36,7.96,74.19,0.2505,0,0
2025-03-10 21:35:00,180.48,143.33,31.27,68.28,200.09,199.64,1846.2,12.22,8.0,75.04,0.249,0,0
2025-03-10 21:40:00,180.26,142.87,31.51,68.92,199.08,200.17,1843.2,12.16,8.06,73.95,0.2514,0,0
2025-03-10 21:45:00,179.53,142.83,31.53,68.66,201.1,200.74,1848.5,12.28,8.17,74.16,0.248,0,0
2025-03-10 21:50:00,180.08,142.94,31.91,68.39,197.49,200.53,1854.1,12.23,7.81,74.55,0.2507,0,0
2025-03-10 21:55:00,180.12,143.37,31.65,68.37,198.9,199.9,1846.0,12.24,7.94,75.0,0.2475,0,0
2025-03-10 22:00:00,180.28,142.9,32.17,69.4,199.08,200.19,1847.6,12.48,8.08,73.5,0.2523,0,0
2025-03-10 22:05:00,179.71,142.83,31.92,68.89,200.56,200.55,1854.3,12.47,8.34,73.94,0.2496,0,0
2025-03-10 22:10:00,179.36,143.07,31.54,67.39,199.91,200.12,1851.3,12.02,7.9,75.68,0.2456,0,0
2025-03-10 22:15:00,180.03,143.0,31.83,68.84,199.34,198.84,1851.0,12.45,7.99,74.16,0.2499,0,0
2025-03-10 22:20:00,180.3,143.09,31.55,68.91,200.39,200.35,1849.5,12.04,7.99,74.17,0.2502,0,0
2025-03-10 22:25:00,179.79,143.45,31.67,68.44,200.85,199.99,1849.9,12.28,7.99,75.01,0.2453,0,0
2025-03-10 22:30:00,180.37,143.08,31.73,68.56,198.55,200.1,1849.0,12.48,8.06,74.52,0.2509,0,0
2025-03-10 22:35:00,179.68,143.58,32.11,67.84,199.97,200.39,1853.7,12.46,8.14,75.74,0.2446,0,0
2025-03-10 22:40:00,180.17,142.78,32.26,69.97,200.26,200.19,1849.5,12.26,8.3,72.82,0.2528,0,0
2025-03-10 22:45:00,180.25,142.81,32.1,69.77,199.67,200.16,1850.8,12.27,8.01,73.04,0.2528,0,0
2025-03-10 22:50:00,179.79,143.23,31.83,68.8,201.41,201.0,1846.4,12.51,8.12,74.43,0.2471,0,0
2025-03-10 22:55:00,180.31,143.13,31.97,69.08,198.97,198.87,1851.6,11.73,8.37,74.05,0.2507,0,0
2025-03-10 23:00:00,179.75,142.76,32.18,69.08,199.39,200.77,1848.5,12.32,7.98,73.68,0.2507,0,0
2025-03-10 23:05:00,179.95,142.56,32.07,69.44,200.28,200.47,1845.9,12.39,8.14,73.12,0.2529,0,0
2025-03-10 23:10:00,179.56,142.87,31.61,68.4,199.66,200.87,1844.7,12.42,8.22,74.47,0.248,0,0
2025-03-10 23:15:00,179.9,143.22,31.87,68.99,198.75,198.83,1845.1,12.26,8.48,74.23,0.2478,0,0
2025-03-10 23:20:00,180.14,142.72,32.38,69.59,201.17,199.8,1849.0,12.2,7.96,73.13,0.2533,0,0
2025-03-10 23:25:00,180.27,143.38,32.17,68.07,199.15,200.85,1849.3,12.1,8.41,75.32,0.249,0,0
2025-03-10 23:30:00,179.91,143.37,31.85,68.49,199.81,198.55,1850.5,12.22,7.85,74.88,0.2468,0,0
2025-03-10 23:35:00,179.98,143.28,31.57,67.99,201.2,201.16,1843.4,12.33,8.01,75.29,0.2473,0,0
2025-03-10 23:40:00,179.97,142.59,32.4,70.06,199.79,200.42,1845.4,12.16,7.84,72.54,0.2533,0,0
2025-03-10 23:45:00,179.87,142.85,32.19,69.82,200.57,199.5,1849.3,12.19,8.14,73.03,0.2506,0,0
2025-03-10 23:50:00,179.83,142.67,31.89,69.23,199.61,200.4,1848.7,12.63,8.15,73.44,0.2512,0,0
2025-03-10 23:55:00,180.07,142.56,32.12,69.17,199.02,201.02,1851.7,12.39,8.05,73.4,0.2535,0,0
2025-03-11 00:00:00,180.37,143.16,32.01,68.88,200.33,200.43,1853.3,12.42,7.75,74.28,0.2508,0,0
2025-03-11 00:05:00,180.21,143.25,31.91,68.66,200.29,201.13,1853.5,12.43,8.17,74.59,0.2492,0,0
2025-03-11 00:10:00,180.04,143.01,32.16,69.47,201.05,200.53,1849.9,12.35,8.18,73.54,0.2504,0,0
2025-03-11 00:15:00,180.09,143.11,32.21,68.84,200.48,199.6,1849.7,12.2,8.18,74.26,0.2501,0,0
2025-03-11 00:20:00,180.06,142.85,32.09,68.85,197.79,198.91,1852.9,12.42,8.12,74.0,0.2515,0,0
2025-03-11 00:25:00,179.76,143.04,32.13,68.88,199.23,198.84,1849.0,11.97,8.29,74.15,0.2487,0,0
2025-03-11 00:30:00,179.93,142.94,32.15,68.99,198.52,199.56,1848.9,12.47,8.14,73.94,0.2503,0,0
2025-03-11 00:35:00,179.84,143.41,32.23,68.52,201.48,200.81,1845.6,12.29,8.26,74.89,0.2468,0,0
2025-03-11 00:40:00,179.9,142.92,32.48,69.1,200.19,200.11,1850.5,12.53,7.85,73.83,0.2508,0,0
2025-03-11 00:45:00,180.36,142.91,32.26,69.29,199.01,201.24,1845.7,12.31,8.18,73.62,0.2528,0,0
2025-03-11 00:50:00,180.35,142.95,31.36,68.78,199.7,198.97,1855.4,12.43,8.04,74.17,0.251,0,0
2025-03-11 00:55:00,179.96,142.87,31.93,69.48,200.6,199.22,1850.2,12.4,8.19,73.39,0.2506,0,0
2025-03-11 01:00:00,180.01,143.33,32.52,69.6,199.48,199.39,1852.9,12.26,8.19,73.73,0.2487,0,0
2025-03-11 01:05:00,180.0,142.68,31.82,69.01,200.6,200.04,1849.8,12.3,8.12,73.68,0.2518,0,0
2025-03-11 01:10:00,180.38,142.88,31.75,69.16,200.16,201.37,1847.5,12.3,8.01,73.71,0.2523,0,0
2025-03-11 01:15:00,179.68,143.17,32.41,69.24,200.41,198.42,1851.1,12.17,8.41,73.92,0.248,0,0
2025-03-11 01:20:00,179.87,143.15,32.31,69.14,199.73,199.32,1850.8,12.32,8.12,74.01,0.2489,0,0
2025-03-11 01:25:00,179.9,143.12,32.35,68.61,199.68,200.61,1849.6,12.25,7.91,74.51,0.2493,0,0
2025-03-11 01:30:00,180.18,142.72,32.2,70.13,200.57,198.51,1844.1,12.31,8.07,72.59,0.2531,0,0
2025-03-11 01:35:00,179.84,142.71,32.02,68.99,200.78,201.41,1851.5,12.5,7.98,73.72,0.2512,0,0
2025-03-11 01:40:00,180.11,143.04,32.19,69.35,199.22,200.63,1847.5,12.26,8.11,73.69,0.2506,0,0
2025-03-11 01:45:00,180.25,143.14,32.16,69.31,201.34,198.55,1851.6,12.25,8.12,73.83,0.2506,0,0
2025-03-11 01:50:00,179.86,143.32,32.29,67.87,199.1,201.77,1851.0,12.14,7.91,75.45,0.2476,0,0
2025-03-11 01:55:00,179.64,143.03,32.37,68.93,199.05,199.42,1851.9,12.16,8.02,74.1,0.2486,0,0
2025-03-11 02:00:00,180.19,142.3,31.81,69.36,199.33,201.16,1852.7,12.3,8.12,72.94,0.2554,0,0
2025-03-11 02:05:00,179.79,143.06,32.1,69.08,200.97,200.66,1847.7,12.39,7.83,73.97,0.2487,0,0
2025-03-11 02:10:00,179.26,143.08,31.96,67.61,198.8,201.03,1853.8,12.36,8.28,75.47,0.2456,0,0
2025-03-11 02:15:00,179.57,142.71,31.94,68.64,200.81,201.11,1850.8,12.43,8.21,74.07,0.2497,0,0
2025-03-11 02:20:00,180.28,142.9,32.13,69.7,199.7,200.82,1847.1,12.38,7.84,73.19,0.2523,0,0
2025-03-11 02:25:00,179.97,142.9,32.28,69.26,200.65,199.41,1856.1,12.19,7.87,73.65,0.251,0,0
2025-03-11 02:30:00,179.7,142.77,31.96,68.61,199.94,201.21,1845.0,12.44,7.95,74.16,0.2499,0,0
2025-03-11 02:35:00,180.23,142.89,31.65,68.43,198.96,201.22,1851.2,12.4,8.21,74.46,0.2513,0,0
2025-03-11 02:40:00,179.94,142.74,32.08,69.56,200.1,199.14,1847.2,12.2,8.1,73.19,0.2516,0,0
2025-03-11 02:45:00,179.83,143.14,31.66,68.03,199.41,200.35,1850.4,12.29,7.85,75.11,0.2476,0,0
2025-03-11 02:50:00,179.65,143.04,32.21,68.19,201.66,200.99,1852.7,12.43,8.02,74.85,0.2483,0,0
2025-03-11 02:55:00,180.08,142.92,32.14,69.02,199.21,201.14,1851.8,12.33,8.33,73.91,0.2511,0,0
2025-03-11 03:00:00,180.01,143.17,31.97,68.7,200.69,200.87,1846.2,12.48,8.22,74.47,0.2489,0,0
2025-03-11 03:05:00,179.52,143.5,32.35,68.35,198.3,198.33,1852.1,12.43,8.02,75.15,0.2447,0,0
2025-03-11 03:10:00,179.93,142.66,32.14,69.42,199.46,200.84,1848.9,12.26,7.99,73.24,0.2521,0,0
2025-03-11 03:15:00,179.99,142.52,31.99,69.33,199.75,200.35,1853.7,12.36,7.98,73.18,0.2532,0,0
2025-03-11 03:20:00,179.57,143.34,31.91,67.96,199.8,200.32,1850.3,12.12,8.19,75.38,0.2454,0,0
2025-03-11 03:25:00,180.01,143.35,31.85,68.14,200.56,200.9,1857.3,11.9,8.35,75.21,0.2474,0,0
2025-03-11 03:30:00,180.23,143.39,31.92,68.5,200.29,199.13,1845.9,12.23,7.96,74.89,0.2484,0,0
2025-03-11 03:35:00,180.08,142.4,31.91,69.72,199.79,199.66,1852.0,12.45,8.18,72.68,0.2544,0,0
2025-03-11 03:40:00,180.09,142.4,31.86,69.7,201.7,199.66,1856.5,12.13,8.14,72.7,0.2543,0,0
2025-03-11 03:45:00,179.64,142.96,31.63,68.71,199.78,199.09,1848.2,12.38,8.36,74.25,0.2478,0,0
2025-03-11 03:50:00,180.4,143.05,32.1,69.55,200.35,199.03,1851.4,12.15,8.03,73.49,0.2519,0,0
2025-03-11 03:55:00,179.78,143.42,31.79,67.98,200.8,200.13,1849.1,12.27,8.11,75.44,0.2457,0,0
2025-03-11 04:00:00,180.06,142.94,31.88,68.77,199.32,199.88,1854.5,12.33,8.07,74.18,0.2505,0,0
2025-03-11 04:05:00,179.64,143.01,32.23,69.07,200.03,199.33,1849.6,12.27,8.27,73.95,0.2484,0,0
2025-03-11 04:10:00,180.32,142.97,32.19,69.95,201.47,200.67,1851.9,12.21,8.08,73.02,0.2522,0,0
2025-03-11 04:15:00,179.57,142.75,31.63,68.55,200.64,199.63,1855.5,12.33,8.34,74.2,0.2488,0,0
2025-03-11 04:20:00,180.29,142.43,31.87,69.71,200.07,199.34,1850.2,12.32,8.27,72.72,0.2551,0,0
2025-03-11 04:25:00,179.94,142.84,31.2,68.0,200.07,199.79,1849.1,12.06,8.22,74.84,0.2494,0,0
2025-03-11 04:30:00,180.15,143.19,31.54,68.81,200.46,199.94,1849.5,12.52,7.97,74.38,0.2487,0,0
2025-03-11 04:35:00,180.33,143.04,31.49,68.83,199.39,200.2,1852.0,12.08,7.92,74.21,0.2505,0,0
2025-03-11 04:40:00,179.87,142.93,31.68,68.57,199.45,199.5,1851.0,12.23,8.08,74.36,0.2493,0,0
2025-03-11 04:45:00,179.77,142.95,31.67,68.76,201.25,200.86,1850.1,12.24,8.02,74.19,0.2486,0,0
2025-03-11 04:50:00,179.77,142.64,31.65,69.21,200.93,201.49,1848.0,12.19,8.07,73.43,0.2507,0,0
