ts_qcs,day,grade,cd_basis_weight_cv_pct,formation_index,ash_content_pct,moisture_pct,strength_rel_pct,defect_grade
2025-10-24 17:37:15,23.2,GSM80,0.529,6.87,24.59,3.0,102.3,A
2025-10-24 18:26:15,23.3,GSM80,3.08,7.91,25.48,3.0,97.2,B
2025-10-24 19:00:15,23.3,GSM80,1.19,7.69,22.61,3.0,98.4,A
2025-10-24 19:25:30,23.3,GSM80,0.557,7.84,22.73,3.0,98.7,A
2025-10-24 20:20:30,23.3,GSM100,0.413,7.4,24.76,3.0,99.6,A
2025-10-24 20:22:30,23.3,GSM100,1.004,7.77,25.61,3.0,99.7,A
2025-10-24 21:14:45,23.4,GSM100,0.55,7.87,26.34,3.0,97.4,A
2025-10-24 22:44:30,23.4,GSM100,1.061,7.75,22.85,3.0,102.6,A
2025-10-24 22:51:00,23.4,GSM100,1.352,7.82,23.83,3.0,95.9,B
2025-10-24 22:58:30,23.4,GSM100,0.96,7.32,23.65,3.0,100.6,A
2025-10-24 23:24:45,23.4,GSM100,1.266,7.49,22.97,3.0,100.3,B
2025-10-24 23:38:30,23.5,GSM100,1.633,7.29,24.82,3.0,100.3,B
2025-10-24 23:40:30,23.5,GSM100,1.188,8.39,24.76,3.0,97.5,A
2025-10-25 00:45:00,23.5,GSM120,1.155,7.58,21.69,3.0,98.3,A
2025-10-25 00:54:00,23.5,GSM120,1.41,7.88,24.36,3.0,99.1,B
2025-10-25 01:03:15,23.5,GSM120,0.806,7.51,24.95,3.0,99.2,A
2025-10-25 02:50:45,23.6,GSM120,1.519,7.66,19.91,3.0,98.5,B
2025-10-25 03:37:15,23.6,GSM80,0.42,7.48,23.03,3.0,100.7,A
2025-10-25 04:37:30,23.6,GSM80,1.043,7.59,26.33,3.0,100.4,A
2025-10-25 05:49:30,23.7,GSM80,0.54,7.58,23.97,3.0,98.9,A
2025-10-25 05:56:30,23.7,GSM80,0.919,7.42,26.39,3.0,99.1,A
2025-10-25 06:23:00,23.7,GSM80,0.992,8.15,25.52,3.0,100.6,A
2025-10-25 07:08:00,23.7,GSM80,0.855,7.54,27.41,3.0,98.5,A
2025-10-25 07:25:00,23.8,GSM100,1.087,7.57,20.36,3.0,95.4,A
2025-10-25 09:00:45,23.8,GSM100,0.822,7.57,23.46,3.0,98.5,A
2025-10-25 09:51:00,23.9,GSM100,0.901,7.8,25.5,3.0,99.8,A
2025-10-25 10:13:15,23.9,GSM100,1.034,7.52,28.4,3.0,97.4,A
2025-10-25 11:49:15,23.9,GSM120,1.309,7.28,26.55,3.0,95.8,B
2025-10-25 11:51:15,23.9,GSM120,1.363,7.62,22.76,3.0,97.0,B
2025-10-25 11:55:15,23.9,GSM120,1.225,7.47,24.37,3.0,99.4,B
2025-10-25 12:16:00,23.9,GSM120,1.095,7.6,22.61,3.0,98.9,A
2025-10-25 12:28:00,24.0,GSM120,1.022,7.67,22.45,3.0,100.9,A
2025-10-25 12:34:00,24.0,GSM120,1.476,8.04,24.01,3.0,99.3,B
2025-10-25 12:38:00,24.0,GSM120,1.399,8.09,20.74,3.0,97.3,B
2025-10-25 12:58:15,24.0,GSM120,1.307,7.54,25.74,3.0,96.1,B
2025-10-25 13:51:00,24.0,GSM120,1.634,7.06,23.75,3.0,100.1,B
2025-10-25 14:10:15,24.0,GSM120,1.446,7.53,20.8,3.0,97.0,B
2025-10-25 14:33:15,24.0,GSM120,1.492,7.31,25.22,3.0,101.0,B
2025-10-25 15:13:45,24.1,GSM80,1.244,7.35,21.95,3.0,93.7,B
2025-10-25 15:22:15,24.1,GSM80,0.948,7.79,22.22,3.0,98.1,A
2025-10-25 16:20:15,24.1,GSM80,0.706,6.26,30.87,3.0,98.2,A
2025-10-25 16:32:45,24.1,GSM80,0.813,7.3,23.9,3.0,98.4,A
2025-10-25 18:35:30,24.2,GSM80,0.75,7.54,24.94,3.0,95.6,A
2025-10-25 19:00:15,24.2,GSM100,1.151,7.7,22.79,3.0,95.5,A
2025-10-25 19:51:30,24.2,GSM100,1.041,7.43,24.87,3.0,100.3,A
2025-10-25 20:52:45,24.3,GSM100,1.355,7.76,19.75,3.0,102.1,B
2025-10-25 21:07:00,24.3,GSM100,0.976,7.27,24.3,3.0,97.2,A
2025-10-25 22:04:45,24.3,GSM100,0.902,7.28,24.73,3.0,96.7,A
2025-10-25 22:16:45,24.3,GSM100,1.068,7.29,22.77,3.0,97.3,A
2025-10-25 22:27:00,24.3,GSM100,0.643,7.56,25.42,3.0,97.8,A
2025-10-25 23:05:30,24.4,GSM120,2.116,7.53,21.43,3.0,98.6,B
2025-10-26 00:40:00,24.4,GSM120,1.198,7.56,24.76,3.0,98.6,A
2025-10-26 00:56:15,24.4,GSM120,1.343,7.41,25.86,3.0,98.1,B
2025-10-26 01:22:30,24.5,GSM80,0.602,7.83,24.59,3.0,99.3,A
2025-10-26 03:31:45,24.5,GSM80,0.164,7.29,24.55,3.0,100.3,A
2025-10-26 03:34:00,24.5,GSM80,0.479,7.72,20.66,3.0,97.5,A
2025-10-26 04:00:30,24.6,GSM80,0.719,7.34,25.68,3.0,98.7,A
2025-10-26 04:10:45,24.6,GSM80,0.882,7.55,24.21,3.0,96.8,A
2025-10-26 04:49:00,24.6,GSM80,0.992,6.91,25.22,3.0,97.9,A
2025-10-26 05:04:45,24.6,GSM80,0.855,7.78,24.87,3.0,103.7,A
2025-10-26 07:00:00,24.7,GSM100,1.153,7.29,25.1,3.0,100.7,A
2025-10-26 07:20:45,24.7,GSM100,0.545,6.63,25.67,3.0,99.6,A
2025-10-26 11:00:30,24.8,GSM120,0.989,7.75,23.6,3.0,96.8,A
2025-10-26 13:18:30,24.9,GSM80,0.674,7.33,23.08,3.0,102.4,A
2025-10-26 13:24:15,24.9,GSM80,0.835,7.18,24.53,3.0,96.7,A
2025-10-26 13:48:00,25.0,GSM100,1.399,7.33,25.51,3.0,98.5,B
2025-10-26 14:33:15,25.0,GSM100,1.441,7.55,23.37,3.0,99.1,B
2025-10-26 14:52:30,25.0,GSM100,1.072,7.51,24.87,3.0,96.5,A
2025-10-26 15:29:00,25.0,GSM100,0.943,7.42,25.53,3.0,98.6,A
2025-10-26 15:37:00,25.0,GSM100,1.097,8.16,26.85,3.0,98.9,A
2025-10-26 16:18:15,25.1,GSM100,0.15,7.48,24.47,3.0,102.7,A
2025-10-26 16:20:15,25.1,GSM100,1.384,7.77,24.92,3.0,101.1,B
2025-10-26 17:30:00,25.1,GSM100,1.088,7.74,26.96,3.0,96.2,A
2025-10-26 17:44:00,25.1,GSM120,1.193,7.77,26.98,3.0,99.5,A
2025-10-26 17:56:15,25.1,GSM120,1.163,7.5,22.27,3.0,101.3,A
2025-10-26 18:14:15,25.1,GSM120,0.918,7.51,24.86,3.0,95.2,A
2025-10-26 18:35:15,25.1,GSM120,0.988,7.66,20.75,3.0,96.2,A
2025-10-26 19:08:15,25.2,GSM120,1.344,7.46,24.19,3.0,99.7,B
2025-10-26 19:30:00,25.2,GSM120,1.482,7.43,27.23,3.0,98.0,B
2025-10-26 19:47:00,25.2,GSM120,1.298,7.55,21.76,3.0,100.0,B
2025-10-26 19:59:15,25.2,GSM120,0.947,7.37,21.51,3.0,96.1,A
2025-10-26 20:38:45,25.2,GSM120,1.274,7.58,25.95,3.0,100.4,B
2025-10-26 20:40:45,25.2,GSM120,1.319,7.83,24.77,3.0,96.8,B
2025-10-26 20:46:45,25.2,GSM120,1.478,7.13,22.69,3.0,100.1,B
2025-10-26 21:26:15,25.3,GSM120,1.137,7.31,26.12,3.0,97.9,A
2025-10-26 21:36:15,25.3,GSM120,1.504,7.33,26.08,3.0,100.9,B
2025-10-26 21:46:15,25.3,GSM120,1.003,7.49,20.85,3.0,96.6,A
2025-10-26 22:01:00,25.3,GSM80,1.145,7.31,20.39,3.0,97.8,A
2025-10-26 23:26:00,25.3,GSM80,0.781,7.52,24.19,3.0,102.8,A
2025-10-27 00:46:15,25.4,GSM100,0.644,7.09,26.07,3.0,97.1,A
2025-10-27 02:45:45,25.5,GSM100,0.798,6.7,24.12,3.0,101.0,A
2025-10-27 03:35:45,25.5,GSM100,1.125,8.2,26.68,3.0,98.0,A
2025-10-27 03:52:45,25.5,GSM120,1.753,7.75,24.32,3.0,97.4,B
2025-10-27 04:24:15,25.5,GSM120,1.381,7.31,22.76,3.0,98.8,B
2025-10-27 05:28:00,25.6,GSM120,1.624,7.48,22.68,3.0,98.1,B
2025-10-27 05:35:45,25.6,GSM120,1.278,7.31,24.3,3.0,98.5,B
2025-10-27 07:42:45,25.7,GSM80,1.317,8.1,27.64,3.0,97.3,B
2025-10-27 07:53:45,25.7,GSM80,0.952,7.75,24.14,3.0,94.7,A
2025-10-27 07:59:45,25.7,GSM80,1.008,7.41,22.68,3.0,100.3,A
2025-10-27 08:28:30,25.7,GSM80,0.946,7.67,22.58,3.0,97.1,A
2025-10-27 09:11:15,25.7,GSM80,1.211,7.46,27.76,3.0,96.2,B
2025-10-27 10:27:30,25.8,GSM80,0.818,7.46,24.02,3.0,98.2,A
2025-10-27 10:56:00,25.8,GSM80,1.211,7.5,22.06,3.0,100.6,B
2025-10-27 11:18:30,25.8,GSM100,1.11,7.48,24.76,3.0,95.9,A
2025-10-27 12:20:30,25.8,GSM100,1.663,7.4,22.92,3.0,98.8,B
2025-10-27 12:26:45,25.8,GSM100,0.845,6.8,25.08,3.0,101.4,A
2025-10-27 13:00:15,25.9,GSM100,0.88,7.97,21.02,3.0,97.7,A
2025-10-27 13:14:30,25.9,GSM100,1.199,7.5,22.95,3.0,98.0,A
2025-10-27 13:18:45,25.9,GSM100,1.133,7.87,24.11,3.0,97.2,A
2025-10-27 13:22:15,25.9,GSM100,1.223,7.55,23.6,3.0,95.5,B
2025-10-27 14:13:30,25.9,GSM120,1.151,7.37,24.39,3.0,97.2,A
2025-10-27 14:57:15,25.9,GSM120,0.972,7.83,24.15,3.0,97.1,A
2025-10-27 15:15:15,26.0,GSM120,1.594,7.2,23.87,3.0,100.5,B
2025-10-27 16:10:45,26.0,GSM120,1.02,7.73,23.07,3.0,98.8,A
2025-10-27 16:32:15,26.0,GSM120,1.386,7.3,23.03,3.0,98.8,B
2025-10-27 16:36:30,26.0,GSM120,1.324,7.45,22.07,3.0,100.5,B
2025-10-27 17:09:45,26.0,GSM120,1.322,7.42,26.69,3.0,97.8,B
2025-10-27 21:10:15,26.2,GSM80,1.097,7.21,23.95,3.0,95.5,A
2025-10-27 21:28:00,26.2,GSM100,1.196,7.22,25.63,3.0,97.3,A
2025-10-28 00:19:30,26.3,GSM100,1.172,7.73,21.79,3.0,97.7,A
2025-10-28 00:23:30,26.3,GSM100,0.903,7.12,24.66,3.0,95.2,A
2025-10-28 00:54:15,26.3,GSM100,1.345,7.54,26.52,3.0,99.1,B
2025-10-28 00:58:15,26.3,GSM100,0.721,7.36,23.84,3.0,97.4,A
2025-10-28 01:53:30,26.4,GSM100,1.008,7.24,24.01,3.0,100.2,A
2025-10-28 04:09:45,26.5,GSM120,1.305,7.47,24.17,3.0,97.6,B
2025-10-28 04:56:00,26.5,GSM120,1.255,7.11,22.16,3.0,98.1,B
2025-10-28 05:20:15,26.5,GSM80,1.378,7.48,25.62,3.0,98.6,B
2025-10-28 05:29:45,26.5,GSM80,0.784,7.51,28.27,3.0,97.2,A
2025-10-28 07:12:00,26.6,GSM80,0.772,7.55,27.0,3.0,98.2,A
2025-10-28 07:29:00,26.6,GSM80,0.478,7.71,26.5,3.0,98.7,A
2025-10-28 08:22:00,26.6,GSM100,0.363,7.53,22.75,3.0,93.9,A
2025-10-28 09:14:30,26.7,GSM100,0.371,7.5,21.46,3.0,93.3,A
2025-10-28 13:24:00,26.8,GSM120,1.121,7.3,23.66,3.0,97.5,A
2025-10-28 14:09:30,26.9,GSM120,2.12,7.27,23.02,3.0,98.2,B
2025-10-28 14:19:45,26.9,GSM120,0.965,7.43,25.24,3.0,97.0,A
2025-10-28 16:26:00,27.0,GSM80,1.196,7.7,29.42,3.0,100.2,A
2025-10-28 16:38:15,27.0,GSM80,0.541,7.61,24.29,3.0,101.9,A
2025-10-28 16:56:30,27.0,GSM80,0.992,7.7,28.21,3.0,98.9,A
2025-10-28 17:18:00,27.0,GSM80,1.151,7.38,25.46,3.0,94.7,A
2025-10-28 18:04:15,27.0,GSM80,0.98,7.45,23.89,3.0,99.4,A
2025-10-28 18:45:45,27.0,GSM80,0.819,7.26,26.07,3.0,97.6,A
2025-10-28 19:18:15,27.1,GSM80,0.757,7.28,27.58,3.0,99.8,A
2025-10-28 19:38:00,27.1,GSM80,1.069,7.31,24.74,3.0,97.3,A
2025-10-28 20:48:30,27.1,GSM100,1.487,7.5,25.87,3.0,98.7,B
2025-10-28 20:55:00,27.1,GSM100,0.962,8.97,22.9,3.0,96.3,A
2025-10-28 21:07:00,27.1,GSM100,1.633,7.22,26.03,3.0,96.9,B
2025-10-28 21:25:30,27.1,GSM100,0.85,7.67,24.0,3.0,96.7,A
2025-10-28 22:07:15,27.2,GSM100,1.115,6.9,23.4,3.0,96.8,A
2025-10-28 23:05:30,27.2,GSM100,1.365,7.12,22.89,3.0,99.5,B
2025-10-28 23:29:30,27.2,GSM120,1.575,6.91,24.88,3.0,99.0,B
2025-10-28 23:45:15,27.2,GSM120,1.636,7.4,28.17,3.0,98.1,B
2025-10-29 00:43:00,27.3,GSM120,1.69,7.45,25.23,3.0,94.8,B
2025-10-29 00:45:00,27.3,GSM120,1.422,7.56,23.85,3.0,100.3,B
2025-10-29 01:25:30,27.3,GSM120,1.206,8.09,25.34,3.0,98.5,B
2025-10-29 01:32:00,27.3,GSM120,1.403,7.31,22.83,3.0,98.6,B
2025-10-29 02:37:30,27.4,GSM120,1.245,7.08,24.31,3.0,100.0,B
2025-10-29 02:54:30,27.4,GSM120,1.413,7.28,23.39,3.0,96.0,B
2025-10-29 03:04:30,27.4,GSM120,1.254,7.84,23.01,3.0,98.5,B
2025-10-29 03:11:00,27.4,GSM120,1.471,7.42,23.47,3.0,96.0,B
2025-10-29 03:31:15,27.4,GSM80,0.734,7.41,26.2,3.0,97.7,A
2025-10-29 04:13:15,27.4,GSM80,1.609,7.32,25.6,3.0,97.3,B
2025-10-29 05:50:45,27.5,GSM80,1.035,7.43,23.38,3.0,97.7,A
2025-10-29 07:10:45,27.5,GSM80,0.593,7.32,20.91,3.0,94.3,A
2025-10-29 07:37:30,27.6,GSM80,0.928,7.52,27.74,3.0,97.4,A
2025-10-29 08:12:15,27.6,GSM100,1.039,7.29,30.73,3.0,96.5,A
2025-10-29 09:14:15,27.6,GSM100,0.92,5.44,22.32,3.0,97.4,B
2025-10-29 09:39:00,27.6,GSM100,1.331,7.27,24.81,3.0,100.3,B
2025-10-29 10:09:30,27.7,GSM100,1.119,7.22,26.62,3.0,98.9,A
2025-10-29 10:23:30,27.7,GSM100,1.154,7.4,27.48,3.0,98.5,A
2025-10-29 10:25:15,27.7,GSM100,0.959,7.44,23.13,3.0,95.3,A
2025-10-29 11:05:45,27.7,GSM100,1.325,7.28,27.24,3.0,98.1,B
2025-10-29 11:11:45,27.7,GSM100,0.485,7.22,27.38,3.0,97.3,A
2025-10-29 11:18:30,27.7,GSM100,1.215,7.3,24.73,3.0,100.5,B
2025-10-29 12:05:45,27.7,GSM120,1.217,7.45,23.83,3.0,98.5,B
2025-10-29 12:22:15,27.7,GSM120,1.114,7.02,25.09,3.0,97.9,A
2025-10-29 14:24:00,27.8,GSM120,1.323,7.28,25.62,3.0,97.4,B
2025-10-29 15:54:15,27.9,GSM80,2.169,7.47,25.21,3.0,97.3,B
2025-10-29 16:08:30,27.9,GSM80,0.661,7.22,22.29,3.0,97.1,A
2025-10-29 18:02:00,28.0,GSM80,1.008,7.24,24.5,3.0,98.2,A
2025-10-29 18:52:30,28.0,GSM100,0.886,8.11,24.07,3.0,98.7,A
2025-10-29 19:24:15,28.0,GSM100,1.14,7.32,28.5,3.0,97.2,A
2025-10-29 20:30:30,28.1,GSM100,0.9,7.73,26.7,3.0,97.2,A
2025-10-29 20:57:15,28.1,GSM120,1.363,7.37,25.1,3.0,100.5,B
2025-10-29 21:14:45,28.1,GSM120,1.441,7.37,25.24,3.0,97.4,B
2025-10-29 21:59:45,28.1,GSM120,1.396,7.15,23.34,3.0,97.2,B
2025-10-29 22:39:30,28.2,GSM120,1.488,6.97,22.69,3.0,99.5,B
2025-10-29 22:59:30,28.2,GSM120,1.478,7.62,22.69,3.0,98.0,B
2025-10-29 23:17:15,28.2,GSM120,1.756,7.15,21.64,3.0,100.8,B
2025-10-30 00:14:30,28.2,GSM120,1.607,7.32,26.48,3.0,96.3,B
2025-10-30 00:22:45,28.2,GSM120,1.289,7.3,25.66,3.0,95.9,B
2025-10-30 00:26:45,28.2,GSM120,1.373,7.06,21.71,3.0,97.1,B
2025-10-30 00:28:45,28.2,GSM120,1.392,7.68,21.65,3.0,99.7,B
2025-10-30 00:55:30,28.2,GSM120,1.244,7.18,28.36,3.0,99.8,B
2025-10-30 01:21:15,28.3,GSM120,1.37,7.13,26.1,3.0,98.0,B
2025-10-30 01:47:15,28.3,GSM80,1.26,7.17,24.08,3.0,93.2,B
2025-10-30 02:11:15,28.3,GSM80,0.696,6.9,23.82,3.0,97.9,A
2025-10-30 02:15:30,28.3,GSM80,1.56,7.07,22.44,3.0,101.8,B
2025-10-30 03:45:00,28.4,GSM80,1.206,7.36,24.2,3.0,98.0,B
2025-10-30 03:58:15,28.4,GSM80,1.907,7.7,20.53,3.0,99.8,B
2025-10-30 04:50:15,28.4,GSM80,0.847,7.13,23.71,3.0,102.0,A
2025-10-30 06:17:15,28.5,GSM80,0.846,6.38,27.5,3.0,97.7,A
2025-10-30 06:19:15,28.5,GSM80,1.408,7.59,27.22,3.0,96.1,B
2025-10-30 07:53:45,28.5,GSM100,1.338,7.42,25.85,3.0,97.0,B
2025-10-30 09:22:30,28.6,GSM100,1.29,7.38,22.43,3.0,97.9,B
2025-10-30 10:33:15,28.6,GSM100,1.746,6.99,24.24,3.0,97.4,B
2025-10-30 11:07:00,28.6,GSM120,1.503,7.3,23.28,3.0,98.1,B
2025-10-30 11:10:45,28.6,GSM120,1.624,8.36,25.0,3.0,94.2,B
2025-10-30 11:56:00,28.7,GSM120,1.12,6.98,25.35,3.0,97.5,A
2025-10-30 12:27:00,28.7,GSM120,1.604,7.11,25.48,3.0,96.3,B
2025-10-30 12:36:45,28.7,GSM120,2.295,7.03,24.88,3.0,92.5,B
2025-10-30 12:45:30,28.7,GSM120,1.521,7.89,21.78,3.0,98.3,B
2025-10-30 13:08:30,28.7,GSM120,1.556,7.03,24.93,3.0,100.1,B
2025-10-30 13:29:15,28.7,GSM120,1.301,7.01,21.85,3.0,96.9,B
2025-10-30 14:26:30,28.8,GSM80,1.052,8.13,27.7,3.0,99.1,A
2025-10-30 14:35:00,28.8,GSM80,3.338,7.74,20.66,3.0,96.4,B
2025-10-30 15:03:45,28.8,GSM80,0.817,7.71,23.85,3.0,99.9,A
2025-10-30 16:01:30,28.8,GSM80,0.917,7.43,27.47,3.0,94.0,A
2025-10-30 16:42:45,28.9,GSM80,1.031,7.44,28.91,3.0,98.9,A
2025-10-30 16:54:15,28.9,GSM80,1.131,7.11,23.45,3.0,98.3,A
2025-10-30 17:18:30,28.9,GSM100,1.158,7.14,27.12,3.0,96.6,A
2025-10-30 18:12:45,28.9,GSM100,1.16,7.62,21.76,3.0,102.2,A
2025-10-30 18:15:15,28.9,GSM100,1.11,6.94,26.82,3.0,96.0,A
2025-10-30 18:41:30,28.9,GSM100,1.361,7.36,27.8,3.0,95.2,B
2025-10-30 20:15:45,29.0,GSM100,1.248,7.2,24.77,3.0,98.0,B
2025-10-30 20:40:00,29.0,GSM100,1.269,6.95,24.52,3.0,96.6,B
2025-10-30 20:46:00,29.0,GSM100,1.253,7.54,25.85,3.0,99.2,B
2025-10-30 21:35:00,29.1,GSM120,1.44,7.42,23.92,3.0,98.6,B
2025-10-30 21:46:00,29.1,GSM120,1.599,7.27,24.94,3.0,96.6,B
2025-10-30 22:08:15,29.1,GSM120,1.434,6.96,23.11,3.0,97.1,B
2025-10-30 22:58:30,29.1,GSM120,1.353,7.38,21.94,3.0,99.7,B
2025-10-31 00:45:45,29.2,GSM120,1.052,7.36,23.41,3.0,99.4,A
2025-10-31 00:59:00,29.2,GSM120,1.415,7.05,25.47,3.0,97.7,B
2025-10-31 01:41:30,29.2,GSM120,1.452,7.36,23.96,3.0,98.7,B
2025-10-31 02:05:00,29.2,GSM120,1.56,7.32,23.0,3.0,98.6,B
2025-10-31 02:09:00,29.2,GSM120,1.545,7.25,25.16,3.0,93.7,B
2025-10-31 02:29:15,29.3,GSM80,1.314,6.74,26.1,3.0,99.1,B
2025-10-31 02:31:15,29.3,GSM80,0.921,7.22,28.56,3.0,97.5,A
2025-10-31 02:41:45,29.3,GSM80,0.737,7.23,23.35,3.0,96.4,A
2025-10-31 03:47:00,29.3,GSM80,0.925,7.05,26.47,3.0,99.1,A
2025-10-31 04:14:00,29.3,GSM80,1.162,7.04,20.86,3.0,95.2,A
2025-10-31 04:27:30,29.3,GSM80,0.266,7.13,23.32,3.0,97.9,A
2025-10-31 04:44:30,29.3,GSM80,0.985,6.93,25.45,3.0,95.1,A
2025-10-31 06:54:30,29.4,GSM80,1.155,7.22,22.24,3.0,97.6,A
2025-10-31 08:21:15,29.5,GSM100,1.239,7.72,22.24,3.0,98.2,B
2025-10-31 08:42:15,29.5,GSM100,1.474,7.03,25.58,3.0,96.9,B
2025-10-31 09:12:15,29.5,GSM100,1.71,7.38,22.39,3.0,100.6,B
2025-10-31 10:11:30,29.6,GSM100,1.428,6.8,18.58,3.0,97.9,B
2025-10-31 10:31:45,29.6,GSM100,1.037,6.48,25.68,3.0,99.1,A
2025-10-31 10:47:45,29.6,GSM100,1.249,7.14,22.69,3.0,94.0,B
2025-10-31 11:42:30,29.6,GSM100,2.006,7.14,23.94,3.0,99.1,B
2025-10-31 12:40:15,29.7,GSM120,1.452,6.86,27.2,3.0,100.3,B
2025-10-31 14:14:45,29.7,GSM120,1.382,6.86,21.79,3.0,96.5,B
2025-10-31 17:21:30,29.8,GSM80,1.336,7.09,26.88,3.0,94.0,B
2025-10-31 17:41:45,29.9,GSM80,1.29,6.94,22.59,3.0,98.6,B
2025-10-31 18:40:45,29.9,GSM100,1.523,7.13,23.86,3.0,97.0,B
2025-10-31 19:03:45,29.9,GSM100,1.253,6.83,28.65,3.0,96.8,B
2025-10-31 19:12:45,29.9,GSM100,1.519,7.29,22.68,3.0,98.3,B
2025-10-31 20:13:15,30.0,GSM100,1.424,7.03,24.79,3.0,99.3,B
2025-10-31 22:23:30,30.0,GSM120,1.46,6.53,30.53,3.0,98.7,B
2025-10-31 23:34:30,30.1,GSM120,1.491,7.16,25.16,3.0,96.0,B
2025-11-01 01:34:15,30.2,GSM120,1.488,6.87,23.19,3.0,98.1,B
2025-11-01 01:55:45,30.2,GSM80,1.098,7.04,25.73,3.0,100.0,A
2025-11-01 02:57:15,30.2,GSM80,1.381,7.28,28.01,3.0,98.0,B
2025-11-01 03:21:00,30.2,GSM80,0.977,7.5,24.86,3.0,100.4,A
2025-11-01 03:26:00,30.2,GSM80,1.277,7.03,24.54,3.0,97.1,B
2025-11-01 03:46:15,30.2,GSM80,0.73,7.27,22.57,3.0,98.0,A
2025-11-01 04:32:30,30.3,GSM80,0.858,7.35,20.6,3.0,97.1,A
2025-11-01 06:34:45,30.4,GSM100,1.117,7.17,23.49,3.0,97.7,A
2025-11-01 06:51:00,30.4,GSM100,1.604,6.99,30.37,3.0,100.2,B
2025-11-01 07:10:15,30.4,GSM100,1.179,7.11,26.25,3.0,98.2,A
2025-11-01 07:47:15,30.4,GSM100,1.623,7.08,25.61,3.0,98.1,B
2025-11-01 07:57:45,30.4,GSM100,1.342,6.63,22.75,3.0,94.3,B
2025-11-01 08:01:45,30.4,GSM100,1.326,7.17,23.76,3.0,96.2,B
2025-11-01 08:14:00,30.4,GSM120,1.516,7.2,29.5,3.0,96.2,B
2025-11-01 09:15:00,30.5,GSM120,1.257,7.13,25.35,3.0,95.3,B
2025-11-01 09:34:30,30.5,GSM120,1.508,7.38,25.65,3.0,97.9,B
2025-11-01 10:42:00,30.5,GSM80,0.98,6.84,27.41,3.0,98.5,A
2025-11-01 10:47:30,30.5,GSM80,0.775,7.09,25.43,3.0,94.3,A
2025-11-01 11:50:15,30.6,GSM80,1.3,7.12,23.95,3.0,98.3,B
2025-11-01 12:46:30,30.6,GSM80,0.713,7.27,22.82,3.0,98.5,A
2025-11-01 13:36:45,30.6,GSM80,0.871,6.6,23.35,3.0,97.2,A
2025-11-01 15:05:45,30.7,GSM100,1.203,7.3,22.24,3.0,98.1,B
2025-11-01 15:07:45,30.7,GSM100,1.031,7.57,28.83,3.0,96.9,A
2025-11-01 15:54:45,30.7,GSM100,1.03,7.21,24.83,3.0,97.2,A
2025-11-01 16:30:45,30.7,GSM100,2.074,6.76,23.9,3.0,97.3,B
2025-11-01 18:06:00,30.8,GSM120,1.492,7.05,27.66,3.0,97.8,B
2025-11-01 19:33:45,30.9,GSM80,1.164,7.21,19.21,3.0,95.5,A
2025-11-01 20:08:15,30.9,GSM80,1.255,7.0,23.94,3.0,96.8,B
2025-11-01 22:44:30,31.0,GSM80,2.378,7.23,24.56,3.0,98.9,B
2025-11-01 23:39:45,31.0,GSM100,1.164,6.36,22.44,3.0,96.4,A
2025-11-02 00:18:45,31.1,GSM100,2.207,6.77,23.47,3.0,97.0,B
2025-11-02 00:24:30,31.1,GSM100,1.365,7.28,25.63,3.0,101.9,B
2025-11-02 00:42:45,31.1,GSM100,1.369,6.97,25.14,3.0,95.9,B
2025-11-02 00:51:45,31.1,GSM100,1.011,7.22,26.17,3.0,99.0,A
2025-11-02 02:00:15,31.1,GSM100,0.84,6.78,26.26,3.0,97.2,A
2025-11-02 02:54:15,31.2,GSM100,1.365,6.75,23.81,3.0,96.7,B
2025-11-02 03:08:30,31.2,GSM100,1.238,7.01,23.76,3.0,98.3,B
2025-11-02 03:42:30,31.2,GSM120,0.887,7.1,24.27,3.0,97.4,A
2025-11-02 04:39:30,31.2,GSM120,0.15,6.7,22.43,3.0,95.7,A
2025-11-02 06:17:00,31.3,GSM120,1.117,7.2,21.46,3.0,98.0,A
2025-11-02 07:29:00,31.3,GSM120,1.95,7.01,24.85,3.0,98.6,B
2025-11-02 07:41:00,31.3,GSM120,1.137,7.28,23.61,3.0,98.1,A
2025-11-02 07:53:45,31.4,GSM80,1.12,6.69,26.05,3.0,100.1,A
2025-11-02 08:40:45,31.4,GSM80,1.404,7.15,23.05,3.0,98.0,B
2025-11-02 08:46:30,31.4,GSM80,1.099,7.02,23.32,3.0,96.0,A
2025-11-02 10:24:30,31.5,GSM80,1.239,7.1,24.94,3.0,97.1,B
2025-11-02 11:09:00,31.5,GSM100,1.491,6.85,21.3,3.0,95.2,B
2025-11-02 11:11:15,31.5,GSM100,1.871,7.17,24.07,3.0,98.1,B
2025-11-02 11:13:15,31.5,GSM100,1.474,7.56,22.3,3.0,98.9,B
2025-11-02 12:38:45,31.5,GSM100,1.323,6.86,22.9,3.0,94.8,B
2025-11-02 13:14:45,31.6,GSM100,1.123,7.59,24.89,3.0,94.5,A
2025-11-02 15:08:45,31.6,GSM120,1.371,6.92,24.27,3.0,98.2,B
2025-11-02 16:29:15,31.7,GSM120,1.712,7.19,22.77,3.0,101.3,B
2025-11-02 16:37:15,31.7,GSM120,1.645,7.45,22.68,3.0,97.1,B
2025-11-02 17:27:15,31.7,GSM120,1.668,7.13,23.18,3.0,98.6,B
2025-11-02 18:17:45,31.8,GSM80,0.976,7.15,28.29,3.0,95.8,A
