ts_dcs,day,shift,clinker_source,mill_feed_tph,mill_power_kW,mill_vibration_mm_s,separator_speed_rpm,reject_rate_pct,feed_moisture_pct,mill_outlet_temp_C,main_bearing_temp_C,mill_sound_dB,separator_current_A,gypsum_dosage_pct,baghouse_dp_kPa,ts_lab,blaine_fineness_cm2g,residue_45um_pct,strength_3d_MPa,strength_28d_MPa,cement_temperature_C,defect_grade
2025-10-19 00:00:40,18.7,2,A,144.1,3418.9,3.972,943.9,18.03,2.03,105.3,63.0,68.3,190.7,4.82,1.567,2025-10-19 00:00:40,3739.0,5.6,18.03,42.34,114.8,A
2025-10-19 01:23:10,18.7,2,A,140.7,3333.4,2.913,941.8,19.0,1.93,105.2,65.1,63.8,183.5,5.05,1.606,2025-10-19 01:23:10,3686.0,5.58,18.35,42.05,113.5,A
2025-10-19 01:33:00,18.7,2,A,137.2,3436.8,2.26,938.1,18.53,2.03,102.6,68.2,78.5,193.9,4.24,0.931,2025-10-19 01:33:00,3684.0,5.93,17.89,41.96,109.6,A
2025-10-19 07:40:10,19.0,1,A,130.2,3397.4,2.717,927.7,17.93,1.51,106.8,64.0,70.2,188.1,4.59,1.073,2025-10-19 07:40:10,3609.0,5.62,17.94,42.84,113.2,A
2025-10-19 07:58:50,19.0,3,A,136.0,3425.0,2.308,933.5,20.49,1.9,104.4,64.1,73.5,190.1,4.3,1.631,2025-10-19 07:58:50,3702.0,6.15,17.86,41.85,109.2,A
2025-10-19 08:52:30,19.0,1,A,140.4,3407.1,3.561,933.8,20.25,1.61,105.7,65.1,65.4,185.2,5.01,1.037,2025-10-19 08:52:30,3703.0,6.04,17.4,41.99,111.8,A
2025-10-19 10:00:40,19.1,3,A,139.2,3400.4,3.078,928.5,29.3,1.68,106.7,62.2,60.2,190.1,4.0,1.668,2025-10-19 10:00:40,3718.0,6.31,16.79,41.97,111.5,A
2025-10-19 10:25:20,19.1,2,A,155.0,3406.0,2.447,955.3,17.36,2.23,106.6,67.5,67.8,183.5,3.99,1.205,2025-10-19 10:25:20,3663.0,5.88,18.02,41.52,112.7,A
2025-10-19 10:46:10,19.1,3,A,143.6,3411.8,1.927,954.8,18.53,1.56,101.1,63.6,72.3,190.8,3.55,1.546,2025-10-19 10:46:10,3664.0,6.13,17.9,42.3,107.8,A
2025-10-19 10:56:00,19.1,1,A,137.8,3411.2,3.407,936.0,18.52,2.36,102.4,64.0,68.4,181.5,3.68,1.65,2025-10-19 10:56:00,3719.0,6.23,17.71,37.58,106.2,A
2025-10-19 11:39:10,19.1,1,A,142.8,3425.8,2.144,960.3,22.92,1.6,104.9,65.2,76.1,192.3,4.73,1.872,2025-10-19 11:39:10,3685.0,6.46,17.62,42.11,110.6,A
2025-10-19 13:40:10,19.2,1,A,132.7,3484.8,3.139,953.3,19.06,1.77,104.5,61.4,72.6,198.4,5.75,1.745,2025-10-19 13:40:10,3549.0,6.02,18.05,41.84,110.0,A
2025-10-19 13:46:30,19.2,2,A,150.1,3385.8,3.299,950.9,19.8,1.87,105.7,63.1,63.3,182.3,3.12,1.281,2025-10-19 13:46:30,3697.0,6.37,17.72,41.47,111.0,A
2025-10-19 16:04:40,19.3,2,A,133.3,3422.8,2.232,936.3,19.62,1.76,106.0,65.1,68.1,185.2,4.63,1.447,2025-10-19 16:04:40,3696.0,5.8,17.71,42.82,111.6,A
2025-10-19 18:17:50,19.4,3,A,145.0,3402.2,3.313,938.9,19.68,2.16,105.1,62.4,75.6,196.8,5.39,1.757,2025-10-19 18:17:50,3629.0,7.62,17.59,41.19,112.2,A
2025-10-19 19:18:40,19.4,1,A,145.3,3552.1,3.318,945.8,19.45,1.68,105.6,63.0,70.6,190.9,3.02,1.257,2025-10-19 19:18:40,3651.0,5.8,18.77,42.14,115.4,A
2025-10-20 01:58:50,19.7,2,A,147.1,3413.1,2.602,958.7,18.98,1.38,104.4,65.3,75.3,193.5,4.83,1.464,2025-10-20 01:58:50,3751.0,6.56,18.72,41.34,114.6,A
2025-10-20 02:10:50,19.7,2,A,138.7,3506.3,3.038,970.3,17.13,1.07,104.8,63.7,75.6,189.8,6.12,1.629,2025-10-20 02:10:50,3684.0,6.14,17.92,41.68,111.5,A
2025-10-20 03:19:30,19.8,2,A,142.6,3402.1,2.285,949.0,18.38,1.49,106.1,61.5,73.8,193.0,4.17,1.845,2025-10-20 03:19:30,3639.0,6.34,17.47,41.71,111.2,A
2025-10-20 03:29:50,19.8,2,A,136.6,3394.1,3.239,932.6,19.66,1.92,103.0,61.1,77.3,184.6,5.96,1.549,2025-10-20 03:29:50,3630.0,6.28,17.15,41.37,111.5,A
2025-10-20 06:23:50,19.9,1,A,134.8,3421.9,2.745,961.6,19.3,1.65,106.1,66.8,72.8,192.4,4.03,1.395,2025-10-20 06:23:50,3621.0,6.74,18.02,39.69,111.5,A
2025-10-20 07:31:00,19.9,1,A,143.6,3424.5,2.186,963.0,18.02,1.76,104.5,62.8,76.4,181.5,4.59,1.432,2025-10-20 07:31:00,3711.0,6.7,17.95,39.99,110.2,A
2025-10-20 07:50:10,20.0,1,A,136.1,3388.4,4.049,940.9,15.82,1.57,104.7,64.1,72.4,188.4,4.52,1.615,2025-10-20 07:50:10,3714.0,6.13,17.91,41.75,111.1,A
2025-10-20 07:55:40,20.0,3,A,143.3,3417.9,2.498,945.8,21.26,1.24,104.2,64.6,65.7,192.3,4.1,1.485,2025-10-20 07:55:40,3595.0,5.97,17.85,42.65,110.5,A
2025-10-20 17:10:50,20.3,2,A,137.4,3414.6,3.092,918.4,18.45,1.53,106.2,65.1,63.5,187.9,4.4,1.386,2025-10-20 17:10:50,3744.0,6.48,18.23,41.71,117.9,A
2025-10-20 19:27:50,20.4,2,A,137.1,3390.3,3.181,960.7,22.22,1.3,102.8,64.7,73.9,184.8,6.46,1.709,2025-10-20 19:27:50,3650.0,7.09,17.2,41.6,107.7,A
2025-10-21 03:37:30,20.8,1,A,145.6,3363.3,2.546,954.3,17.93,1.46,107.3,68.1,68.0,181.4,4.94,0.712,2025-10-21 03:37:30,3703.0,5.74,18.02,42.43,113.9,A
2025-10-21 07:08:10,20.9,3,A,139.4,3389.1,2.779,961.6,17.85,1.44,109.1,65.7,78.3,190.0,4.7,1.604,2025-10-21 07:08:10,3687.0,5.94,17.59,41.55,116.2,A
2025-10-21 16:27:40,21.3,1,A,141.5,3331.5,4.186,958.2,19.36,0.73,112.2,68.9,63.2,186.7,5.24,0.813,2025-10-21 16:27:40,3723.0,6.96,17.58,40.36,122.7,A
2025-10-21 17:06:50,21.3,1,A,130.5,3379.6,2.099,965.0,19.47,1.04,108.8,67.4,74.1,188.5,4.21,1.442,2025-10-21 17:06:50,3610.0,6.05,18.6,42.23,115.5,A
2025-10-21 22:14:10,21.5,3,A,135.3,3394.1,2.417,962.6,22.91,0.63,107.4,67.5,63.7,192.4,4.77,1.483,2025-10-21 22:14:10,3699.0,6.22,17.58,41.47,113.7,A
2025-10-22 00:24:30,21.6,3,A,138.9,3418.2,2.558,950.4,18.36,1.12,110.7,70.0,65.2,187.5,3.86,1.39,2025-10-22 00:24:30,3709.0,6.02,17.88,44.23,118.7,A
2025-10-22 00:28:30,21.6,2,A,140.3,3338.9,3.692,956.3,23.56,0.75,109.5,71.7,68.2,194.2,3.38,1.257,2025-10-22 00:28:30,3721.0,6.55,17.68,41.38,115.9,A
2025-10-22 02:57:10,21.7,2,A,142.1,3402.4,2.162,945.1,18.87,0.85,111.1,66.3,59.9,186.5,4.57,1.158,2025-10-22 02:57:10,3663.0,6.63,18.11,41.59,117.8,A
2025-10-22 05:25:30,21.8,1,A,142.9,3404.6,3.38,973.6,20.31,1.12,112.2,68.8,81.6,193.7,4.96,1.55,2025-10-22 05:25:30,3741.0,6.97,17.95,41.81,119.5,A
2025-10-22 06:10:10,21.8,1,A,142.8,3361.3,2.802,928.3,20.05,0.91,109.8,71.7,69.0,189.2,4.71,1.197,2025-10-22 06:10:10,3631.0,6.33,16.22,41.73,113.3,A
2025-10-22 06:23:50,21.9,2,A,136.9,3410.4,2.704,965.3,18.73,0.56,102.9,68.3,77.7,195.1,4.93,1.185,2025-10-22 06:23:50,3718.0,6.88,17.29,38.79,109.1,A
2025-10-22 06:52:40,21.9,3,A,138.6,3399.3,2.392,968.7,19.57,0.78,109.6,67.8,64.9,188.3,4.2,1.844,2025-10-22 06:52:40,3641.0,5.72,18.15,40.98,116.6,A
2025-10-22 09:34:50,22.0,3,A,142.7,3406.6,3.767,957.9,20.54,0.9,114.7,68.9,73.9,184.7,3.81,1.131,2025-10-22 09:34:50,3683.0,7.18,17.98,41.22,120.6,A
2025-10-22 12:06:50,22.1,3,A,139.7,3390.3,2.332,976.3,19.38,0.92,110.2,71.5,66.4,199.0,3.69,1.783,2025-10-22 12:06:50,3684.0,6.91,18.06,41.49,116.1,A
2025-10-22 16:19:40,22.3,2,A,139.2,3394.5,3.498,961.8,20.98,0.93,107.9,68.4,71.2,191.5,5.65,1.443,2025-10-22 16:19:40,3685.0,6.63,17.9,42.94,114.4,A
2025-10-22 16:34:00,22.3,1,A,148.1,3347.9,2.247,953.2,21.51,1.08,111.7,71.5,76.1,199.9,4.27,1.503,2025-10-22 16:34:00,3704.0,5.96,18.48,41.69,119.4,A
2025-10-22 19:14:40,22.4,1,A,144.5,3383.8,3.341,973.9,19.13,1.08,112.1,70.7,65.7,191.0,4.27,1.408,2025-10-22 19:14:40,3605.0,6.23,17.38,40.63,115.7,A
2025-10-22 19:22:40,22.4,1,A,141.2,3397.7,3.141,932.1,19.63,0.63,110.0,67.0,66.4,197.0,4.2,1.315,2025-10-22 19:22:40,3597.0,6.92,17.56,41.29,118.2,A
2025-10-22 21:31:00,22.5,2,A,129.5,3368.1,3.118,953.4,19.16,0.75,110.4,69.8,65.8,190.0,5.51,1.056,2025-10-22 21:31:00,3701.0,6.65,17.26,40.2,119.2,A
2025-10-22 21:51:10,22.5,1,A,142.6,3612.8,2.306,951.6,21.38,0.8,112.5,69.4,77.0,187.2,2.53,1.759,2025-10-22 21:51:10,3706.0,6.08,17.77,41.12,114.2,A
2025-10-23 01:23:10,22.6,2,A,136.1,3345.1,2.879,951.2,20.14,0.72,108.1,69.3,78.1,187.2,4.1,1.853,2025-10-23 01:23:10,3717.0,6.23,20.79,43.15,115.8,A
2025-10-23 09:35:00,23.0,2,A,142.8,3337.4,3.137,969.1,20.66,0.72,111.1,69.9,76.7,189.2,4.76,1.392,2025-10-23 09:35:00,3533.0,6.7,18.15,43.35,117.4,A
2025-10-23 11:10:10,23.0,3,A,135.3,3316.9,3.975,961.1,20.56,0.59,111.5,69.8,67.0,190.7,4.83,1.111,2025-10-23 11:10:10,3658.0,5.11,17.17,41.19,118.0,A
2025-10-23 14:01:50,23.1,1,A,149.2,3346.5,2.892,952.6,19.04,0.4,110.1,68.3,70.1,183.3,4.02,1.656,2025-10-23 14:01:50,3683.0,7.58,16.71,41.48,117.1,A
2025-10-23 16:37:30,23.3,2,A,142.2,3381.0,2.176,934.0,20.05,0.4,106.1,69.0,65.4,188.3,5.5,1.185,2025-10-23 16:37:30,3676.0,6.36,17.77,40.87,112.8,A
2025-10-23 18:24:40,23.3,1,A,136.7,3332.7,2.576,945.2,21.56,0.44,108.4,70.5,63.8,192.7,3.33,1.205,2025-10-23 18:24:40,3647.0,7.02,17.64,41.67,113.2,A
2025-10-24 07:16:50,23.9,1,A,140.6,3344.7,3.002,962.5,19.8,0.4,108.3,73.2,71.3,197.6,4.78,1.139,2025-10-24 07:16:50,3484.0,6.02,17.42,41.5,112.9,A
2025-10-24 08:36:50,23.9,3,A,144.7,3308.5,2.928,975.6,17.76,0.4,112.7,70.9,63.3,193.7,4.11,1.056,2025-10-24 08:36:50,3706.0,6.93,17.81,40.4,115.7,A
2025-10-24 09:14:20,23.9,3,A,138.6,3378.5,2.377,979.4,21.52,0.4,104.1,69.7,66.3,192.9,3.99,1.531,2025-10-24 09:14:20,3721.0,6.85,17.61,41.25,113.3,A
2025-10-24 12:13:00,24.1,1,A,142.1,3299.5,2.415,965.6,19.14,0.4,108.7,68.2,68.7,190.8,1.86,0.572,2025-10-24 12:13:00,3674.0,6.73,18.46,40.41,113.2,A
2025-10-24 14:23:20,24.1,2,A,137.0,3333.5,2.898,962.5,22.41,0.4,107.3,67.3,68.5,198.9,4.54,1.48,2025-10-24 14:23:20,3802.0,7.03,17.47,42.63,114.0,A
2025-10-24 16:02:20,24.2,1,A,140.1,3349.8,2.055,960.2,19.92,0.4,108.5,69.1,71.8,188.6,3.51,1.808,2025-10-24 16:02:20,3693.0,6.72,17.63,42.06,113.4,A
2025-10-25 07:47:10,24.9,1,B,141.4,3443.9,3.153,968.8,20.78,0.63,104.8,63.9,65.2,193.9,4.47,1.557,2025-10-25 07:47:10,3656.0,8.12,16.64,38.98,109.6,A
2025-10-25 09:51:30,24.9,1,B,140.4,3480.4,3.09,945.1,19.11,0.42,106.6,68.5,58.2,190.2,5.32,1.906,2025-10-25 09:51:30,3557.0,8.13,16.49,40.11,112.5,A
2025-10-25 10:40:10,25.0,1,B,140.4,3415.2,2.673,969.7,17.0,0.44,104.7,62.4,66.6,190.8,4.38,1.356,2025-10-25 10:40:10,3707.0,8.46,19.83,40.82,111.5,A
2025-10-25 11:59:00,25.0,2,B,140.3,3576.6,2.508,971.2,20.44,0.6,104.6,68.1,72.0,186.1,3.54,1.277,2025-10-25 11:59:00,3571.0,8.19,16.95,39.72,110.8,A
2025-10-25 12:07:20,25.0,1,B,144.4,3474.1,2.952,973.2,15.8,0.83,104.9,67.4,66.8,173.9,5.62,1.211,2025-10-25 12:07:20,3594.0,8.2,16.69,39.96,111.4,A
2025-10-25 13:12:50,25.1,1,B,133.9,3424.0,2.702,957.7,18.11,0.4,107.1,64.5,68.5,190.5,3.02,1.703,2025-10-25 13:12:50,3679.0,8.07,17.03,37.15,113.4,A
2025-10-25 14:35:40,25.1,2,B,141.1,3483.5,3.044,986.3,20.94,0.4,105.8,64.7,75.7,190.0,3.93,1.859,2025-10-25 14:35:40,3650.0,8.31,16.86,40.5,112.3,A
2025-10-25 21:29:10,25.4,3,B,138.1,3457.6,2.277,969.7,19.76,0.4,102.8,64.8,68.8,195.5,5.73,1.355,2025-10-25 21:29:10,3637.0,8.25,17.02,39.06,109.6,A
2025-10-25 21:45:50,25.4,2,B,141.2,3473.3,3.134,960.9,22.42,0.42,105.5,64.3,65.2,197.6,5.76,1.739,2025-10-25 21:45:50,3614.0,6.81,16.54,40.86,112.0,A
2025-10-26 00:00:50,25.5,1,B,142.8,3509.9,2.998,982.3,20.92,0.9,105.1,61.2,64.7,193.3,5.51,1.681,2025-10-26 00:00:50,3616.0,6.52,16.43,41.09,111.6,A
2025-10-26 01:37:40,25.6,1,B,148.0,3434.0,3.312,959.6,21.02,0.63,105.2,64.8,64.0,201.2,4.77,1.711,2025-10-26 01:37:40,3634.0,8.11,17.14,40.67,108.8,A
2025-10-26 05:25:30,25.7,3,B,148.4,3385.9,2.377,964.9,19.45,0.87,104.3,65.5,68.1,196.3,3.26,1.766,2025-10-26 05:25:30,3681.0,8.68,17.09,39.62,107.8,A
2025-10-26 05:37:20,25.7,3,B,126.0,3452.5,3.097,980.9,21.41,0.52,104.8,61.8,69.2,197.4,4.18,1.328,2025-10-26 05:37:20,3608.0,7.56,17.36,39.87,111.6,A
2025-10-26 06:48:40,25.8,1,B,139.3,3432.0,3.033,967.4,19.8,0.49,104.1,65.1,69.0,186.5,4.96,1.316,2025-10-26 06:48:40,3805.0,,17.31,40.03,112.3,A
2025-10-26 07:32:10,25.8,2,B,136.2,3476.2,2.821,965.7,20.14,0.68,98.4,65.9,69.3,191.6,3.06,1.55,2025-10-26 07:32:10,3591.0,6.88,16.31,39.43,104.1,A
2025-10-26 08:44:30,25.9,2,B,138.9,3462.9,3.173,963.3,20.26,0.77,109.7,64.3,73.6,185.8,3.68,1.298,2025-10-26 08:44:30,3552.0,9.52,16.65,39.75,115.9,A
2025-10-26 14:10:40,26.1,3,B,138.1,3422.6,3.077,983.9,19.48,0.82,107.3,65.4,64.5,195.7,3.06,1.551,2025-10-26 14:10:40,3626.0,7.95,16.84,40.25,115.1,A
2025-10-26 17:48:10,26.2,3,B,142.7,3468.0,2.199,968.2,20.15,0.6,103.5,64.4,69.1,184.9,3.62,1.98,2025-10-26 17:48:10,3697.0,8.03,16.9,39.96,110.6,A
2025-10-27 00:09:20,26.5,3,B,149.3,3436.7,2.484,975.1,21.01,0.72,103.3,63.6,70.7,196.8,4.66,1.586,2025-10-27 00:09:20,3592.0,7.95,16.86,40.15,109.5,A
2025-10-27 02:09:50,26.6,3,B,150.2,3427.5,3.296,958.4,20.48,0.83,105.2,63.4,65.1,189.1,4.49,1.672,2025-10-27 02:09:50,3588.0,6.47,17.4,39.28,108.3,A
2025-10-27 13:00:00,27.0,1,B,137.7,3447.2,3.941,1003.7,21.51,0.87,104.7,68.5,65.6,190.1,4.42,2.107,2025-10-27 13:00:00,3587.0,7.67,16.96,40.61,113.8,A
2025-10-27 16:41:10,27.2,2,B,140.2,3410.7,2.908,1002.0,20.53,0.76,105.4,64.4,66.9,196.8,4.82,2.017,2025-10-27 16:41:10,3531.0,8.79,17.35,39.34,107.2,A
2025-10-27 18:46:40,27.3,3,B,138.7,3408.3,2.705,975.4,20.07,0.82,104.9,65.0,65.9,191.3,4.04,1.66,2025-10-27 18:46:40,3634.0,7.92,16.91,40.03,108.4,A
2025-10-27 19:50:40,27.3,2,B,149.1,3467.6,2.947,972.4,21.36,1.02,101.6,68.2,71.0,186.3,4.56,1.647,2025-10-27 19:50:40,3743.0,8.35,16.41,40.07,106.3,A
2025-10-28 01:23:30,27.5,1,B,147.1,3470.2,3.658,968.5,21.11,1.03,107.5,66.0,70.9,188.9,4.53,1.971,2025-10-28 01:23:30,3646.0,8.59,16.44,39.22,113.5,A
2025-10-28 10:01:00,27.9,3,B,147.6,3432.5,2.666,962.0,21.33,1.13,106.1,66.7,75.6,192.2,4.23,1.588,2025-10-28 10:01:00,3646.0,7.65,17.23,39.8,109.3,A
2025-10-28 10:27:50,27.9,1,B,146.0,3314.7,2.573,988.0,21.23,0.88,105.6,76.8,73.4,193.0,4.23,2.038,2025-10-28 10:27:50,3566.0,8.06,17.01,39.9,111.9,A
2025-10-28 12:55:20,28.0,2,B,139.9,3424.1,3.079,974.4,22.03,1.31,107.6,67.1,68.8,193.9,4.14,1.816,2025-10-28 12:55:20,3604.0,6.7,16.61,40.26,116.5,A
2025-10-28 14:41:00,28.1,2,B,143.0,3402.6,3.544,994.1,21.05,1.52,106.1,62.5,68.6,190.1,4.94,2.111,2025-10-28 14:41:00,3601.0,5.73,17.25,43.28,110.3,A
2025-10-28 18:05:10,28.2,2,B,144.1,3394.7,3.487,995.3,23.16,1.22,107.2,67.8,71.0,190.2,3.57,1.577,2025-10-28 18:05:10,3529.0,8.05,16.4,40.27,112.0,A
2025-10-28 21:29:50,28.4,1,B,140.1,3416.2,3.431,990.6,22.63,1.33,108.4,67.1,61.5,189.3,4.66,1.628,2025-10-28 21:29:50,3617.0,8.44,16.72,40.13,116.1,A
2025-10-29 00:48:50,28.5,2,B,129.7,3433.1,2.713,963.0,24.3,1.39,106.4,69.6,76.1,190.3,4.31,1.532,2025-10-29 00:48:50,3652.0,8.06,16.61,40.72,114.9,A
2025-10-29 01:30:10,28.5,2,B,139.8,3437.2,3.304,987.1,21.25,1.06,105.6,70.2,69.6,186.5,4.23,2.232,2025-10-29 01:30:10,3596.0,8.55,16.65,39.52,114.2,A
2025-10-29 02:07:30,28.5,3,B,137.8,3416.0,2.29,997.9,21.92,1.26,108.5,69.4,74.8,195.9,5.07,1.722,2025-10-29 02:07:30,3617.0,8.34,16.83,39.86,113.2,A
2025-10-29 03:38:50,28.6,2,B,142.7,3445.3,3.592,977.7,21.56,1.2,107.8,67.9,60.3,198.5,5.15,2.247,2025-10-29 03:38:50,3666.0,7.6,16.74,39.54,110.8,A
2025-10-29 04:30:10,28.6,3,B,132.3,3329.7,3.305,990.7,21.1,1.54,109.1,66.1,64.6,197.7,3.63,2.051,2025-10-29 04:30:10,3654.0,9.12,16.44,40.82,111.5,A
2025-10-29 08:57:00,28.8,2,B,139.8,3438.8,3.566,974.8,20.25,1.53,108.9,67.7,56.9,185.2,6.08,1.492,2025-10-29 08:57:00,3555.0,7.8,16.7,40.76,113.6,A
2025-10-29 13:16:20,29.0,3,B,149.9,3343.5,4.117,990.4,21.82,1.59,107.3,71.0,64.1,197.4,4.43,2.132,2025-10-29 13:16:20,3605.0,8.29,17.04,40.47,113.7,A
2025-10-29 14:41:50,29.1,3,B,136.3,3423.6,2.847,1017.0,21.55,2.0,107.8,69.2,69.7,205.7,3.8,1.591,2025-10-29 14:41:50,3614.0,8.69,16.83,39.16,115.3,A
2025-10-29 15:03:20,29.1,2,B,143.1,3419.2,3.012,985.8,19.59,1.58,109.9,68.6,60.7,192.6,4.69,1.543,2025-10-29 15:03:20,3537.0,8.92,16.69,40.64,115.1,A
2025-10-29 19:59:10,29.3,2,B,141.7,3426.3,3.455,996.2,23.57,1.56,111.5,69.7,71.9,186.0,4.97,2.175,2025-10-29 19:59:10,3600.0,7.33,16.95,39.45,116.9,A
2025-10-29 20:13:00,29.3,2,B,136.7,3394.6,2.704,987.2,23.41,1.75,105.0,69.7,55.9,196.8,4.68,1.778,2025-10-29 20:13:00,3552.0,7.33,16.77,40.45,111.3,A
2025-10-29 21:45:40,29.3,2,B,137.7,3411.2,2.202,959.5,23.13,1.77,111.6,67.3,65.4,192.0,4.59,2.317,2025-10-29 21:45:40,3595.0,8.47,17.1,43.3,117.9,A
2025-10-30 02:27:10,29.5,2,B,141.1,3371.4,2.395,1024.1,19.41,1.31,109.1,70.0,64.2,185.1,5.37,2.012,2025-10-30 02:27:10,3792.0,8.12,17.08,39.01,115.6,A
2025-10-30 02:55:30,29.6,3,B,143.5,3386.7,3.894,958.7,21.48,1.72,109.5,70.4,62.8,193.3,5.17,1.37,2025-10-30 02:55:30,3610.0,8.24,16.29,40.2,114.7,A
2025-10-30 03:29:20,29.6,1,B,145.3,3428.8,2.507,977.8,22.25,1.86,109.7,68.8,60.6,196.0,5.49,1.876,2025-10-30 03:29:20,3596.0,8.41,17.2,40.57,117.6,A
2025-10-30 04:31:20,29.6,3,B,128.2,3369.4,3.397,958.2,21.89,1.88,111.6,69.1,67.9,191.3,5.51,1.571,2025-10-30 04:31:20,3543.0,9.18,16.54,39.37,118.9,A
2025-10-30 05:11:40,29.7,3,B,139.7,3437.0,2.984,986.0,15.13,1.66,110.6,68.1,57.5,192.2,6.39,2.187,2025-10-30 05:11:40,3576.0,7.89,16.8,39.7,113.2,A
2025-10-30 09:23:50,29.8,1,B,140.8,3461.5,2.711,970.9,13.46,1.68,112.9,68.8,71.5,187.2,5.52,1.861,2025-10-30 09:23:50,4094.0,8.45,16.47,38.87,120.4,A
2025-10-30 12:43:40,30.0,1,B,135.5,3398.6,3.409,988.8,22.1,1.87,110.0,67.7,54.3,193.1,5.83,2.124,2025-10-30 12:43:40,3679.0,8.68,16.4,38.73,118.2,A
2025-10-30 13:39:00,30.0,2,B,135.6,3479.3,3.03,984.8,22.01,1.83,106.8,66.7,65.3,195.2,5.16,1.855,2025-10-30 13:39:00,3547.0,8.25,17.21,40.21,112.4,A
2025-10-30 18:20:40,30.2,2,B,133.6,3427.6,3.411,983.6,21.19,1.87,110.7,68.8,67.0,187.0,3.46,1.929,2025-10-30 18:20:40,3582.0,8.61,16.54,40.06,117.2,A
2025-10-30 23:38:40,30.4,1,B,139.0,3395.6,3.375,989.6,22.2,1.87,108.6,68.3,65.9,194.4,5.77,1.309,2025-10-30 23:38:40,3698.0,9.6,16.86,40.15,113.2,A
2025-10-31 00:53:30,30.5,1,B,137.8,3399.9,2.779,974.5,20.32,1.83,108.5,64.6,63.0,183.2,4.51,2.262,2025-10-31 00:53:30,3605.0,8.26,16.18,38.72,113.1,A
2025-10-31 01:41:30,30.5,3,B,134.6,3358.9,2.535,979.1,21.45,2.08,105.9,70.5,65.1,190.3,4.9,2.058,2025-10-31 01:41:30,3371.0,6.79,16.43,39.97,109.7,A
2025-10-31 01:43:40,30.5,1,B,139.1,3448.3,3.531,990.2,21.78,1.44,113.1,69.3,65.5,193.4,5.42,2.025,2025-10-31 01:43:40,3568.0,8.93,16.24,39.5,117.7,A
2025-10-31 04:02:10,30.6,3,B,141.3,3392.4,3.877,1015.1,23.11,1.8,110.6,67.9,62.0,198.4,5.69,1.771,2025-10-31 04:02:10,3629.0,8.21,17.89,39.68,116.0,A
2025-10-31 17:50:50,31.1,1,A,132.8,3296.6,3.157,983.5,25.15,1.61,109.0,69.4,53.9,198.5,5.11,1.741,2025-10-31 17:50:50,3654.0,7.56,16.97,40.75,116.5,A
2025-10-31 19:37:20,31.2,1,A,147.0,3266.0,3.443,978.0,22.49,1.93,109.7,63.3,60.8,194.6,5.31,1.952,2025-10-31 19:37:20,3605.0,8.01,17.35,40.73,116.5,A
2025-10-31 21:25:40,31.3,1,A,139.5,3276.4,2.64,1009.3,21.46,2.06,106.6,67.1,66.6,187.9,4.6,1.954,2025-10-31 21:25:40,3838.0,8.05,17.74,40.07,113.0,A
2025-11-01 01:50:20,31.5,3,A,141.1,3185.1,4.046,1002.8,21.83,1.95,107.4,64.1,65.3,188.1,5.75,1.636,2025-11-01 01:50:20,3605.0,7.51,15.75,40.78,114.1,A
2025-11-01 02:18:30,31.5,2,A,139.2,3271.0,2.349,1011.1,24.24,2.28,106.1,65.4,62.0,191.8,4.7,1.678,2025-11-01 02:18:30,3652.0,7.69,17.17,41.12,112.3,A
2025-11-01 06:10:40,31.7,2,A,136.0,3282.8,2.612,1005.5,20.47,1.68,107.5,63.3,62.2,199.1,5.12,1.942,2025-11-01 06:10:40,3664.0,7.89,17.53,40.75,111.7,A
2025-11-01 08:13:10,31.7,2,A,139.1,3226.9,4.22,1009.9,23.08,2.31,105.3,67.0,62.4,193.7,3.71,1.423,2025-11-01 08:13:10,3534.0,7.77,17.6,40.74,110.2,A
2025-11-01 10:51:00,31.8,3,A,141.7,3238.9,3.708,1010.5,20.6,2.02,105.8,66.8,66.5,193.3,4.68,1.611,2025-11-01 10:51:00,3663.0,7.76,16.5,40.12,111.9,A
2025-11-01 16:34:40,32.1,3,A,142.5,3244.0,2.721,1021.9,22.8,1.95,111.2,63.6,63.0,196.4,4.53,2.136,2025-11-01 16:34:40,3569.0,8.09,16.81,40.26,113.9,A
2025-11-02 03:17:50,32.5,3,A,139.6,3218.1,4.24,1001.1,22.15,1.93,102.1,64.4,74.7,192.9,4.2,1.889,2025-11-02 03:17:50,3602.0,8.68,16.77,40.51,108.1,A
2025-11-02 05:50:50,32.6,3,A,146.5,3225.2,3.594,1006.8,25.34,2.02,102.9,63.2,70.5,198.9,4.33,2.096,2025-11-02 05:50:50,3592.0,8.34,16.99,41.41,108.2,A
2025-11-02 10:23:40,32.8,1,A,148.4,3222.8,3.486,1007.2,23.55,1.73,102.7,63.6,65.0,194.1,4.82,2.197,2025-11-02 10:23:40,3817.0,8.27,16.87,40.4,108.5,A
2025-11-02 10:44:30,32.8,1,A,137.3,3210.5,4.451,995.6,23.53,1.63,103.7,63.1,63.0,200.2,4.22,1.88,2025-11-02 10:44:30,3583.0,7.75,17.69,42.0,111.4,A
2025-11-02 15:44:10,33.0,3,A,142.6,3224.6,3.497,1001.7,22.27,0.99,103.2,62.9,59.4,191.4,5.02,2.251,2025-11-02 15:44:10,3610.0,6.39,17.42,41.22,108.7,A
2025-11-02 16:06:50,33.0,1,A,138.3,3215.3,3.764,1009.9,23.05,1.71,99.3,63.6,59.6,196.8,4.1,2.147,2025-11-02 16:06:50,3606.0,7.74,16.99,40.02,106.0,A
