ts_dcs,ts_qcs,day,shift,grade_running,grade,headbox_pressure_kPa,approach_flow_lpm,fan_pump_speed_rpm,white_water_consistency_pct,retention_aid_dosage_ppm,slice_opening_mm,machine_speed_mmin,stock_temp_C,jet_to_wire_ratio,vacuum_pump1_kPa,vacuum_pump2_kPa,cd_basis_weight_cv_pct,formation_index,ash_content_pct,strength_rel_pct,defect_grade,defect_grade_numeric
2025-10-11 07:55:15,2025-10-11 07:55:15,10.6,1,GSM100,GSM100,17.1,4331.0,885.1,0.903,187.7,10.27,1506.2,45.7,1.046,60.6,46.8,0.394,8.41,23.85,99.0,A,3
2025-10-11 08:29:15,2025-10-11 08:29:15,10.6,2,GSM120,GSM120,19.87,4973.0,885.4,0.951,186.0,11.37,1698.9,43.3,0.997,53.7,39.4,1.05,8.22,22.35,99.9,A,3
2025-10-11 08:47:30,2025-10-11 08:47:30,10.6,1,GSM120,GSM120,19.91,5057.0,886.7,0.882,182.2,11.86,1707.0,44.1,0.973,53.1,41.7,0.71,7.41,23.3,96.5,A,3
2025-10-11 09:45:15,2025-10-11 09:45:15,10.6,2,GSM120,GSM120,20.02,4974.0,889.4,0.839,178.9,12.19,1694.2,43.0,1.008,43.6,45.2,0.813,8.19,22.66,100.8,A,3
2025-10-11 10:47:15,2025-10-11 10:47:15,10.7,2,GSM80,GSM80,15.07,4141.0,886.1,0.828,167.8,8.28,1317.3,44.7,1.05,52.5,49.1,0.527,8.47,23.52,104.2,A,3
2025-10-11 11:00:45,2025-10-11 11:00:45,10.7,2,GSM80,GSM80,15.43,3922.0,882.6,0.891,186.3,8.02,1324.6,43.6,1.015,48.5,52.9,0.394,7.85,27.68,100.2,A,3
2025-10-11 11:11:30,2025-10-11 11:11:30,10.7,1,GSM80,GSM80,14.09,3950.0,877.6,0.737,161.0,9.04,1331.5,44.3,1.04,51.6,41.6,0.721,8.2,25.31,100.3,A,3
2025-10-11 12:23:30,2025-10-11 12:23:30,10.7,1,GSM80,GSM80,14.61,3940.0,873.6,0.908,182.3,8.36,1306.8,43.1,0.961,40.2,50.7,0.775,8.42,25.81,99.8,A,3
2025-10-11 12:35:45,2025-10-11 12:35:45,10.8,2,GSM80,GSM80,14.89,3920.0,883.0,0.939,189.4,8.86,1336.6,42.8,1.03,64.3,56.1,0.464,8.37,23.25,97.9,A,3
2025-10-11 13:16:45,2025-10-11 13:16:45,10.8,1,GSM80,GSM80,14.73,3866.0,876.5,0.88,173.8,8.1,1315.8,43.4,1.024,49.9,45.0,0.15,8.8,23.95,98.0,A,3
2025-10-11 14:01:45,2025-10-11 14:01:45,10.8,1,GSM80,GSM80,15.42,3832.0,870.6,0.894,185.7,8.07,1323.4,43.9,1.073,60.2,55.1,0.82,8.72,23.63,100.7,A,3
2025-10-11 15:03:30,2025-10-11 15:03:30,10.8,2,GSM80,GSM80,14.12,3896.0,889.6,0.811,193.4,8.05,1313.9,44.1,0.991,47.2,52.7,0.375,9.03,25.38,98.3,A,3
2025-10-11 15:24:00,2025-10-11 15:24:00,10.9,1,GSM80,GSM80,15.15,4048.0,889.8,0.849,188.4,9.03,1335.8,44.2,0.975,52.2,46.7,0.28,7.43,23.12,97.1,A,3
2025-10-11 15:55:00,2025-10-11 15:55:00,10.9,1,GSM100,GSM100,17.08,4412.0,881.0,0.981,177.5,9.83,1498.3,44.6,1.037,65.1,45.6,0.599,8.3,21.39,98.5,A,3
2025-10-11 16:10:15,2025-10-11 16:10:15,10.9,2,GSM100,GSM100,17.22,4350.0,881.9,0.913,187.0,9.76,1508.8,44.0,1.012,57.7,44.8,0.489,8.18,23.05,97.7,A,3
2025-10-11 16:23:15,2025-10-11 16:23:15,10.9,1,GSM100,GSM100,17.7,4389.0,877.1,0.833,173.9,10.34,1528.0,45.5,1.013,55.2,35.3,1.032,8.32,23.65,97.9,A,3
2025-10-11 19:59:45,2025-10-11 19:59:45,11.0,2,GSM100,GSM100,17.91,4359.0,887.0,0.857,159.4,8.94,1511.6,47.6,1.014,49.9,43.3,0.483,8.18,28.97,100.1,A,3
2025-10-11 20:42:15,2025-10-11 20:42:15,11.1,1,GSM120,GSM120,20.16,5035.0,876.3,0.93,184.7,11.75,1700.3,48.2,0.996,44.8,51.2,0.948,8.25,22.95,101.4,A,3
2025-10-11 21:01:30,2025-10-11 21:01:30,11.1,2,GSM120,GSM120,19.96,4933.0,880.7,0.838,184.3,11.54,1681.9,49.2,1.026,55.2,41.5,0.861,8.1,25.26,99.6,A,3
2025-10-11 21:10:15,2025-10-11 21:10:15,11.1,1,GSM120,GSM120,19.75,5003.0,876.1,0.729,185.4,11.3,1696.3,49.5,1.019,55.3,49.2,0.825,8.31,25.27,98.6,A,3
2025-10-11 21:22:45,2025-10-11 21:22:45,11.1,2,GSM120,GSM120,19.65,5031.0,882.0,0.947,196.4,11.01,1690.2,48.0,0.997,50.7,45.9,0.977,8.5,25.5,100.0,A,3
2025-10-11 21:50:15,2025-10-11 21:50:15,11.1,2,GSM120,GSM120,20.43,5085.0,880.8,0.928,177.1,11.08,1706.1,47.7,1.077,56.2,53.7,1.712,7.94,23.99,101.2,B,2
2025-10-11 22:52:45,2025-10-11 22:52:45,11.2,2,GSM120,GSM120,20.86,4980.0,878.4,0.772,194.7,11.05,1699.6,48.7,1.021,63.1,57.2,0.553,8.52,21.58,99.2,A,3
2025-10-12 02:58:45,2025-10-12 02:58:45,11.3,1,GSM100,GSM100,17.56,4416.0,873.9,0.831,183.5,9.95,1514.7,49.1,1.01,42.0,31.1,0.507,8.59,20.11,100.3,A,3
2025-10-12 03:31:15,2025-10-12 03:31:15,11.3,2,GSM100,GSM100,17.62,4384.0,883.8,0.865,191.0,9.25,1522.8,51.5,0.984,66.9,50.4,0.501,8.13,22.36,99.2,A,3
2025-10-12 05:20:15,2025-10-12 05:20:15,11.4,2,GSM100,GSM100,17.36,4394.0,877.3,0.875,195.0,9.43,1506.5,48.8,0.999,56.9,52.2,0.447,8.15,23.32,99.7,A,3
2025-10-12 06:43:00,2025-10-12 06:43:00,11.5,1,GSM120,GSM120,19.32,4980.0,876.2,0.927,183.2,11.27,1708.4,47.0,1.027,62.2,40.9,0.15,7.52,19.21,99.0,A,3
2025-10-12 07:13:30,2025-10-12 07:13:30,11.5,2,GSM120,GSM120,19.81,5045.0,883.6,0.818,194.4,12.27,1695.6,47.1,0.998,56.8,47.1,0.319,8.07,23.33,102.5,A,3
2025-10-12 07:38:00,2025-10-12 07:38:00,11.5,2,GSM120,GSM120,19.59,4997.0,879.8,0.902,185.3,11.72,1691.0,46.7,0.994,55.2,37.3,0.22,8.09,21.7,99.9,A,3
2025-10-12 07:40:00,2025-10-12 07:40:00,11.5,2,GSM120,GSM120,20.11,4964.0,876.8,0.82,175.7,10.39,1695.0,47.4,1.018,46.2,52.3,0.929,8.15,21.89,98.3,A,3
2025-10-12 07:44:00,2025-10-12 07:44:00,11.5,1,GSM120,GSM120,19.62,5002.0,884.9,0.919,182.7,11.23,1697.8,47.6,0.99,53.1,54.1,0.522,7.71,24.02,103.2,A,3
2025-10-12 09:19:15,2025-10-12 09:19:15,11.6,1,GSM120,GSM120,20.44,5079.0,876.9,0.823,196.8,11.16,1702.4,45.6,1.019,59.8,49.5,0.807,8.25,24.58,99.0,A,3
2025-10-12 09:25:00,2025-10-12 09:25:00,11.6,1,GSM120,GSM120,19.96,5069.0,887.9,0.88,176.8,11.54,1679.9,45.6,1.021,56.9,48.6,1.138,8.27,23.14,98.6,A,3
2025-10-12 09:56:45,2025-10-12 09:56:45,11.6,1,GSM120,GSM120,19.78,5014.0,887.0,0.768,195.4,11.33,1706.9,45.0,1.007,50.8,50.7,0.84,8.6,23.24,100.8,A,3
2025-10-12 09:58:45,2025-10-12 09:58:45,11.6,1,GSM120,GSM120,19.85,4987.0,882.3,0.95,184.0,11.05,1702.4,45.4,0.997,53.6,45.3,0.559,8.31,23.19,98.7,A,3
2025-10-12 10:59:30,2025-10-12 10:59:30,11.6,2,GSM80,GSM80,15.18,3877.0,878.7,0.841,168.6,9.22,1317.1,44.8,0.978,43.9,32.3,0.536,7.84,20.53,102.1,A,3
2025-10-12 12:01:30,2025-10-12 12:01:30,11.7,1,GSM80,GSM80,13.97,3900.0,891.3,0.867,186.6,9.12,1308.2,44.1,1.024,52.3,53.5,0.379,8.1,25.48,101.4,A,3
2025-10-12 13:08:15,2025-10-12 13:08:15,11.7,1,GSM80,GSM80,14.72,3907.0,869.2,0.49,200.2,8.48,1321.1,43.7,1.017,44.7,48.6,0.663,6.27,22.48,100.3,A,3
2025-10-12 15:36:00,2025-10-12 15:36:00,11.8,2,GSM100,GSM100,16.98,4378.0,888.4,0.958,185.1,9.59,1507.9,43.8,1.023,52.2,47.8,0.451,8.62,28.09,100.9,A,3
2025-10-12 16:05:30,2025-10-12 16:05:30,11.8,2,GSM100,GSM100,17.14,4460.0,878.0,0.701,215.7,9.18,1535.2,44.9,1.017,49.3,56.4,0.253,7.74,23.89,99.1,A,3
2025-10-12 16:23:15,2025-10-12 16:23:15,11.8,1,GSM100,GSM100,17.52,4521.0,883.4,0.94,179.2,8.86,1511.1,44.3,1.027,43.9,68.3,0.566,8.09,21.83,96.5,A,3
2025-10-12 16:36:15,2025-10-12 16:36:15,11.8,2,GSM100,GSM100,16.29,4394.0,880.6,0.836,199.2,10.12,1505.7,43.7,0.958,52.6,57.0,0.69,8.42,24.34,102.7,A,3
2025-10-12 16:48:45,2025-10-12 16:48:45,11.9,2,GSM100,GSM100,17.59,4247.0,881.7,0.913,185.3,10.56,1508.0,42.7,1.017,47.8,46.7,0.632,8.61,20.01,99.3,A,3
2025-10-12 16:52:45,2025-10-12 16:52:45,11.9,2,GSM100,GSM100,17.03,4466.0,871.1,0.872,178.1,9.95,1503.8,44.4,1.03,43.6,51.1,0.541,8.5,22.83,100.6,A,3
2025-10-12 17:45:45,2025-10-12 17:45:45,11.9,2,GSM100,GSM100,17.38,4321.0,873.8,1.015,178.5,9.56,1518.8,46.1,0.988,49.1,53.1,0.15,8.29,23.46,99.9,A,3
2025-10-12 18:17:15,2025-10-12 18:17:15,11.9,2,GSM100,GSM100,17.23,4485.0,885.0,0.887,164.8,9.02,1490.1,45.3,1.004,54.0,41.6,0.774,8.09,25.28,97.1,A,3
2025-10-12 20:47:30,2025-10-12 20:47:30,12.0,1,GSM120,GSM120,19.87,5017.0,892.3,1.075,181.3,12.16,1703.3,46.9,0.961,54.2,50.5,1.344,7.88,23.29,101.6,B,2
2025-10-12 22:01:45,2025-10-12 22:01:45,12.1,2,GSM80,GSM80,13.51,3944.0,879.0,0.9,170.4,8.1,1323.8,47.6,1.03,53.8,40.6,0.303,8.32,25.99,97.9,A,3
2025-10-12 22:40:15,2025-10-12 22:40:15,12.1,1,GSM80,GSM80,14.67,3940.0,884.2,0.863,166.9,8.3,1322.0,48.6,0.989,49.1,45.5,0.643,8.02,25.47,97.0,A,3
2025-10-12 23:26:00,2025-10-12 23:26:00,12.1,2,GSM80,GSM80,14.7,3932.0,884.3,0.883,162.9,9.0,1314.5,49.0,1.029,56.1,47.4,0.587,8.32,21.87,98.2,A,3
2025-10-12 23:50:30,2025-10-12 23:50:30,12.1,2,GSM80,GSM80,14.7,3882.0,874.3,0.817,176.9,8.77,1332.9,46.6,1.071,49.9,46.4,0.39,8.1,22.53,105.0,A,3
2025-10-13 01:45:15,2025-10-13 01:45:15,12.2,1,GSM100,GSM100,17.19,4394.0,882.0,0.825,163.1,9.74,1498.1,49.6,1.047,51.0,49.4,0.535,9.5,23.56,102.7,A,3
2025-10-13 02:02:30,2025-10-13 02:02:30,12.2,1,GSM100,GSM100,17.29,4395.0,884.4,0.927,187.0,9.48,1493.2,49.7,1.043,45.7,56.7,0.818,7.94,26.06,96.9,A,3
2025-10-13 02:25:30,2025-10-13 02:25:30,12.2,1,GSM100,GSM100,16.85,4260.0,874.1,0.63,188.2,9.82,1522.0,50.3,1.02,49.5,53.8,0.635,8.22,22.93,98.1,A,3
2025-10-13 03:15:15,2025-10-13 03:15:15,12.3,2,GSM120,GSM120,20.15,5008.0,879.3,0.846,169.3,11.17,1702.4,49.1,1.026,53.4,63.6,0.846,7.8,25.28,98.1,A,3
2025-10-13 04:07:00,2025-10-13 04:07:00,12.3,2,GSM120,GSM120,19.79,5021.0,881.0,0.858,187.2,12.03,1699.2,49.2,0.996,53.7,52.3,0.84,7.95,23.19,94.9,A,3
2025-10-13 05:01:00,2025-10-13 05:01:00,12.3,2,GSM120,GSM120,19.95,5048.0,891.1,1.016,183.5,10.7,1711.7,50.0,1.051,45.4,33.7,0.963,8.54,24.01,99.6,A,3
2025-10-13 05:45:15,2025-10-13 05:45:15,12.4,1,GSM120,GSM120,19.57,4983.0,881.9,0.808,199.1,11.59,1697.0,48.9,1.052,59.3,53.4,1.627,8.36,25.22,98.9,B,2
2025-10-13 05:47:45,2025-10-13 05:47:45,12.4,1,GSM120,GSM120,20.62,5022.0,883.5,0.853,170.5,10.49,1675.0,48.5,0.994,47.7,45.2,0.438,8.75,21.67,102.2,A,3
2025-10-13 06:24:00,2025-10-13 06:24:00,12.4,2,GSM120,GSM120,19.97,4955.0,879.7,0.811,184.3,11.37,1707.4,48.5,1.011,62.9,48.6,1.062,8.69,24.85,97.7,A,3
2025-10-13 09:20:30,2025-10-13 09:20:30,12.5,1,GSM80,GSM80,15.01,3881.0,891.3,0.843,188.6,8.37,1301.6,46.1,0.967,53.4,39.0,0.375,8.23,21.66,99.1,A,3
2025-10-13 09:28:30,2025-10-13 09:28:30,12.5,1,GSM80,GSM80,15.01,3860.0,885.4,0.902,167.8,8.81,1323.4,45.2,0.965,53.6,49.8,0.564,8.24,27.02,99.8,A,3
2025-10-13 10:01:45,2025-10-13 10:01:45,12.5,2,GSM80,GSM80,15.16,3910.0,882.2,0.887,203.3,8.01,1320.8,46.7,1.047,58.6,46.5,0.496,8.19,23.55,102.9,A,3
2025-10-13 10:25:15,2025-10-13 10:25:15,12.6,1,GSM80,GSM80,14.81,3917.0,879.6,0.848,185.7,8.45,1323.1,45.0,0.948,58.8,48.4,0.811,8.34,22.14,103.0,A,3
2025-10-13 11:08:30,2025-10-13 11:08:30,12.6,1,GSM80,GSM80,15.19,3940.0,876.7,0.887,188.2,8.9,1303.0,45.5,1.003,48.1,47.9,0.208,8.25,24.37,98.7,A,3
2025-10-13 11:12:30,2025-10-13 11:12:30,12.6,2,GSM80,GSM80,14.94,3937.0,879.5,0.951,197.3,8.54,1336.2,45.7,1.024,55.0,51.9,0.15,8.07,26.08,100.5,A,3
2025-10-13 11:30:30,2025-10-13 11:30:30,12.6,1,GSM80,GSM80,14.77,3895.0,885.5,0.838,174.7,8.58,1322.8,44.7,1.026,46.9,48.9,0.55,8.3,25.82,98.4,A,3
2025-10-13 12:49:45,2025-10-13 12:49:45,12.6,1,GSM100,GSM100,17.2,4429.0,883.2,1.087,186.3,9.08,1507.8,45.3,1.045,51.8,49.1,0.996,8.16,24.51,98.4,A,3
2025-10-13 12:54:45,2025-10-13 12:54:45,12.7,2,GSM100,GSM100,17.29,4423.0,880.1,0.856,184.7,9.96,1510.3,44.9,1.003,62.3,55.6,0.973,8.05,20.38,96.8,A,3
2025-10-13 13:19:45,2025-10-13 13:19:45,12.7,1,GSM100,GSM100,17.05,4341.0,881.0,0.909,204.0,10.43,1473.2,44.0,0.973,54.5,38.7,0.525,8.3,24.5,99.5,A,3
2025-10-13 13:50:00,2025-10-13 13:50:00,12.7,1,GSM100,GSM100,17.39,4371.0,885.9,0.813,176.5,9.53,1500.4,44.0,1.009,50.7,50.3,0.686,8.31,27.18,100.7,A,3
2025-10-13 14:29:15,2025-10-13 14:29:15,12.7,2,GSM100,GSM100,16.33,4421.0,890.2,0.892,195.0,9.59,1515.4,44.0,1.054,47.7,46.6,0.733,8.29,26.23,98.1,A,3
2025-10-13 14:52:45,2025-10-13 14:52:45,12.7,1,GSM100,GSM100,17.16,4389.0,882.0,0.889,180.0,8.97,1510.9,43.5,1.038,50.4,48.0,0.823,7.91,23.94,98.7,A,3
2025-10-13 16:00:00,2025-10-13 16:00:00,12.8,1,GSM120,GSM120,20.11,5020.0,887.4,0.792,193.0,11.72,1696.1,44.3,0.968,54.1,36.4,0.864,7.93,21.77,98.4,A,3
2025-10-13 16:31:15,2025-10-13 16:31:15,12.8,1,GSM120,GSM120,20.17,4985.0,884.1,0.872,203.6,10.48,1704.7,43.4,1.058,49.7,41.4,0.825,8.42,23.44,99.4,A,3
2025-10-13 16:35:15,2025-10-13 16:35:15,12.8,1,GSM120,GSM120,19.89,5014.0,877.2,0.902,186.8,10.72,1684.8,43.3,1.04,52.8,53.2,0.894,8.0,23.56,104.0,A,3
2025-10-13 19:04:00,2025-10-13 19:04:00,12.9,2,GSM80,GSM80,15.06,3922.0,877.5,0.885,165.9,8.13,1317.8,45.5,1.102,55.8,44.6,0.712,8.17,23.03,100.6,A,3
2025-10-13 19:26:45,2025-10-13 19:26:45,12.9,1,GSM80,GSM80,14.66,3941.0,880.4,0.82,182.1,8.67,1300.3,45.3,1.036,50.9,45.6,0.65,8.1,27.27,98.6,A,3
2025-10-13 21:32:45,2025-10-13 21:32:45,13.0,2,GSM100,GSM100,17.73,4485.0,881.5,0.767,176.4,9.35,1480.6,46.9,1.02,46.7,46.3,0.423,8.05,23.6,100.7,A,3
2025-10-13 22:18:45,2025-10-13 22:18:45,13.0,2,GSM100,GSM100,16.91,4402.0,881.7,0.88,170.0,9.41,1501.8,48.2,1.029,49.9,52.5,0.423,7.97,25.09,102.6,A,3
2025-10-13 22:37:00,2025-10-13 22:37:00,13.0,1,GSM100,GSM100,17.11,4431.0,887.2,0.974,193.0,8.44,1508.7,47.9,0.987,51.7,44.4,1.323,8.15,25.04,97.2,B,2
2025-10-13 22:41:15,2025-10-13 22:41:15,13.0,2,GSM100,GSM100,17.37,4378.0,884.7,0.875,197.7,9.62,1494.0,48.0,0.97,62.3,42.2,0.515,8.34,23.66,101.0,A,3
2025-10-13 23:24:00,2025-10-13 23:24:00,13.1,1,GSM100,GSM100,17.31,4382.0,886.6,0.79,186.0,9.82,1503.1,48.1,0.976,48.9,57.3,0.464,8.19,24.66,98.2,A,3
2025-10-13 23:34:00,2025-10-13 23:34:00,13.1,2,GSM120,GSM120,20.45,5012.0,879.8,0.822,196.6,11.92,1688.1,50.3,1.032,47.6,50.0,0.884,8.37,26.09,97.5,A,3
2025-10-13 23:59:15,2025-10-13 23:59:15,13.1,2,GSM120,GSM120,20.14,5038.0,888.3,0.938,174.1,11.55,1692.3,48.3,1.027,56.9,50.9,1.017,8.1,22.86,99.9,A,3
2025-10-14 00:28:00,2025-10-14 00:28:00,13.1,1,GSM120,GSM120,18.79,5008.0,879.5,0.937,180.8,10.88,1697.5,49.8,1.003,54.7,56.1,0.971,8.26,18.69,99.6,A,3
2025-10-14 00:31:45,2025-10-14 00:31:45,13.1,2,GSM120,GSM120,19.89,5041.0,886.6,0.891,195.2,11.43,1693.8,49.4,1.023,48.1,47.6,0.843,8.55,23.69,103.5,A,3
2025-10-14 01:17:30,2025-10-14 01:17:30,13.1,2,GSM120,GSM120,20.26,4979.0,882.6,0.894,197.4,11.11,1699.2,49.3,1.035,54.0,36.9,1.386,8.06,24.97,100.2,B,2
2025-10-14 02:12:00,2025-10-14 02:12:00,13.2,1,GSM120,GSM120,20.75,5038.0,877.9,1.123,169.5,10.88,1679.1,48.8,1.004,49.8,40.3,0.721,8.26,25.86,96.0,A,3
2025-10-14 03:17:45,2025-10-14 03:17:45,13.2,2,GSM120,GSM120,20.08,5030.0,880.8,0.812,185.5,11.19,1665.9,50.6,1.035,60.7,50.5,0.97,7.59,23.68,96.7,A,3
2025-10-14 06:17:00,2025-10-14 06:17:00,13.3,1,GSM80,GSM80,15.2,3875.0,876.2,0.839,176.9,7.69,1309.8,49.5,1.001,57.7,43.1,1.092,8.38,23.97,98.7,A,3
2025-10-14 06:46:15,2025-10-14 06:46:15,13.4,1,GSM80,GSM80,15.27,3773.0,876.7,0.828,186.0,8.91,1316.0,50.2,1.029,44.8,50.9,0.567,7.52,25.42,99.6,A,3
2025-10-14 07:15:30,2025-10-14 07:15:30,13.4,1,GSM80,GSM80,15.33,3887.0,871.5,0.81,177.5,8.05,1319.9,49.0,1.077,46.0,38.4,0.669,8.08,22.38,96.8,A,3
2025-10-14 07:39:45,2025-10-14 07:39:45,13.4,2,GSM80,GSM80,14.94,3962.0,890.8,0.877,192.1,9.07,1314.3,49.5,1.082,48.6,48.9,0.604,8.33,24.92,101.4,A,3
2025-10-14 08:52:00,2025-10-14 08:52:00,13.4,1,GSM100,GSM100,17.32,4369.0,881.9,0.922,188.5,9.49,1512.4,49.0,1.014,59.0,47.6,0.573,8.37,27.29,100.1,A,3
2025-10-14 09:33:15,2025-10-14 09:33:15,13.5,1,GSM100,GSM100,17.44,4510.0,875.2,0.919,187.0,9.34,1533.6,48.9,0.973,49.9,46.8,0.61,8.21,21.01,97.3,A,3
2025-10-14 10:22:00,2025-10-14 10:22:00,13.5,1,GSM100,GSM100,17.03,4420.0,881.7,0.918,200.7,10.24,1502.5,47.2,1.005,52.8,46.9,0.571,8.28,18.14,96.1,A,3
2025-10-14 10:32:00,2025-10-14 10:32:00,13.5,1,GSM100,GSM100,17.35,4320.0,883.7,0.863,184.2,9.81,1512.5,47.1,0.994,46.9,49.0,0.294,8.92,24.22,100.2,A,3
2025-10-14 11:42:30,2025-10-14 11:42:30,13.6,2,GSM100,GSM100,17.42,4426.0,888.3,0.88,194.6,9.48,1516.6,48.7,0.987,58.5,54.6,0.593,8.19,25.28,97.1,A,3
2025-10-14 12:17:15,2025-10-14 12:17:15,13.6,2,GSM100,GSM100,17.37,4434.0,883.9,0.869,187.9,10.78,1510.0,46.4,1.017,61.7,47.4,1.192,8.2,23.19,98.4,A,3
2025-10-14 14:16:45,2025-10-14 14:16:45,13.7,2,GSM120,GSM120,20.9,4993.0,878.8,0.838,186.1,12.23,1694.9,44.8,0.981,50.1,34.2,0.909,8.04,23.97,100.8,A,3
2025-10-14 15:32:30,2025-10-14 15:32:30,13.7,2,GSM120,GSM120,20.41,4990.0,881.8,0.977,178.3,10.53,1690.1,43.6,1.038,54.0,50.4,0.811,8.16,21.49,101.1,A,3
2025-10-14 16:10:45,2025-10-14 16:10:45,13.7,2,GSM120,GSM120,20.34,4925.0,882.5,0.886,163.2,11.42,1687.1,44.3,1.015,54.4,47.2,0.948,8.21,21.17,99.2,A,3
2025-10-14 16:53:30,2025-10-14 16:53:30,13.8,2,GSM80,GSM80,14.99,3926.0,880.6,0.795,187.1,8.05,1319.1,44.3,0.987,58.2,44.4,0.662,8.58,26.09,98.8,A,3
2025-10-14 18:11:15,2025-10-14 18:11:15,13.8,1,GSM80,GSM80,15.4,3897.0,878.8,0.875,218.4,8.29,1323.5,44.9,1.008,52.5,49.8,0.478,8.16,23.51,101.1,A,3
2025-10-14 20:00:15,2025-10-14 20:00:15,13.9,2,GSM100,GSM100,17.39,4481.0,883.4,0.818,171.3,10.18,1519.3,45.4,1.048,47.8,20.6,0.666,8.65,25.46,101.5,A,3
2025-10-14 20:39:45,2025-10-14 20:39:45,13.9,1,GSM100,GSM100,17.64,4430.0,885.6,0.815,171.1,9.2,1499.8,45.4,1.002,53.4,27.9,0.388,7.89,24.16,100.0,A,3
2025-10-14 21:05:45,2025-10-14 21:05:45,13.9,1,GSM100,GSM100,17.72,4567.0,881.9,0.924,169.1,9.92,1525.1,46.0,1.068,49.5,56.9,0.849,8.48,25.22,99.6,A,3
2025-10-14 23:16:30,2025-10-14 23:16:30,14.0,2,GSM100,GSM100,17.76,4396.0,882.0,1.106,178.9,9.25,1516.6,47.2,1.093,52.7,46.8,0.759,8.27,22.99,100.7,A,3
2025-10-14 23:24:30,2025-10-14 23:24:30,14.0,1,GSM100,GSM100,18.03,4414.0,888.7,0.788,213.3,9.57,1510.5,48.0,1.027,41.4,51.3,0.451,8.29,22.94,102.4,A,3
2025-10-14 23:43:00,2025-10-14 23:43:00,14.0,2,GSM120,GSM120,20.46,5062.0,886.6,0.869,183.8,11.36,1686.5,47.3,0.988,50.3,53.3,0.806,7.8,24.24,99.3,A,3
2025-10-15 00:01:15,2025-10-15 00:01:15,14.0,2,GSM120,GSM120,20.51,4999.0,874.9,0.857,200.4,10.49,1692.4,48.0,1.008,53.9,45.9,1.214,8.2,22.69,99.3,B,2
2025-10-15 00:52:15,2025-10-15 00:52:15,14.1,1,GSM120,GSM120,20.19,5052.0,879.1,0.806,182.4,11.38,1705.7,48.8,1.077,41.7,53.3,0.952,8.33,21.3,98.7,A,3
2025-10-15 01:14:15,2025-10-15 01:14:15,14.1,2,GSM120,GSM120,20.64,5003.0,892.7,0.893,190.1,11.07,1696.2,49.4,1.021,44.3,48.1,0.498,8.15,26.52,101.7,A,3
2025-10-15 01:18:15,2025-10-15 01:18:15,14.1,1,GSM120,GSM120,20.64,4968.0,885.0,0.973,186.7,10.75,1707.7,49.4,1.013,44.4,39.1,0.632,7.77,23.73,98.4,A,3
2025-10-15 02:07:00,2025-10-15 02:07:00,14.1,1,GSM120,GSM120,19.74,4993.0,884.6,0.863,177.5,10.75,1705.4,50.1,1.008,47.6,48.4,0.811,8.26,22.87,98.1,A,3
2025-10-15 02:37:45,2025-10-15 02:37:45,14.1,2,GSM120,GSM120,20.37,5002.0,883.9,0.918,191.0,11.07,1709.4,49.4,1.002,48.5,43.6,1.105,8.62,23.94,101.9,A,3
2025-10-15 02:57:45,2025-10-15 02:57:45,14.1,2,GSM120,GSM120,20.41,5010.0,887.6,0.899,179.5,11.06,1715.2,50.3,1.011,58.7,44.5,0.766,8.22,26.17,99.1,A,3
2025-10-15 03:14:45,2025-10-15 03:14:45,14.2,2,GSM120,GSM120,20.51,5006.0,877.3,0.907,199.4,10.97,1690.7,50.8,0.99,55.1,53.4,1.095,8.14,23.67,100.5,A,3
2025-10-15 03:22:30,2025-10-15 03:22:30,14.2,2,GSM120,GSM120,20.72,4930.0,864.4,0.832,189.9,11.46,1697.8,51.1,1.096,50.2,52.9,0.949,8.21,21.18,98.9,A,3
2025-10-15 03:30:30,2025-10-15 03:30:30,14.2,1,GSM120,GSM120,20.68,4949.0,884.6,0.933,168.2,9.63,1704.3,50.6,0.999,55.3,59.8,0.54,8.54,21.39,100.9,A,3
2025-10-15 03:45:45,2025-10-15 03:45:45,14.2,1,GSM120,GSM120,20.41,5007.0,876.9,0.814,179.6,10.76,1700.1,50.5,0.984,56.3,44.5,0.871,7.94,25.61,98.8,A,3
2025-10-15 03:53:45,2025-10-15 03:53:45,14.2,1,GSM120,GSM120,20.85,4992.0,888.6,0.855,180.7,11.5,1703.4,50.9,1.009,46.7,53.4,0.847,8.26,27.04,99.3,A,3
2025-10-15 04:17:00,2025-10-15 04:17:00,14.2,1,GSM80,GSM80,15.2,3827.0,886.6,0.956,185.2,9.0,1326.8,50.9,1.019,52.2,51.7,0.752,8.4,25.47,99.6,A,3
2025-10-15 04:54:30,2025-10-15 04:54:30,14.2,1,GSM80,GSM80,15.17,3898.0,893.1,1.048,190.1,8.35,1350.4,50.8,1.06,52.2,49.4,1.271,8.31,25.83,97.8,B,2
2025-10-15 09:28:15,2025-10-15 09:28:15,14.4,2,GSM100,GSM100,17.95,4375.0,885.4,0.894,180.9,9.91,1522.1,48.9,1.051,54.7,43.8,0.512,8.0,23.33,98.6,A,3
2025-10-15 09:34:30,2025-10-15 09:34:30,14.4,1,GSM100,GSM100,17.74,4441.0,881.4,0.812,182.7,8.93,1512.1,50.2,0.989,51.7,40.1,0.799,7.93,21.92,99.4,A,3
