timestamp,part_id,day,shift,material,tool_id,tool_age_parts,spindle_speed_rpm,feed_rate_mm_min,depth_of_cut_mm,coolant_flow_l_min,coolant_temp_C,spindle_temp_C,spindle_vibration_mm_s,cutting_force_N,ambient_temp_C
2026-04-05 12:48:00,P042023,4,2,AL7075,T003,38,12165.0,3150.0,2.0,10.81,24.8,37.2,0.7,784.0,25.9
2026-04-05 13:12:00,P042024,4,2,AL7075,T003,39,12094.0,2972.0,1.0,12.16,25.7,38.1,0.75,625.0,24.6
2026-04-05 13:36:00,P042025,4,2,AL7075,T003,40,12009.0,2957.0,1.0,11.86,24.6,36.2,0.59,676.1,25.1
2026-04-05 16:00:00,P051001,5,1,AL7075,T003,41,12017.0,2976.0,0.5,13.3,26.0,38.7,0.81,569.4,25.2
2026-04-05 16:24:00,P051002,5,1,AL7075,T003,42,12025.0,3015.0,1.0,11.52,24.8,36.2,0.89,651.3,24.8
2026-04-05 16:48:00,P051003,5,1,AL7075,T003,43,12049.0,2852.0,1.5,11.05,24.7,37.4,0.72,663.4,22.2
2026-04-05 17:12:00,P051004,5,1,AL7075,T003,44,11955.0,3087.0,1.0,12.68,25.9,37.6,0.49,619.1,23.5
2026-04-05 17:36:00,P051005,5,1,SS304,T003,45,7900.0,2079.0,1.0,11.57,24.4,38.3,0.71,932.2,22.5
2026-04-05 18:00:00,P051006,5,1,SS304,T003,46,8184.0,2047.0,1.5,12.16,25.0,39.9,0.63,996.6,22.0
2026-04-05 18:24:00,P051007,5,1,SS304,T003,47,8039.0,1993.0,2.0,11.3,25.6,39.1,0.7,1054.5,22.8
2026-04-05 18:48:00,P051008,5,1,SS304,T003,48,7931.0,2064.0,2.0,11.76,24.9,36.3,0.85,1066.3,21.9
2026-04-05 19:12:00,P051009,5,1,SS304,T003,49,7942.0,2010.0,1.0,11.39,24.6,38.8,0.91,891.2,22.2
2026-04-05 19:36:00,P051010,5,1,SS304,T003,50,8189.0,2010.0,2.0,13.17,24.2,39.3,0.81,1112.8,20.2
2026-04-05 20:00:00,P051011,5,1,SS304,T003,51,8031.0,1927.0,1.0,11.38,24.8,38.5,0.69,918.5,19.6
2026-04-05 20:24:00,P051012,5,1,SS304,T003,52,7884.0,2048.0,1.5,12.16,23.8,36.6,0.63,985.5,17.5
2026-04-05 20:48:00,P051013,5,1,SS304,T003,53,7877.0,1920.0,0.5,12.97,24.3,34.1,0.63,839.6,17.8
2026-04-05 21:12:00,P051014,5,1,SS304,T003,54,8194.0,1961.0,1.5,11.35,22.2,35.4,0.83,976.6,15.8
2026-04-05 21:36:00,P051015,5,1,SS304,T003,55,7952.0,1966.0,1.0,11.19,24.1,36.0,0.85,918.4,17.4
2026-04-05 22:00:00,P051016,5,1,SS304,T003,56,7961.0,2046.0,1.5,11.69,23.8,35.4,0.97,976.4,16.4
2026-04-05 22:24:00,P051017,5,1,SS304,T003,57,7958.0,2033.0,1.0,12.28,23.3,37.1,0.8,962.3,16.6
2026-04-05 22:48:00,P051018,5,1,SS304,T003,58,8139.0,1836.0,2.0,11.86,23.6,37.9,0.8,1052.7,16.3
2026-04-05 23:12:00,P051019,5,1,SS304,T003,59,8089.0,2121.0,2.0,12.35,23.0,35.9,0.81,1081.5,15.0
2026-04-05 23:36:00,P051020,5,1,SS304,T003,60,7892.0,2018.0,1.5,12.22,23.5,36.1,0.71,985.9,15.5
2026-04-06 00:00:00,P051021,5,1,SS304,T003,61,7970.0,1979.0,1.5,12.6,23.7,36.5,0.91,978.5,15.6
2026-04-06 00:24:00,P051022,5,1,SS304,T003,62,8045.0,1921.0,2.0,13.38,23.0,32.6,0.69,1058.3,15.6
2026-04-06 00:48:00,P051023,5,1,SS304,T003,63,8116.0,1973.0,1.5,10.75,24.1,36.6,0.49,986.3,15.7
2026-04-06 01:12:00,P051024,5,1,SS304,T003,64,8032.0,1973.0,0.5,11.04,22.9,34.3,0.74,889.7,15.8
2026-04-06 01:36:00,P051025,5,1,SS304,T003,65,8020.0,2131.0,1.5,13.3,23.1,34.8,1.06,1002.0,16.7
2026-04-06 04:00:00,P052001,5,2,TI6AL4V,T003,66,5994.0,1598.0,1.5,12.54,22.1,35.5,1.16,1206.6,14.4
2026-04-06 04:24:00,P052002,5,2,TI6AL4V,T003,67,5987.0,1546.0,1.5,12.06,23.5,38.4,1.21,1253.6,15.9
2026-04-06 04:48:00,P052003,5,2,TI6AL4V,T003,68,5970.0,1403.0,1.5,11.33,23.4,35.3,1.08,1180.3,17.5
2026-04-06 05:12:00,P052004,5,2,TI6AL4V,T003,69,6007.0,1467.0,0.5,11.46,24.0,35.0,1.33,1101.9,17.6
2026-04-06 05:36:00,P052005,5,2,TI6AL4V,T003,70,6085.0,1330.0,0.5,12.97,24.1,37.7,1.1,1078.7,19.1
2026-04-06 06:00:00,P052006,5,2,TI6AL4V,T003,71,5896.0,1369.0,1.5,12.2,23.2,33.8,1.09,1235.6,19.7
2026-04-06 06:24:00,P052007,5,2,TI6AL4V,T003,72,5990.0,1467.0,1.5,12.42,23.4,36.5,1.17,1235.3,18.7
2026-04-06 06:48:00,P052008,5,2,TI6AL4V,T003,73,6098.0,1542.0,1.0,12.39,24.0,38.3,1.23,1203.5,19.1
2026-04-06 07:12:00,P052009,5,2,TI6AL4V,T003,74,5846.0,1350.0,1.0,12.92,25.1,40.9,1.07,1187.9,20.5
2026-04-06 07:36:00,P052010,5,2,TI6AL4V,T003,75,6118.0,1406.0,1.5,13.3,25.3,39.4,1.24,1172.0,20.8
2026-04-06 08:00:00,P052011,5,2,TI6AL4V,T003,76,6028.0,1421.0,1.5,11.77,23.9,40.0,1.28,1218.9,21.2
2026-04-06 08:24:00,P052012,5,2,TI6AL4V,T003,77,6018.0,1575.0,1.5,11.38,24.9,39.3,0.99,1227.8,21.5
2026-04-06 08:48:00,P052013,5,2,TI6AL4V,T003,78,6060.0,1524.0,1.5,12.95,25.8,38.7,0.91,1218.2,23.4
2026-04-06 09:12:00,P052014,5,2,TI6AL4V,T003,79,6020.0,1481.0,2.0,11.93,23.6,39.1,1.24,1308.0,23.0
2026-04-06 09:36:00,P052015,5,2,TI6AL4V,T004,0,6156.0,1413.0,2.0,11.57,25.0,40.3,0.73,1167.0,24.3
2026-04-06 10:00:00,P052016,5,2,AL7075,T004,1,12115.0,2997.0,1.5,11.21,25.1,34.2,0.37,661.8,22.6
2026-04-06 10:24:00,P052017,5,2,AL7075,T004,2,11925.0,3084.0,1.0,11.49,25.8,38.9,0.58,589.1,24.2
2026-04-06 10:48:00,P052018,5,2,AL7075,T004,3,11998.0,3035.0,0.5,11.94,25.6,38.7,0.49,521.5,25.4
2026-04-06 11:12:00,P052019,5,2,AL7075,T004,4,11930.0,3093.0,2.0,13.38,25.3,37.5,0.49,685.9,24.1
2026-04-06 11:36:00,P052020,5,2,AL7075,T004,5,11935.0,3083.0,1.5,12.85,25.1,38.9,0.12,612.6,24.0
2026-04-06 12:00:00,P052021,5,2,AL7075,T004,6,11903.0,2821.0,1.0,11.48,25.5,36.5,0.77,572.0,25.2
2026-04-06 12:24:00,P052022,5,2,AL7075,T004,7,12011.0,2967.0,1.5,11.38,25.3,38.4,0.31,631.7,24.6
2026-04-06 12:48:00,P052023,5,2,AL7075,T004,8,12137.0,2877.0,1.5,11.74,24.4,38.6,0.48,602.1,24.0
2026-04-06 13:12:00,P052024,5,2,AL7075,T004,9,12127.0,3035.0,1.0,12.32,25.0,36.2,0.21,535.8,25.2
2026-04-06 13:36:00,P052025,5,2,AL7075,T004,10,12036.0,3018.0,1.5,11.79,24.5,37.0,0.26,624.7,24.2
2026-04-06 16:00:00,P061001,6,1,AL7075,T004,11,11970.0,2906.0,0.5,11.67,25.4,38.1,0.41,540.2,24.8
2026-04-06 16:24:00,P061002,6,1,AL7075,T004,12,12055.0,2884.0,1.0,11.72,25.3,37.8,0.38,584.2,22.7
2026-04-06 16:48:00,P061003,6,1,AL7075,T004,13,12210.0,3048.0,0.5,11.64,25.3,38.2,0.49,527.6,24.7
2026-04-06 17:12:00,P061004,6,1,AL7075,T004,14,11921.0,3008.0,0.5,12.92,25.7,36.7,0.34,520.0,23.5
2026-04-06 17:36:00,P061005,6,1,AL7075,T004,15,12062.0,3083.0,1.5,12.65,24.5,35.7,0.41,645.7,21.9
2026-04-06 18:00:00,P061006,6,1,AL7075,T004,16,11940.0,3086.0,1.5,13.37,23.5,35.0,0.25,662.7,21.6
2026-04-06 18:24:00,P061007,6,1,AL7075,T004,17,12016.0,3000.0,1.0,11.23,24.8,33.5,0.67,579.6,21.2
2026-04-06 18:48:00,P061008,6,1,AL7075,T004,18,12257.0,2891.0,1.5,12.54,23.9,34.9,0.55,654.8,21.7
2026-04-06 19:12:00,P061009,6,1,AL7075,T004,19,11974.0,3195.0,1.0,11.57,23.8,38.2,0.65,609.2,20.6
2026-04-06 19:36:00,P061010,6,1,AL7075,T004,20,11911.0,2995.0,1.5,10.25,24.8,36.0,0.47,685.8,20.4
2026-04-06 20:00:00,P061011,6,1,AL7075,T004,21,12014.0,3066.0,1.0,11.33,24.1,38.1,0.47,573.5,20.0
2026-04-06 20:24:00,P061012,6,1,AL7075,T004,22,11928.0,2875.0,1.5,12.85,23.7,33.7,0.55,729.4,17.9
2026-04-06 20:48:00,P061013,6,1,AL7075,T004,23,11953.0,2971.0,2.0,13.64,23.7,35.0,0.61,745.6,18.5
2026-04-06 21:12:00,P061014,6,1,AL7075,T004,24,12076.0,3084.0,2.0,11.21,23.7,36.7,0.45,756.5,18.0
2026-04-06 21:36:00,P061015,6,1,SS304,T004,25,7950.0,1887.0,1.0,12.48,23.3,37.3,0.67,898.0,16.6
2026-04-06 22:00:00,P061016,6,1,SS304,T004,26,8099.0,1953.0,2.0,12.63,23.2,35.5,0.49,1035.7,16.8
2026-04-06 22:24:00,P061017,6,1,SS304,T004,27,7895.0,2002.0,1.0,12.3,23.9,39.1,0.57,941.4,15.6
2026-04-06 22:48:00,P061018,6,1,SS304,T004,28,8055.0,1971.0,1.0,12.06,23.5,36.8,0.75,945.0,16.6
2026-04-06 23:12:00,P061019,6,1,SS304,T004,29,7914.0,2184.0,1.5,12.43,23.5,35.7,0.85,1008.3,15.1
2026-04-06 23:36:00,P061020,6,1,SS304,T004,30,7861.0,2063.0,1.0,11.89,23.4,35.6,0.62,893.5,15.9
2026-04-07 00:00:00,P061021,6,1,SS304,T004,31,7728.0,2075.0,2.0,14.59,24.2,34.2,0.41,1021.6,16.0
2026-04-07 00:24:00,P061022,6,1,SS304,T004,32,7900.0,2146.0,1.0,12.69,23.2,36.5,0.53,849.4,17.2
2026-04-07 00:48:00,P061023,6,1,SS304,T004,33,8048.0,2054.0,1.0,12.26,23.2,34.5,0.55,881.3,15.9
2026-04-07 01:12:00,P061024,6,1,SS304,T004,34,7943.0,2087.0,1.0,12.08,24.8,36.6,0.55,920.5,17.5
2026-04-07 01:36:00,P061025,6,1,SS304,T004,35,7947.0,2082.0,1.5,11.37,22.8,34.1,0.54,920.0,16.7
2026-04-07 04:00:00,P062001,6,2,SS304,T004,36,7894.0,1915.0,1.0,12.37,23.0,35.5,0.58,924.2,16.0
2026-04-07 04:24:00,P062002,6,2,SS304,T004,37,8157.0,2005.0,2.0,11.87,23.4,35.5,0.66,1007.2,15.9
2026-04-07 04:48:00,P062003,6,2,SS304,T004,38,8145.0,2001.0,1.5,11.2,23.8,35.4,0.5,949.8,17.5
2026-04-07 05:12:00,P062004,6,2,SS304,T004,39,8040.0,1956.0,1.0,11.96,23.9,37.2,0.62,898.3,17.6
2026-04-07 05:36:00,P062005,6,2,SS304,T004,40,7860.0,2106.0,1.0,12.99,24.0,35.6,0.49,888.2,18.6
2026-04-07 06:00:00,P062006,6,2,SS304,T004,41,7951.0,2043.0,1.0,11.58,24.5,36.9,0.87,963.0,19.9
2026-04-07 06:24:00,P062007,6,2,SS304,T004,42,7846.0,2020.0,1.5,10.85,23.6,35.8,0.7,966.4,19.0
2026-04-07 06:48:00,P062008,6,2,SS304,T004,43,7907.0,2086.0,1.5,12.17,23.9,35.3,0.6,1062.4,19.5
2026-04-07 07:12:00,P062009,6,2,SS304,T004,44,8073.0,1888.0,1.5,10.55,24.8,39.2,0.66,930.0,19.6
2026-04-07 07:36:00,P062010,6,2,SS304,T004,45,7964.0,2130.0,0.5,11.87,24.0,37.0,0.69,834.5,20.1
2026-04-07 08:00:00,P062011,6,2,TI6AL4V,T004,46,5992.0,1476.0,1.0,10.11,25.1,37.4,1.37,1173.3,21.7
2026-04-07 08:24:00,P062012,6,2,TI6AL4V,T004,47,5937.0,1492.0,0.5,10.89,24.8,39.6,1.31,1046.4,23.8
2026-04-07 08:48:00,P062013,6,2,TI6AL4V,T004,48,5936.0,1793.0,1.0,10.75,25.8,39.7,0.98,1139.9,22.8
2026-04-07 09:12:00,P062014,6,2,TI6AL4V,T004,49,6054.0,1559.0,1.5,12.12,24.0,37.0,1.14,1216.6,23.3
2026-04-07 09:36:00,P062015,6,2,TI6AL4V,T004,50,6007.0,1428.0,1.5,12.1,24.8,37.2,1.1,1194.2,23.0
2026-04-07 10:00:00,P062016,6,2,TI6AL4V,T004,51,6037.0,1450.0,1.0,11.88,24.3,38.0,1.05,1089.2,24.6
2026-04-07 10:24:00,P062017,6,2,TI6AL4V,T004,52,6043.0,1549.0,1.5,11.8,26.1,39.1,0.66,1222.2,25.2
2026-04-07 10:48:00,P062018,6,2,TI6AL4V,T004,53,5882.0,1601.0,1.0,11.73,24.6,38.6,0.96,1182.4,24.8
2026-04-07 11:12:00,P062019,6,2,TI6AL4V,T004,54,5997.0,1530.0,1.5,10.85,24.5,38.3,1.21,1246.3,24.6
2026-04-07 11:36:00,P062020,6,2,TI6AL4V,T004,55,6121.0,1376.0,2.0,11.6,25.4,41.1,0.85,1279.0,25.8
2026-04-07 12:00:00,P062021,6,2,TI6AL4V,T004,56,5905.0,1484.0,1.0,11.01,25.5,38.7,0.93,1134.5,24.1
2026-04-07 12:24:00,P062022,6,2,TI6AL4V,T004,57,6042.0,1563.0,0.5,12.85,25.6,39.6,1.31,1078.4,25.3
2026-04-07 12:48:00,P062023,6,2,TI6AL4V,T004,58,6088.0,1463.0,1.0,11.23,26.0,37.6,1.2,1173.3,23.8
2026-04-07 13:12:00,P062024,6,2,TI6AL4V,T004,59,5963.0,1372.0,1.5,12.32,25.8,39.1,1.09,1160.0,25.0
2026-04-07 13:36:00,P062025,6,2,TI6AL4V,T004,60,6137.0,1496.0,0.5,13.55,25.3,40.0,0.88,1100.1,25.6
2026-04-07 16:00:00,P071001,7,1,AL7075,T004,61,12065.0,2894.0,1.5,12.36,25.2,35.8,0.52,760.7,23.9
2026-04-07 16:24:00,P071002,7,1,AL7075,T004,62,11924.0,2922.0,1.0,11.37,25.4,37.6,0.76,697.2,24.1
2026-04-07 16:48:00,P071003,7,1,AL7075,T004,63,12107.0,3102.0,0.5,12.12,25.1,37.9,0.8,587.0,23.3
2026-04-07 17:12:00,P071004,7,1,AL7075,T004,64,12039.0,2992.0,1.5,11.39,24.8,35.5,0.41,634.1,23.6
2026-04-07 17:36:00,P071005,7,1,AL7075,T004,65,11973.0,2853.0,2.0,11.24,24.4,36.8,0.88,756.4,22.1
2026-04-07 18:00:00,P071006,7,1,AL7075,T004,66,11999.0,3025.0,1.0,11.92,25.0,36.1,0.89,620.1,21.6
2026-04-07 18:24:00,P071007,7,1,AL7075,T004,67,12040.0,3021.0,1.0,10.63,26.2,36.3,0.81,675.9,23.3
2026-04-07 18:48:00,P071008,7,1,AL7075,T004,68,11901.0,2922.0,1.0,11.36,23.9,36.3,0.66,641.8,18.3
2026-04-07 19:12:00,P071009,7,1,AL7075,T004,69,12005.0,3045.0,0.5,11.73,23.4,36.8,0.55,620.0,19.9
2026-04-07 19:36:00,P071010,7,1,AL7075,T004,70,11863.0,3042.0,1.5,12.12,24.6,35.9,1.02,753.9,17.6
2026-04-07 20:00:00,P071011,7,1,AL7075,T004,71,11816.0,3071.0,1.5,11.39,24.1,37.6,0.83,662.0,20.1
2026-04-07 20:24:00,P071012,7,1,AL7075,T004,72,12078.0,2993.0,1.5,11.22,23.9,36.3,0.93,732.1,19.3
2026-04-07 20:48:00,P071013,7,1,AL7075,T004,73,12072.0,2974.0,1.0,11.57,23.9,38.7,0.95,648.1,18.6
2026-04-07 21:12:00,P071014,7,1,AL7075,T004,74,12221.0,3028.0,1.5,11.72,24.4,37.3,0.87,709.6,17.6
2026-04-07 21:36:00,P071015,7,1,AL7075,T004,75,11924.0,3028.0,0.5,10.79,23.6,36.5,0.85,613.9,16.9
2026-04-07 22:00:00,P071016,7,1,AL7075,T004,76,11978.0,3082.0,1.0,12.87,23.1,35.9,0.84,618.6,17.4
2026-04-07 22:24:00,P071017,7,1,AL7075,T004,77,12022.0,2984.0,1.0,12.91,24.3,33.8,0.99,593.7,16.1
2026-04-07 22:48:00,P071018,7,1,AL7075,T004,78,11956.0,2996.0,1.0,12.32,23.4,37.3,0.95,672.6,15.6
2026-04-07 23:12:00,P071019,7,1,AL7075,T004,79,11851.0,3073.0,2.0,11.23,24.0,34.0,0.76,780.4,15.8
2026-04-07 23:36:00,P071020,7,1,AL7075,T005,0,11953.0,2870.0,2.0,11.78,22.9,32.5,0.4,685.3,16.6
2026-04-08 00:00:00,P071021,7,1,AL7075,T005,1,11862.0,3086.0,1.5,11.77,22.6,35.9,0.32,670.9,15.9
2026-04-08 00:24:00,P071022,7,1,AL7075,T005,2,11863.0,2807.0,1.5,13.33,23.9,34.9,0.45,624.8,16.6
2026-04-08 00:48:00,P071023,7,1,AL7075,T005,3,12052.0,3120.0,1.0,12.96,24.2,37.4,0.31,574.1,18.5
2026-04-08 01:12:00,P071024,7,1,AL7075,T005,4,11893.0,3088.0,0.5,13.03,22.8,35.6,0.53,534.9,16.8
2026-04-08 01:36:00,P071025,7,1,SS304,T005,5,7927.0,1838.0,1.5,11.04,23.7,39.8,0.44,934.6,16.8
2026-04-08 04:00:00,P072001,7,2,SS304,T005,6,8083.0,2074.0,2.0,11.68,23.3,39.6,0.57,1000.6,16.4
2026-04-08 04:24:00,P072002,7,2,SS304,T005,7,8050.0,2063.0,1.5,12.26,23.2,33.8,0.38,972.3,15.1
2026-04-08 04:48:00,P072003,7,2,SS304,T005,8,7836.0,2075.0,1.5,12.17,23.1,34.4,0.27,959.3,17.2
2026-04-08 05:12:00,P072004,7,2,SS304,T005,9,7930.0,2055.0,1.5,11.98,23.5,36.8,0.36,964.4,17.7
2026-04-08 05:36:00,P072005,7,2,SS304,T005,10,7984.0,2100.0,1.0,11.83,24.4,37.6,0.46,847.2,19.2
2026-04-08 06:00:00,P072006,7,2,SS304,T005,11,8240.0,2214.0,1.0,10.89,22.8,38.3,0.2,905.7,16.9
2026-04-08 06:24:00,P072007,7,2,SS304,T005,12,7885.0,2003.0,1.0,11.16,23.6,36.0,0.29,885.9,18.6
2026-04-08 06:48:00,P072008,7,2,SS304,T005,13,7979.0,2105.0,1.0,11.29,24.5,38.0,0.42,910.0,20.0
2026-04-08 07:12:00,P072009,7,2,SS304,T005,14,8103.0,1948.0,1.5,11.69,23.7,36.9,0.34,944.0,21.7
2026-04-08 07:36:00,P072010,7,2,SS304,T005,15,8062.0,2103.0,2.0,11.59,24.8,37.4,0.47,1016.9,22.8
2026-04-08 08:00:00,P072011,7,2,SS304,T005,16,8186.0,2010.0,2.0,13.01,24.9,35.6,0.23,988.9,21.7
2026-04-08 08:24:00,P072012,7,2,SS304,T005,17,7891.0,2000.0,1.5,12.77,25.4,39.4,0.4,918.9,22.7
2026-04-08 08:48:00,P072013,7,2,SS304,T005,18,8007.0,1981.0,1.0,10.39,24.8,38.3,0.36,905.9,23.3
2026-04-08 09:12:00,P072014,7,2,SS304,T005,19,7858.0,2009.0,1.5,11.5,25.3,37.0,0.82,950.4,23.7
2026-04-08 09:36:00,P072015,7,2,SS304,T005,20,8151.0,2049.0,0.5,11.48,25.1,37.9,0.42,827.6,23.2
2026-04-08 10:00:00,P072016,7,2,SS304,T005,21,8158.0,2054.0,1.5,12.55,25.0,38.7,0.47,925.8,23.3
2026-04-08 10:24:00,P072017,7,2,SS304,T005,22,7943.0,1927.0,0.5,12.93,25.1,37.9,0.65,832.9,23.5
2026-04-08 10:48:00,P072018,7,2,SS304,T005,23,8093.0,2059.0,1.5,12.69,25.2,36.8,0.65,955.9,24.0
2026-04-08 11:12:00,P072019,7,2,SS304,T005,24,7873.0,1900.0,0.5,12.76,25.5,37.3,0.31,832.9,24.3
2026-04-08 11:36:00,P072020,7,2,SS304,T005,25,7960.0,2099.0,2.0,13.13,25.3,40.3,0.47,1050.6,23.8
2026-04-08 12:00:00,P072021,7,2,TI6AL4V,T005,26,6013.0,1406.0,1.5,12.58,25.7,38.5,0.98,1200.9,25.5
2026-04-08 12:24:00,P072022,7,2,TI6AL4V,T005,27,5935.0,1415.0,1.5,12.91,25.9,40.4,0.8,1183.8,25.4
2026-04-08 12:48:00,P072023,7,2,TI6AL4V,T005,28,6067.0,1433.0,2.0,13.65,25.6,39.9,0.9,1214.0,23.6
2026-04-08 13:12:00,P072024,7,2,TI6AL4V,T005,29,6029.0,1547.0,0.5,11.26,25.0,39.3,0.9,1073.8,24.6
2026-04-08 13:36:00,P072025,7,2,TI6AL4V,T005,30,6025.0,1588.0,0.5,11.91,24.7,38.5,0.74,1009.8,24.2
2026-04-08 16:00:00,P081001,8,1,TI6AL4V,T005,31,6214.0,1605.0,2.0,12.32,25.8,38.6,0.87,1240.2,25.9
2026-04-08 16:24:00,P081002,8,1,TI6AL4V,T005,32,5857.0,1479.0,1.5,11.7,25.7,38.5,0.98,1169.5,24.2
2026-04-08 16:48:00,P081003,8,1,TI6AL4V,T005,33,6022.0,1454.0,1.0,10.53,25.4,39.7,0.77,1118.0,23.8
2026-04-08 17:12:00,P081004,8,1,TI6AL4V,T005,34,5869.0,1476.0,1.0,12.12,24.6,40.1,0.85,1102.7,23.7
2026-04-08 17:36:00,P081005,8,1,TI6AL4V,T005,35,5857.0,1511.0,1.0,12.88,24.3,34.8,0.86,1126.4,22.5
2026-04-08 18:00:00,P081006,8,1,TI6AL4V,T005,36,6098.0,1379.0,1.5,11.47,24.9,38.3,0.96,1183.8,21.1
2026-04-08 18:24:00,P081007,8,1,TI6AL4V,T005,37,6202.0,1505.0,1.0,11.93,25.9,38.6,0.81,1135.7,21.8
2026-04-08 18:48:00,P081008,8,1,TI6AL4V,T005,38,5917.0,1387.0,1.0,12.15,25.5,38.6,0.66,1154.4,22.3
2026-04-08 19:12:00,P081009,8,1,TI6AL4V,T005,39,6005.0,1578.0,1.0,10.41,24.0,36.8,0.89,1142.1,19.0
2026-04-08 19:36:00,P081010,8,1,TI6AL4V,T005,40,5939.0,1598.0,1.0,11.63,24.8,37.0,0.96,1125.8,19.7
2026-04-08 20:00:00,P081011,8,1,AL7075,T005,41,11816.0,2892.0,1.5,11.47,23.6,35.4,0.51,678.7,19.3
2026-04-08 20:24:00,P081012,8,1,AL7075,T005,42,11974.0,2927.0,0.5,12.19,24.1,34.9,0.48,617.4,19.2
2026-04-08 20:48:00,P081013,8,1,AL7075,T005,43,11943.0,3159.0,1.5,13.12,24.6,35.7,0.73,688.2,18.6
2026-04-08 21:12:00,P081014,8,1,AL7075,T005,44,12106.0,2932.0,2.0,11.14,23.7,33.8,0.69,780.6,16.7
2026-04-08 21:36:00,P081015,8,1,AL7075,T005,45,12123.0,2866.0,1.5,11.97,23.9,34.6,0.68,657.8,17.3
2026-04-08 22:00:00,P081016,8,1,AL7075,T005,46,11936.0,2983.0,1.0,13.54,23.1,36.3,0.84,662.8,16.4
2026-04-08 22:24:00,P081017,8,1,AL7075,T005,47,12035.0,3018.0,1.5,12.25,22.7,34.5,0.54,719.9,15.8
2026-04-08 22:48:00,P081018,8,1,AL7075,T005,48,12059.0,2995.0,2.0,11.19,22.8,35.1,0.93,817.1,15.4
2026-04-08 23:12:00,P081019,8,1,AL7075,T005,49,12043.0,2901.0,1.5,13.44,23.2,35.1,0.82,709.4,15.6
2026-04-08 23:36:00,P081020,8,1,AL7075,T005,50,12074.0,2958.0,1.0,13.05,23.8,35.7,0.72,601.8,16.3
2026-04-09 00:00:00,P081021,8,1,AL7075,T005,51,12038.0,3107.0,2.0,12.24,24.7,37.2,0.4,745.1,16.7
2026-04-09 00:24:00,P081022,8,1,AL7075,T005,52,12027.0,3030.0,1.5,11.48,23.4,34.0,0.61,719.2,15.6
2026-04-09 00:48:00,P081023,8,1,AL7075,T005,53,11994.0,2866.0,0.5,13.24,24.0,36.7,0.62,586.7,16.1
2026-04-09 01:12:00,P081024,8,1,AL7075,T005,54,11829.0,2955.0,1.5,12.0,23.0,34.4,0.69,675.1,16.9
2026-04-09 01:36:00,P081025,8,1,AL7075,T005,55,11911.0,3058.0,1.0,12.18,24.3,35.0,0.89,675.9,18.0
2026-04-09 04:00:00,P082001,8,2,AL7075,T005,56,11994.0,2860.0,1.5,11.59,22.9,34.7,0.5,698.6,16.6
2026-04-09 04:24:00,P082002,8,2,AL7075,T005,57,12010.0,3035.0,2.0,10.98,23.9,35.8,0.59,704.5,16.4
2026-04-09 04:48:00,P082003,8,2,AL7075,T005,58,12057.0,2997.0,1.5,12.2,23.8,35.9,0.97,692.4,17.3
2026-04-09 05:12:00,P082004,8,2,AL7075,T005,59,12014.0,2978.0,1.5,12.05,23.7,35.1,0.93,710.3,17.5
2026-04-09 05:36:00,P082005,8,2,AL7075,T005,60,11812.0,2988.0,1.0,12.5,23.6,34.5,0.94,694.9,19.0
2026-04-09 06:00:00,P082006,8,2,AL7075,T005,61,12033.0,3130.0,1.0,12.35,23.2,34.4,0.97,640.7,18.9
2026-04-09 06:24:00,P082007,8,2,AL7075,T005,62,11901.0,2933.0,1.0,12.44,23.3,36.9,0.65,631.2,17.3
2026-04-09 06:48:00,P082008,8,2,AL7075,T005,63,12075.0,2954.0,2.0,11.49,24.4,33.2,1.1,775.5,21.8
2026-04-09 07:12:00,P082009,8,2,AL7075,T005,64,12024.0,2846.0,1.5,12.56,24.9,36.3,0.76,699.2,21.6
2026-04-09 07:36:00,P082010,8,2,SS304,T005,65,7943.0,1880.0,1.5,12.41,24.5,40.5,0.67,988.4,22.0
2026-04-09 08:00:00,P082011,8,2,SS304,T005,66,8189.0,1875.0,1.5,12.35,25.0,34.7,0.61,1039.1,20.9
2026-04-09 08:24:00,P082012,8,2,SS304,T005,67,8026.0,2098.0,1.5,12.86,25.3,38.9,0.62,1016.8,23.6
2026-04-09 08:48:00,P082013,8,2,SS304,T005,68,8103.0,2048.0,1.5,12.66,25.4,37.1,0.92,1045.5,22.4
2026-04-09 09:12:00,P082014,8,2,SS304,T005,69,8008.0,2061.0,1.5,12.61,24.6,39.0,0.81,1019.6,22.3
2026-04-09 09:36:00,P082015,8,2,SS304,T005,70,7919.0,2015.0,1.0,11.86,25.7,37.4,1.02,925.8,23.2
2026-04-09 10:00:00,P082016,8,2,SS304,T005,71,8048.0,1860.0,1.0,12.98,25.2,37.8,0.88,924.0,24.4
2026-04-09 10:24:00,P082017,8,2,SS304,T005,72,7830.0,1955.0,1.5,12.21,25.2,37.7,0.92,1011.0,24.2
2026-04-09 10:48:00,P082018,8,2,SS304,T005,73,7946.0,2072.0,1.0,11.72,24.7,39.1,1.03,939.6,25.2
2026-04-09 11:12:00,P082019,8,2,SS304,T005,74,7876.0,1910.0,1.5,11.91,26.4,38.1,1.1,1009.7,26.0
2026-04-09 11:36:00,P082020,8,2,SS304,T005,75,7941.0,1950.0,1.5,12.55,26.0,39.6,0.79,1017.5,27.0
2026-04-09 12:00:00,P082021,8,2,SS304,T005,76,8010.0,2012.0,0.5,12.87,24.4,37.1,0.9,913.2,23.9
