batch_id,batch_seq,tablet_seq,station,tablet_weight_mg,hardness_N,friability_pct,disintegration_time_min,thickness_mm,blend_moisture_pct,defect_grade,compression_force_kN,pre_compression_force_kN,turret_speed_rpm,fill_depth_mm,dwell_time_ms,lubricant_level_pct,blend_uniformity_index,compression_zone_temp_C,ambient_temp_C,ambient_humidity_pct,ts_start,batch_day,punch_serial,operator_id,compression_ratio,hardness_friability_ratio,weight_deviation_pct,defect_flag
B0023,23.0,10.0,2.0,499.17,99.36,0.33,8.4,4.973,2.4,A,20.7,6.64,26.8,10.17,21.8,0.94,91.0,33.8,23.1,40.5,2025-11-08 14:00:00,8.0,P102-9032,OP_C,3.117,301.09,-0.166,0
B0023,23.0,11.0,2.0,500.21,99.11,0.273,8.13,5.005,2.4,A,20.7,6.64,26.8,10.17,21.8,0.94,91.0,33.8,23.1,40.5,2025-11-08 14:00:00,8.0,P102-9032,OP_C,3.117,363.04,0.042,0
B0023,23.0,12.0,2.0,499.65,95.77,0.292,8.27,5.021,2.4,A,20.7,6.64,26.8,10.17,21.8,0.94,91.0,33.8,23.1,40.5,2025-11-08 14:00:00,8.0,P102-9032,OP_C,3.117,327.98,-0.07,0
B0023,23.0,15.0,2.0,500.27,98.5,0.281,7.64,5.006,2.4,A,20.7,6.64,26.8,10.17,21.8,0.94,91.0,33.8,23.1,40.5,2025-11-08 14:00:00,8.0,P102-9032,OP_C,3.117,350.53,0.054,0
B0023,23.0,16.0,2.0,500.21,97.39,0.344,7.99,5.0,2.4,A,20.7,6.64,26.8,10.17,21.8,0.94,91.0,33.8,23.1,40.5,2025-11-08 14:00:00,8.0,P102-9032,OP_C,3.117,283.11,0.042,0
B0023,23.0,17.0,2.0,500.86,97.36,0.219,7.4,5.025,2.4,A,20.7,6.64,26.8,10.17,21.8,0.94,91.0,33.8,23.1,40.5,2025-11-08 14:00:00,8.0,P102-9032,OP_C,3.117,444.57,0.172,0
B0023,23.0,18.0,2.0,499.88,98.96,0.305,8.9,5.032,2.4,A,20.7,6.64,26.8,10.17,21.8,0.94,91.0,33.8,23.1,40.5,2025-11-08 14:00:00,8.0,P102-9032,OP_C,3.117,324.46,-0.024,0
B0023,23.0,19.0,2.0,500.65,102.31,0.331,8.41,5.018,2.4,A,20.7,6.64,26.8,10.17,21.8,0.94,91.0,33.8,23.1,40.5,2025-11-08 14:00:00,8.0,P102-9032,OP_C,3.117,309.09,0.13,0
B0023,23.0,21.0,2.0,500.29,98.57,0.261,7.87,4.98,2.4,A,20.7,6.64,26.8,10.17,21.8,0.94,91.0,33.8,23.1,40.5,2025-11-08 14:00:00,8.0,P102-9032,OP_C,3.117,377.66,0.058,0
B0023,23.0,22.0,2.0,500.03,98.7,0.32,8.35,4.99,2.4,A,20.7,6.64,26.8,10.17,21.8,0.94,91.0,33.8,23.1,40.5,2025-11-08 14:00:00,8.0,P102-9032,OP_C,3.117,308.44,0.006,0
B0023,23.0,27.0,2.0,499.45,101.02,0.325,8.68,5.0,2.4,A,20.7,6.64,26.8,10.17,21.8,0.94,91.0,33.8,23.1,40.5,2025-11-08 14:00:00,8.0,P102-9032,OP_C,3.117,310.83,-0.11,0
B0023,23.0,28.0,2.0,499.59,100.79,0.234,8.54,4.986,2.4,A,20.7,6.64,26.8,10.17,21.8,0.94,91.0,33.8,23.1,40.5,2025-11-08 14:00:00,8.0,P102-9032,OP_C,3.117,430.73,-0.082,0
B0023,23.0,29.0,2.0,500.53,99.94,0.299,9.03,4.998,2.4,A,20.7,6.64,26.8,10.17,21.8,0.94,91.0,33.8,23.1,40.5,2025-11-08 14:00:00,8.0,P102-9032,OP_C,3.117,334.25,0.106,0
B0023,23.0,30.0,2.0,500.11,97.88,0.297,8.33,5.014,2.4,A,20.7,6.64,26.8,10.17,21.8,0.94,91.0,33.8,23.1,40.5,2025-11-08 14:00:00,8.0,P102-9032,OP_C,3.117,329.56,0.022,0
B0023,23.0,31.0,2.0,499.75,99.1,0.286,7.99,4.987,2.4,A,20.7,6.64,26.8,10.17,21.8,0.94,91.0,33.8,23.1,40.5,2025-11-08 14:00:00,8.0,P102-9032,OP_C,3.117,346.5,-0.05,0
B0023,23.0,33.0,2.0,499.68,99.17,0.337,8.51,4.991,2.4,A,20.7,6.64,26.8,10.17,21.8,0.94,91.0,33.8,23.1,40.5,2025-11-08 14:00:00,8.0,P102-9032,OP_C,3.117,294.27,-0.064,0
B0023,23.0,34.0,2.0,499.17,98.25,0.291,8.14,4.973,2.4,A,20.7,6.64,26.8,10.17,21.8,0.94,91.0,33.8,23.1,40.5,2025-11-08 14:00:00,8.0,P102-9032,OP_C,3.117,337.63,-0.166,0
B0023,23.0,35.0,2.0,500.27,96.86,0.323,6.66,5.036,2.4,A,20.7,6.64,26.8,10.17,21.8,0.94,91.0,33.8,23.1,40.5,2025-11-08 14:00:00,8.0,P102-9032,OP_C,3.117,299.88,0.054,0
B0023,23.0,36.0,2.0,499.74,100.88,0.321,9.35,4.98,2.4,A,20.7,6.64,26.8,10.17,21.8,0.94,91.0,33.8,23.1,40.5,2025-11-08 14:00:00,8.0,P102-9032,OP_C,3.117,314.27,-0.052,0
B0023,23.0,37.0,2.0,500.02,102.2,0.286,8.08,5.024,2.4,A,20.7,6.64,26.8,10.17,21.8,0.94,91.0,33.8,23.1,40.5,2025-11-08 14:00:00,8.0,P102-9032,OP_C,3.117,357.34,0.004,0
B0023,23.0,38.0,2.0,499.69,97.84,0.287,7.55,4.986,2.4,A,20.7,6.64,26.8,10.17,21.8,0.94,91.0,33.8,23.1,40.5,2025-11-08 14:00:00,8.0,P102-9032,OP_C,3.117,340.91,-0.062,0
B0023,23.0,39.0,2.0,499.66,98.31,0.25,7.43,5.001,2.4,A,20.7,6.64,26.8,10.17,21.8,0.94,91.0,33.8,23.1,40.5,2025-11-08 14:00:00,8.0,P102-9032,OP_C,3.117,393.24,-0.068,0
B0023,23.0,40.0,2.0,499.47,97.78,0.299,7.89,4.979,2.4,A,20.7,6.64,26.8,10.17,21.8,0.94,91.0,33.8,23.1,40.5,2025-11-08 14:00:00,8.0,P102-9032,OP_C,3.117,327.02,-0.106,0
B0024,24.0,1.0,3.0,504.22,84.08,1.002,7.58,5.033,1.74,B,21.05,7.03,27.8,10.2,23.8,1.84,97.0,23.7,18.9,56.3,2025-11-08 22:00:00,8.0,P103-1001,OP_B,2.994,83.91,0.844,1
B0024,24.0,3.0,3.0,500.87,85.19,0.936,6.94,5.041,1.74,B,21.05,7.03,27.8,10.2,23.8,1.84,97.0,23.7,18.9,56.3,2025-11-08 22:00:00,8.0,P103-1001,OP_B,2.994,91.01,0.174,1
B0024,24.0,6.0,3.0,501.76,83.5,1.259,7.14,5.063,1.74,C,21.05,7.03,27.8,10.2,23.8,1.84,97.0,23.7,18.9,56.3,2025-11-08 22:00:00,8.0,P103-1001,OP_B,2.994,66.32,0.352,1
B0024,24.0,7.0,3.0,502.46,81.4,1.07,7.0,5.01,1.74,B,21.05,7.03,27.8,10.2,23.8,1.84,97.0,23.7,18.9,56.3,2025-11-08 22:00:00,8.0,P103-1001,OP_B,2.994,76.07,0.492,1
B0024,24.0,8.0,3.0,504.71,84.75,0.944,7.38,5.028,1.74,B,21.05,7.03,27.8,10.2,23.8,1.84,97.0,23.7,18.9,56.3,2025-11-08 22:00:00,8.0,P103-1001,OP_B,2.994,89.78,0.942,1
B0024,24.0,10.0,3.0,502.9,82.42,0.749,7.71,5.048,1.74,B,21.05,7.03,27.8,10.2,23.8,1.84,97.0,23.7,18.9,56.3,2025-11-08 22:00:00,8.0,P103-1001,OP_B,2.994,110.04,0.58,1
B0024,24.0,13.0,3.0,502.91,85.71,0.895,6.59,5.048,1.74,B,21.05,7.03,27.8,10.2,23.8,1.84,97.0,23.7,18.9,56.3,2025-11-08 22:00:00,8.0,P103-1001,OP_B,2.994,95.77,0.582,1
B0024,24.0,15.0,3.0,502.52,84.46,0.696,6.42,5.101,1.74,B,21.05,7.03,27.8,10.2,23.8,1.84,97.0,23.7,18.9,56.3,2025-11-08 22:00:00,8.0,P103-1001,OP_B,2.994,121.35,0.504,1
B0024,24.0,17.0,3.0,503.33,87.04,0.778,7.77,5.066,1.74,A,21.05,7.03,27.8,10.2,23.8,1.84,97.0,23.7,18.9,56.3,2025-11-08 22:00:00,8.0,P103-1001,OP_B,2.994,111.88,0.666,0
B0024,24.0,18.0,3.0,502.88,77.68,0.939,7.02,5.045,1.74,B,21.05,7.03,27.8,10.2,23.8,1.84,97.0,23.7,18.9,56.3,2025-11-08 22:00:00,8.0,P103-1001,OP_B,2.994,82.73,0.576,1
B0024,24.0,19.0,3.0,505.61,78.65,1.02,7.38,5.035,1.74,B,21.05,7.03,27.8,10.2,23.8,1.84,97.0,23.7,18.9,56.3,2025-11-08 22:00:00,8.0,P103-1001,OP_B,2.994,77.11,1.122,1
B0024,24.0,21.0,3.0,504.45,84.43,1.004,7.76,5.055,1.74,B,21.05,7.03,27.8,10.2,23.8,1.84,97.0,23.7,18.9,56.3,2025-11-08 22:00:00,8.0,P103-1001,OP_B,2.994,84.09,0.89,1
B0024,24.0,22.0,3.0,502.82,84.21,0.927,6.66,5.071,1.74,B,21.05,7.03,27.8,10.2,23.8,1.84,97.0,23.7,18.9,56.3,2025-11-08 22:00:00,8.0,P103-1001,OP_B,2.994,90.84,0.564,1
B0024,24.0,23.0,3.0,501.59,83.48,1.05,7.47,5.073,1.74,B,21.05,7.03,27.8,10.2,23.8,1.84,97.0,23.7,18.9,56.3,2025-11-08 22:00:00,8.0,P103-1001,OP_B,2.994,79.5,0.318,1
B0024,24.0,24.0,3.0,505.0,86.03,0.993,7.84,4.966,1.74,B,21.05,7.03,27.8,10.2,23.8,1.84,97.0,23.7,18.9,56.3,2025-11-08 22:00:00,8.0,P103-1001,OP_B,2.994,86.64,1.0,1
B0024,24.0,25.0,3.0,504.38,88.81,0.742,7.12,5.021,1.74,A,21.05,7.03,27.8,10.2,23.8,1.84,97.0,23.7,18.9,56.3,2025-11-08 22:00:00,8.0,P103-1001,OP_B,2.994,119.69,0.876,0
B0024,24.0,26.0,3.0,500.16,92.77,1.136,7.0,5.047,1.74,B,21.05,7.03,27.8,10.2,23.8,1.84,97.0,23.7,18.9,56.3,2025-11-08 22:00:00,8.0,P103-1001,OP_B,2.994,81.66,0.032,1
B0024,24.0,28.0,3.0,503.52,87.53,0.48,7.51,5.033,1.74,A,21.05,7.03,27.8,10.2,23.8,1.84,97.0,23.7,18.9,56.3,2025-11-08 22:00:00,8.0,P103-1001,OP_B,2.994,182.35,0.704,0
B0024,24.0,31.0,3.0,502.08,91.74,1.017,6.97,5.051,1.74,B,21.05,7.03,27.8,10.2,23.8,1.84,97.0,23.7,18.9,56.3,2025-11-08 22:00:00,8.0,P103-1001,OP_B,2.994,90.21,0.416,1
B0024,24.0,32.0,3.0,504.17,83.34,0.754,5.83,5.05,1.74,B,21.05,7.03,27.8,10.2,23.8,1.84,97.0,23.7,18.9,56.3,2025-11-08 22:00:00,8.0,P103-1001,OP_B,2.994,110.53,0.834,1
B0024,24.0,34.0,3.0,504.0,80.14,0.89,7.2,5.041,1.74,B,21.05,7.03,27.8,10.2,23.8,1.84,97.0,23.7,18.9,56.3,2025-11-08 22:00:00,8.0,P103-1001,OP_B,2.994,90.04,0.8,1
B0024,24.0,35.0,3.0,502.65,85.1,0.858,7.81,5.087,1.74,B,21.05,7.03,27.8,10.2,23.8,1.84,97.0,23.7,18.9,56.3,2025-11-08 22:00:00,8.0,P103-1001,OP_B,2.994,99.18,0.53,1
B0024,24.0,36.0,3.0,504.43,87.29,0.912,7.34,5.016,1.74,B,21.05,7.03,27.8,10.2,23.8,1.84,97.0,23.7,18.9,56.3,2025-11-08 22:00:00,8.0,P103-1001,OP_B,2.994,95.71,0.886,1
B0024,24.0,37.0,3.0,501.06,83.58,0.938,7.33,5.058,1.74,B,21.05,7.03,27.8,10.2,23.8,1.84,97.0,23.7,18.9,56.3,2025-11-08 22:00:00,8.0,P103-1001,OP_B,2.994,89.1,0.212,1
B0024,24.0,39.0,3.0,503.72,82.22,0.875,6.8,5.077,1.74,B,21.05,7.03,27.8,10.2,23.8,1.84,97.0,23.7,18.9,56.3,2025-11-08 22:00:00,8.0,P103-1001,OP_B,2.994,93.97,0.744,1
B0024,24.0,40.0,3.0,503.57,85.19,1.107,7.72,5.068,1.74,B,21.05,7.03,27.8,10.2,23.8,1.84,97.0,23.7,18.9,56.3,2025-11-08 22:00:00,8.0,P103-1001,OP_B,2.994,76.96,0.714,1
B0025,25.0,2.0,1.0,500.13,92.98,0.254,8.6,5.022,1.21,A,21.63,7.14,28.8,10.15,25.0,1.24,91.2,25.5,23.7,39.3,2025-11-09 06:00:00,9.0,P101-7047,OP_A,3.029,366.06,0.026,0
B0025,25.0,3.0,1.0,500.3,91.76,0.309,7.26,4.96,1.21,A,21.63,7.14,28.8,10.15,25.0,1.24,91.2,25.5,23.7,39.3,2025-11-09 06:00:00,9.0,P101-7047,OP_A,3.029,296.96,0.06,0
B0025,25.0,5.0,1.0,500.54,93.31,0.298,8.12,5.065,1.21,A,21.63,7.14,28.8,10.15,25.0,1.24,91.2,25.5,23.7,39.3,2025-11-09 06:00:00,9.0,P101-7047,OP_A,3.029,313.12,0.108,0
B0025,25.0,6.0,1.0,500.06,91.75,0.315,7.93,5.006,1.21,A,21.63,7.14,28.8,10.15,25.0,1.24,91.2,25.5,23.7,39.3,2025-11-09 06:00:00,9.0,P101-7047,OP_A,3.029,291.27,0.012,0
B0025,25.0,9.0,1.0,500.27,91.41,0.327,8.49,4.989,1.21,A,21.63,7.14,28.8,10.15,25.0,1.24,91.2,25.5,23.7,39.3,2025-11-09 06:00:00,9.0,P101-7047,OP_A,3.029,279.54,0.054,0
B0025,25.0,10.0,1.0,499.82,93.75,0.27,8.1,5.025,1.21,A,21.63,7.14,28.8,10.15,25.0,1.24,91.2,25.5,23.7,39.3,2025-11-09 06:00:00,9.0,P101-7047,OP_A,3.029,347.22,-0.036,0
B0025,25.0,11.0,1.0,500.34,93.43,0.264,8.31,5.008,1.21,A,21.63,7.14,28.8,10.15,25.0,1.24,91.2,25.5,23.7,39.3,2025-11-09 06:00:00,9.0,P101-7047,OP_A,3.029,353.9,0.068,0
B0025,25.0,12.0,1.0,500.51,93.95,0.265,7.48,5.002,1.21,A,21.63,7.14,28.8,10.15,25.0,1.24,91.2,25.5,23.7,39.3,2025-11-09 06:00:00,9.0,P101-7047,OP_A,3.029,354.53,0.102,0
B0025,25.0,13.0,1.0,500.09,91.0,0.295,8.02,4.997,1.21,A,21.63,7.14,28.8,10.15,25.0,1.24,91.2,25.5,23.7,39.3,2025-11-09 06:00:00,9.0,P101-7047,OP_A,3.029,308.47,0.018,0
B0025,25.0,17.0,1.0,499.54,90.54,0.328,8.31,4.974,1.21,A,21.63,7.14,28.8,10.15,25.0,1.24,91.2,25.5,23.7,39.3,2025-11-09 06:00:00,9.0,P101-7047,OP_A,3.029,276.04,-0.092,0
B0025,25.0,18.0,1.0,499.09,92.03,0.229,7.94,4.98,1.21,A,21.63,7.14,28.8,10.15,25.0,1.24,91.2,25.5,23.7,39.3,2025-11-09 06:00:00,9.0,P101-7047,OP_A,3.029,401.88,-0.182,0
B0025,25.0,20.0,1.0,498.89,92.04,0.318,6.91,5.027,1.21,A,21.63,7.14,28.8,10.15,25.0,1.24,91.2,25.5,23.7,39.3,2025-11-09 06:00:00,9.0,P101-7047,OP_A,3.029,289.43,-0.222,0
B0025,25.0,21.0,1.0,500.19,91.72,0.343,8.04,4.987,1.21,A,21.63,7.14,28.8,10.15,25.0,1.24,91.2,25.5,23.7,39.3,2025-11-09 06:00:00,9.0,P101-7047,OP_A,3.029,267.41,0.038,0
B0025,25.0,22.0,1.0,500.07,93.36,0.325,9.2,5.008,1.21,A,21.63,7.14,28.8,10.15,25.0,1.24,91.2,25.5,23.7,39.3,2025-11-09 06:00:00,9.0,P101-7047,OP_A,3.029,287.26,0.014,0
B0025,25.0,24.0,1.0,500.02,91.68,0.32,7.28,4.995,1.21,A,21.63,7.14,28.8,10.15,25.0,1.24,91.2,25.5,23.7,39.3,2025-11-09 06:00:00,9.0,P101-7047,OP_A,3.029,286.5,0.004,0
B0025,25.0,27.0,1.0,499.88,91.87,0.252,8.6,4.983,1.21,A,21.63,7.14,28.8,10.15,25.0,1.24,91.2,25.5,23.7,39.3,2025-11-09 06:00:00,9.0,P101-7047,OP_A,3.029,364.56,-0.024,0
B0025,25.0,28.0,1.0,499.71,94.76,0.263,8.11,4.988,1.21,A,21.63,7.14,28.8,10.15,25.0,1.24,91.2,25.5,23.7,39.3,2025-11-09 06:00:00,9.0,P101-7047,OP_A,3.029,360.3,-0.058,0
B0025,25.0,29.0,1.0,499.08,92.67,0.305,8.03,5.003,1.21,A,21.63,7.14,28.8,10.15,25.0,1.24,91.2,25.5,23.7,39.3,2025-11-09 06:00:00,9.0,P101-7047,OP_A,3.029,303.84,-0.184,0
B0025,25.0,30.0,1.0,500.39,93.96,0.338,8.23,4.991,1.21,A,21.63,7.14,28.8,10.15,25.0,1.24,91.2,25.5,23.7,39.3,2025-11-09 06:00:00,9.0,P101-7047,OP_A,3.029,277.99,0.078,0
B0025,25.0,31.0,1.0,499.7,91.14,0.306,7.13,4.991,1.21,A,21.63,7.14,28.8,10.15,25.0,1.24,91.2,25.5,23.7,39.3,2025-11-09 06:00:00,9.0,P101-7047,OP_A,3.029,297.84,-0.06,0
B0025,25.0,32.0,1.0,499.84,96.0,0.322,7.95,4.999,1.21,A,21.63,7.14,28.8,10.15,25.0,1.24,91.2,25.5,23.7,39.3,2025-11-09 06:00:00,9.0,P101-7047,OP_A,3.029,298.14,-0.032,0
B0025,25.0,33.0,1.0,499.99,94.58,0.278,7.97,5.004,1.21,A,21.63,7.14,28.8,10.15,25.0,1.24,91.2,25.5,23.7,39.3,2025-11-09 06:00:00,9.0,P101-7047,OP_A,3.029,340.22,-0.002,0
B0025,25.0,34.0,1.0,500.87,92.33,0.265,8.06,5.002,1.21,A,21.63,7.14,28.8,10.15,25.0,1.24,91.2,25.5,23.7,39.3,2025-11-09 06:00:00,9.0,P101-7047,OP_A,3.029,348.42,0.174,0
B0025,25.0,37.0,1.0,500.87,94.7,0.311,7.89,4.988,1.21,A,21.63,7.14,28.8,10.15,25.0,1.24,91.2,25.5,23.7,39.3,2025-11-09 06:00:00,9.0,P101-7047,OP_A,3.029,304.5,0.174,0
B0026,26.0,1.0,2.0,499.51,100.29,0.347,8.19,5.0,2.66,A,20.96,6.79,29.3,10.27,25.1,0.64,87.5,36.0,22.4,52.3,2025-11-09 14:00:00,9.0,P102-9032,OP_A,3.087,289.02,-0.098,0
B0026,26.0,3.0,2.0,499.83,100.51,0.297,7.81,4.981,2.66,A,20.96,6.79,29.3,10.27,25.1,0.64,87.5,36.0,22.4,52.3,2025-11-09 14:00:00,9.0,P102-9032,OP_A,3.087,338.42,-0.034,0
B0026,26.0,5.0,2.0,500.26,98.0,0.325,7.96,5.042,2.66,A,20.96,6.79,29.3,10.27,25.1,0.64,87.5,36.0,22.4,52.3,2025-11-09 14:00:00,9.0,P102-9032,OP_A,3.087,301.54,0.052,0
B0026,26.0,7.0,2.0,500.27,100.71,0.297,7.65,5.006,2.66,A,20.96,6.79,29.3,10.27,25.1,0.64,87.5,36.0,22.4,52.3,2025-11-09 14:00:00,9.0,P102-9032,OP_A,3.087,339.09,0.054,0
B0026,26.0,9.0,2.0,499.31,96.54,0.287,7.48,4.992,2.66,A,20.96,6.79,29.3,10.27,25.1,0.64,87.5,36.0,22.4,52.3,2025-11-09 14:00:00,9.0,P102-9032,OP_A,3.087,336.38,-0.138,0
B0026,26.0,11.0,2.0,500.09,102.03,0.349,7.54,4.991,2.66,A,20.96,6.79,29.3,10.27,25.1,0.64,87.5,36.0,22.4,52.3,2025-11-09 14:00:00,9.0,P102-9032,OP_A,3.087,292.35,0.018,0
B0026,26.0,12.0,2.0,502.03,97.28,0.276,7.89,4.993,2.66,A,20.96,6.79,29.3,10.27,25.1,0.64,87.5,36.0,22.4,52.3,2025-11-09 14:00:00,9.0,P102-9032,OP_A,3.087,352.46,0.406,0
B0026,26.0,13.0,2.0,499.99,100.01,0.262,8.18,5.002,2.66,A,20.96,6.79,29.3,10.27,25.1,0.64,87.5,36.0,22.4,52.3,2025-11-09 14:00:00,9.0,P102-9032,OP_A,3.087,381.72,-0.002,0
B0026,26.0,14.0,2.0,500.25,100.17,0.339,8.43,4.985,2.66,A,20.96,6.79,29.3,10.27,25.1,0.64,87.5,36.0,22.4,52.3,2025-11-09 14:00:00,9.0,P102-9032,OP_A,3.087,295.49,0.05,0
B0026,26.0,16.0,2.0,500.52,98.74,0.328,8.17,4.979,2.66,A,20.96,6.79,29.3,10.27,25.1,0.64,87.5,36.0,22.4,52.3,2025-11-09 14:00:00,9.0,P102-9032,OP_A,3.087,301.04,0.104,0
B0026,26.0,18.0,2.0,500.4,100.37,0.23,7.85,5.001,2.66,A,20.96,6.79,29.3,10.27,25.1,0.64,87.5,36.0,22.4,52.3,2025-11-09 14:00:00,9.0,P102-9032,OP_A,3.087,436.39,0.08,0
B0026,26.0,20.0,2.0,500.63,99.3,0.28,7.93,4.996,2.66,A,20.96,6.79,29.3,10.27,25.1,0.64,87.5,36.0,22.4,52.3,2025-11-09 14:00:00,9.0,P102-9032,OP_A,3.087,354.64,0.126,0
B0026,26.0,21.0,2.0,499.7,99.71,0.3,6.79,5.0,2.66,A,20.96,6.79,29.3,10.27,25.1,0.64,87.5,36.0,22.4,52.3,2025-11-09 14:00:00,9.0,P102-9032,OP_A,3.087,332.37,-0.06,0
B0026,26.0,23.0,2.0,499.49,96.39,0.364,7.47,4.987,2.66,A,20.96,6.79,29.3,10.27,25.1,0.64,87.5,36.0,22.4,52.3,2025-11-09 14:00:00,9.0,P102-9032,OP_A,3.087,264.81,-0.102,0
B0026,26.0,25.0,2.0,499.66,97.67,0.288,8.06,4.983,2.66,A,20.96,6.79,29.3,10.27,25.1,0.64,87.5,36.0,22.4,52.3,2025-11-09 14:00:00,9.0,P102-9032,OP_A,3.087,339.13,-0.068,0
B0026,26.0,27.0,2.0,499.62,99.39,0.283,7.95,5.005,2.66,A,20.96,6.79,29.3,10.27,25.1,0.64,87.5,36.0,22.4,52.3,2025-11-09 14:00:00,9.0,P102-9032,OP_A,3.087,351.2,-0.076,0
B0026,26.0,30.0,2.0,500.29,97.3,0.304,8.46,4.998,2.66,A,20.96,6.79,29.3,10.27,25.1,0.64,87.5,36.0,22.4,52.3,2025-11-09 14:00:00,9.0,P102-9032,OP_A,3.087,320.07,0.058,0
B0026,26.0,31.0,2.0,499.81,101.83,0.348,8.62,5.025,2.66,A,20.96,6.79,29.3,10.27,25.1,0.64,87.5,36.0,22.4,52.3,2025-11-09 14:00:00,9.0,P102-9032,OP_A,3.087,292.61,-0.038,0
B0026,26.0,37.0,2.0,499.91,100.15,0.356,7.92,4.988,2.66,A,20.96,6.79,29.3,10.27,25.1,0.64,87.5,36.0,22.4,52.3,2025-11-09 14:00:00,9.0,P102-9032,OP_A,3.087,281.32,-0.018,0
B0026,26.0,38.0,2.0,499.57,100.21,0.342,7.57,5.02,2.66,A,20.96,6.79,29.3,10.27,25.1,0.64,87.5,36.0,22.4,52.3,2025-11-09 14:00:00,9.0,P102-9032,OP_A,3.087,293.01,-0.086,0
B0026,26.0,40.0,2.0,499.39,100.16,0.293,8.12,4.976,2.66,A,20.96,6.79,29.3,10.27,25.1,0.64,87.5,36.0,22.4,52.3,2025-11-09 14:00:00,9.0,P102-9032,OP_A,3.087,341.84,-0.122,0
B0027,27.0,1.0,3.0,505.28,85.72,1.011,7.72,5.025,1.89,B,20.97,7.18,26.2,10.16,24.1,1.4,91.3,33.1,21.7,51.8,2025-11-09 22:00:00,9.0,P103-1001,OP_B,2.921,84.79,1.056,1
B0027,27.0,2.0,3.0,505.36,85.55,0.815,6.94,5.045,1.89,B,20.97,7.18,26.2,10.16,24.1,1.4,91.3,33.1,21.7,51.8,2025-11-09 22:00:00,9.0,P103-1001,OP_B,2.921,104.97,1.072,1
B0027,27.0,5.0,3.0,503.45,81.39,1.306,6.89,5.086,1.89,C,20.97,7.18,26.2,10.16,24.1,1.4,91.3,33.1,21.7,51.8,2025-11-09 22:00:00,9.0,P103-1001,OP_B,2.921,62.32,0.69,1
B0027,27.0,7.0,3.0,501.92,84.23,1.054,6.95,5.004,1.89,B,20.97,7.18,26.2,10.16,24.1,1.4,91.3,33.1,21.7,51.8,2025-11-09 22:00:00,9.0,P103-1001,OP_B,2.921,79.91,0.384,1
B0027,27.0,8.0,3.0,503.31,80.45,1.07,7.33,5.03,1.89,B,20.97,7.18,26.2,10.16,24.1,1.4,91.3,33.1,21.7,51.8,2025-11-09 22:00:00,9.0,P103-1001,OP_B,2.921,75.19,0.662,1
B0027,27.0,14.0,3.0,504.11,80.18,1.154,7.07,5.097,1.89,B,20.97,7.18,26.2,10.16,24.1,1.4,91.3,33.1,21.7,51.8,2025-11-09 22:00:00,9.0,P103-1001,OP_B,2.921,69.48,0.822,1
B0027,27.0,15.0,3.0,502.13,81.82,1.343,7.57,5.076,1.89,C,20.97,7.18,26.2,10.16,24.1,1.4,91.3,33.1,21.7,51.8,2025-11-09 22:00:00,9.0,P103-1001,OP_B,2.921,60.92,0.426,1
B0027,27.0,17.0,3.0,502.7,79.6,1.086,8.02,5.081,1.89,B,20.97,7.18,26.2,10.16,24.1,1.4,91.3,33.1,21.7,51.8,2025-11-09 22:00:00,9.0,P103-1001,OP_B,2.921,73.3,0.54,1
B0027,27.0,18.0,3.0,504.57,91.01,1.174,7.9,5.061,1.89,B,20.97,7.18,26.2,10.16,24.1,1.4,91.3,33.1,21.7,51.8,2025-11-09 22:00:00,9.0,P103-1001,OP_B,2.921,77.52,0.914,1
B0027,27.0,19.0,3.0,504.43,83.4,1.198,7.87,5.078,1.89,B,20.97,7.18,26.2,10.16,24.1,1.4,91.3,33.1,21.7,51.8,2025-11-09 22:00:00,9.0,P103-1001,OP_B,2.921,69.62,0.886,1
B0027,27.0,21.0,3.0,506.59,77.18,0.989,7.8,5.049,1.89,B,20.97,7.18,26.2,10.16,24.1,1.4,91.3,33.1,21.7,51.8,2025-11-09 22:00:00,9.0,P103-1001,OP_B,2.921,78.04,1.318,1
B0027,27.0,22.0,3.0,504.87,85.96,1.218,7.27,5.061,1.89,C,20.97,7.18,26.2,10.16,24.1,1.4,91.3,33.1,21.7,51.8,2025-11-09 22:00:00,9.0,P103-1001,OP_B,2.921,70.57,0.974,1
B0027,27.0,23.0,3.0,503.56,83.05,1.173,6.8,5.034,1.89,B,20.97,7.18,26.2,10.16,24.1,1.4,91.3,33.1,21.7,51.8,2025-11-09 22:00:00,9.0,P103-1001,OP_B,2.921,70.8,0.712,1
B0027,27.0,24.0,3.0,502.74,82.95,0.905,7.35,5.063,1.89,B,20.97,7.18,26.2,10.16,24.1,1.4,91.3,33.1,21.7,51.8,2025-11-09 22:00:00,9.0,P103-1001,OP_B,2.921,91.66,0.548,1
B0027,27.0,27.0,3.0,505.05,77.41,1.061,6.96,5.091,1.89,B,20.97,7.18,26.2,10.16,24.1,1.4,91.3,33.1,21.7,51.8,2025-11-09 22:00:00,9.0,P103-1001,OP_B,2.921,72.96,1.01,1
B0027,27.0,28.0,3.0,502.88,86.75,0.901,7.19,5.002,1.89,B,20.97,7.18,26.2,10.16,24.1,1.4,91.3,33.1,21.7,51.8,2025-11-09 22:00:00,9.0,P103-1001,OP_B,2.921,96.28,0.576,1
