date,轴号,下轴时间,scratch,米数,个/100米,型号,厚度,ts_start,ts_end
2026-03-01,H2631184,8：22-9:22,1.0,2186,1.5096065873742,PG31DS,188.0,2026-03-01 08:22:00,2026-03-01 09:22:00
2026-03-01,H2631185,9：22-10:31,2.0,2487,5.26739043023723,PG31DS,188.0,2026-03-01 09:22:00,2026-03-01 10:31:00
2026-03-01,H2631186,10:31-11:43,4.0,2587,2.2806339389254,PG31DS,188.0,2026-03-01 10:31:00,2026-03-01 11:43:00
2026-03-01,H2631187,11:43-12:55,2.0,2585,5.3384912959381,PG31DS,188.0,2026-03-01 11:43:00,2026-03-01 12:55:00
2026-03-01,H2631188,12:55-13:56,0.0,2186,1.18938700823422,PG31DS,188.0,2026-03-01 12:55:00,2026-03-01 13:56:00
2026-03-01,H2631190,15:06-15:52,3.0,1658,7.84077201447527,PG42H,188.0,2026-03-01 15:06:00,2026-03-01 15:52:00
2026-03-01,H2631191,15:52-16:42,5.0,1787,21.152770005596,PG42H,188.0,2026-03-01 15:52:00,2026-03-01 16:42:00
2026-03-01,H2631192,16:42-17:32,2.0,1777,4.16432189082724,PG42H,188.0,2026-03-01 16:42:00,2026-03-01 17:32:00
2026-03-01,H2631193,17:32-18:41,2.0,2525,1.18811881188119,PG42H,188.0,2026-03-01 17:32:00,2026-03-01 18:41:00
2026-03-01,H2631194,18:41-20:05,159.0,3025,46.9752066115703,PG42H,188.0,2026-03-01 18:41:00,2026-03-01 20:05:00
2026-03-01,H2631196,20:39-21：14,8.0,1268,10.8832807570978,PG42H,188.0,2026-03-01 20:39:00,2026-03-01 21:14:00
2026-03-01,H2631198,21：37-22：37,617.0,2167,74.296262113521,PG42H,188.0,2026-03-01 21:37:00,2026-03-01 22:37:00
2026-03-01,H2631199,22:37-23:56,81.0,2845,21.3708260105448,PG42H,188.0,2026-03-01 22:37:00,2026-03-01 23:56:00
2026-03-02,H2631200,23:56-1:06,2.0,2515,3.6182902584493,PG42H,188.0,2026-03-02 23:56:00,2026-03-03 01:06:00
2026-03-02,H2631201,1：06-2:23,17.0,2745,3.02367941712204,PG42H,188.0,2026-03-02 01:06:00,2026-03-02 02:23:00
2026-03-02,H2631202,2：23-3:56,0.0,3285,1.67427701674277,PG42H,188.0,2026-03-02 02:23:00,2026-03-02 03:56:00
2026-03-02,H2631203,3：56-4:37,1.0,1467,2.93115201090661,PG42H,188.0,2026-03-02 03:56:00,2026-03-02 04:37:00
2026-03-02,H2631204,4：37-6:09,4.0,3255,7.74193548387097,PG42H,188.0,2026-03-02 04:37:00,2026-03-02 06:09:00
2026-03-02,H2631205,6：09-7:37,6.0,3155,2.88431061806656,PG42H,188.0,2026-03-02 06:09:00,2026-03-02 07:37:00
2026-03-02,H2631206,7：37-8:27,6.0,1766,2.43488108720272,PG42H,188.0,2026-03-02 07:37:00,2026-03-02 08:27:00
2026-03-02,H2631207,8：27-9:54,3.0,3105,3.22061191626409,PG42H,188.0,2026-03-02 08:27:00,2026-03-02 09:54:00
2026-03-02,H2631210,14：08-14：49,5.0,2156,1.25231910946197,PG32B,125.0,2026-03-02 14:08:00,2026-03-02 14:49:00
2026-03-02,H2631211,14:49-15:29,3.0,2156,3.06122448979592,PG32B,125.0,2026-03-02 14:49:00,2026-03-02 15:29:00
2026-03-02,H2631213,16:38-17:23,1.0,2356,1.99490662139219,PG32B,125.0,2026-03-02 16:38:00,2026-03-02 17:23:00
2026-03-02,H2631214,17：23-18:04,5.0,2156,1.53061224489796,PG32B,125.0,2026-03-02 17:23:00,2026-03-02 18:04:00
2026-03-02,H2631215,18:04-18:45,2.0,2156,2.41187384044527,PG32B,125.0,2026-03-02 18:04:00,2026-03-02 18:45:00
2026-03-02,H2631216,18:45-19：38,5.0,2756,2.57619738751814,PG32B,125.0,2026-03-02 18:45:00,2026-03-02 19:38:00
2026-03-02,H2631217,19:38-20:19,543.0,2157,1.76170607324988,PG32B,125.0,2026-03-02 19:38:00,2026-03-02 20:19:00
2026-03-02,H2631219,21:21-22:13,3.0,1726,7.06836616454229,PG32B,188.0,2026-03-02 21:21:00,2026-03-02 22:13:00
2026-03-02,H2631220,22:13-23:41,0.0,3315,1.50829562594268,PG32B,188.0,2026-03-02 22:13:00,2026-03-02 23:41:00
2026-03-03,H2631221,23:41-0:38,1.0,1877,1.65157165689931,PG32B,188.0,2026-03-03 23:41:00,2026-03-04 00:38:00
2026-03-03,H2631223,1：02-2:00,1.0,2076,0.867052023121387,PG32D,188.0,2026-03-03 01:02:00,2026-03-03 02:00:00
2026-03-03,H2631224,2：00-2:58,1.0,2076,1.252408477842,PG32D,188.0,2026-03-03 02:00:00,2026-03-03 02:58:00
2026-03-03,H2631225,2：58-4:08,22.0,2525,2.53465346534653,PG32D,188.0,2026-03-03 02:58:00,2026-03-03 04:08:00
2026-03-03,H2631226,4：08-5:06,1.0,2077,1.39624458353394,PG32D,188.0,2026-03-03 04:08:00,2026-03-03 05:06:00
2026-03-03,H2631227,5：06-6:19,1.0,2615,4.89483747609943,PG31DS,188.0,2026-03-03 05:06:00,2026-03-03 06:19:00
2026-03-03,H2631228,6：19-7;26,0.0,2385,2.34800838574423,PG31DS,188.0,,
2026-03-03,H2631229,7:26-8：32,1.0,2385,1.88679245283019,PG31DS,188.0,2026-03-03 07:26:00,2026-03-03 08:32:00
2026-03-03,H2631230,8:32-9：33,0.0,2186,1.69258920402562,PG31DS,188.0,2026-03-03 08:32:00,2026-03-03 09:33:00
2026-03-03,H2631231,9：33-10:44,20.0,2535,4.69428007889546,PG31DS,188.0,2026-03-03 09:33:00,2026-03-03 10:44:00
2026-03-03,H2631232,10：44-11：52,20.0,2435,1.97125256673511,PG31DS,188.0,2026-03-03 10:44:00,2026-03-03 11:52:00
2026-03-03,H2631233,11:52-13:00,18.0,2455,4.11405295315682,PG31DS,188.0,2026-03-03 11:52:00,2026-03-03 13:00:00
2026-03-03,H2631234,13:00-14:08,14.0,2445,5.43967280163599,PG31DS,188.0,2026-03-03 13:00:00,2026-03-03 14:08:00
2026-03-03,H2631235,14:08-15:52,109.0,3025,6.67768595041322,PG31DS,188.0,2026-03-03 14:08:00,2026-03-03 15:52:00
2026-03-03,H2631237,15:58-16:58,0.0,2186,1.78408051235133,PG31DS,188.0,2026-03-03 15:58:00,2026-03-03 16:58:00
2026-03-03,H2631238,16:58-18:08,31.0,2505,8.50299401197605,PG31DS,188.0,2026-03-03 16:58:00,2026-03-03 18:08:00
2026-03-03,H2631241,21:57-22:55,4.0,2077,1.82956186807896,PG32D,188.0,2026-03-03 21:57:00,2026-03-03 22:55:00
2026-03-03,H2631242,22:55-23:53,5.0,2077,2.16658642272508,PG32D,188.0,2026-03-03 22:55:00,2026-03-03 23:53:00
2026-03-04,H2631243,23:53-1：02,5.0,2482,1.49073327961322,PG32D,188.0,2026-03-04 23:53:00,2026-03-05 01:02:00
2026-03-04,H2631244,1:02-2:18,9.0,2725,2.89908256880734,PG32D,188.0,2026-03-04 01:02:00,2026-03-04 02:18:00
2026-03-04,H2631245,2：18-3:29,2.0,2566,2.9228371005456,PG31DS,188.0,2026-03-04 02:18:00,2026-03-04 03:29:00
2026-03-04,H2631246,3：29-4:38,6.0,2455,2.32179226069246,PG31DS,188.0,2026-03-04 03:29:00,2026-03-04 04:38:00
2026-03-04,H2631247,4：38-5:39,2.0,2176,1.51654411764706,PG31DS,188.0,2026-03-04 04:38:00,2026-03-04 05:39:00
2026-03-04,H2631248,5：39-6:49,5.0,2525,5.14851485148515,PG31DS,188.0,2026-03-04 05:39:00,2026-03-04 06:49:00
2026-03-04,H2631249,6：49-7:55,3.0,2356,1.99490662139219,PG31DS,188.0,2026-03-04 06:49:00,2026-03-04 07:55:00
2026-03-04,H2631250,7：55-8:54,0.0,2126,1.92850423330198,PG31DS,188.0,2026-03-04 07:55:00,2026-03-04 08:54:00
2026-03-04,H2631251,8:54-10：04,0.0,2476,1.53473344103393,PG31DS,188.0,2026-03-04 08:54:00,2026-03-04 10:04:00
2026-03-04,H2631252,10:04-11:04,2.0,2176,2.43566176470588,PG31DS,188.0,2026-03-04 10:04:00,2026-03-04 11:04:00
2026-03-04,H2631253,11:04-12:14,1.0,2525,2.17821782178218,PG31DS,188.0,2026-03-04 11:04:00,2026-03-04 12:14:00
2026-03-04,H2631254,12:14-13:15,2.0,2176,1.74632352941176,PG31DS,188.0,2026-03-04 12:14:00,2026-03-04 13:15:00
2026-03-04,H2631257,15:26-16:05,61.0,1058,2.74102079395085,PG32D,250.0,2026-03-04 15:26:00,2026-03-04 16:05:00
2026-03-04,H2631258,16:05-17:30,13.0,2326,2.19260533104041,PG32D,250.0,2026-03-04 16:05:00,2026-03-04 17:30:00
2026-03-04,H2631259,17:30-18:22,11.0,1406,1.5647226173542,PG32D,250.0,2026-03-04 17:30:00,2026-03-04 18:22:00
2026-03-04,H2631260,18:22-19:31,8.0,1866,1.82207931404073,PG32D,250.0,2026-03-04 18:22:00,2026-03-04 19:31:00
2026-03-04,H2631263,21:01-22:02,23.0,1666,3.06122448979592,PG32D,250.0,2026-03-04 21:01:00,2026-03-04 22:02:00
2026-03-04,H2631265,22:25-23:26,3.0,1666,1.92076830732293,PG32D,250.0,2026-03-04 22:25:00,2026-03-04 23:26:00
2026-03-05,H2631266,23:26-1:01,8.0,2586,3.90564578499613,PG32D,250.0,2026-03-05 23:26:00,2026-03-06 01:01:00
2026-03-05,H2631267,1：01-2:15,9.0,2036,3.63457760314342,PG32D,250.0,2026-03-05 01:01:00,2026-03-05 02:15:00
2026-03-05,H2631270,4：20-5:06,3.0,1267,2.20994475138122,PG32D,250.0,2026-03-05 04:20:00,2026-03-05 05:06:00
2026-03-05,H2631271,5：06-6:51,8.0,2856,3.43137254901961,PG32D,250.0,2026-03-05 05:06:00,2026-03-05 06:51:00
2026-03-05,H2631273,7：17-8:27,1.0,2117,0.803023145961266,PG32DS,125.0,2026-03-05 07:17:00,2026-03-05 08:27:00
2026-03-05,H2631274,8:27-9：08,3.0,2106,6.31528964862298,PG32DS,125.0,2026-03-05 08:27:00,2026-03-05 09:08:00
2026-03-05,H2631276,9：44-10:31,5.0,2416,1.07615894039735,PG32DS,125.0,2026-03-05 09:44:00,2026-03-05 10:31:00
2026-03-05,H2631277,10:31-11:22,85.0,2665,2.66416510318949,PG32DS,125.0,2026-03-05 10:31:00,2026-03-05 11:22:00
2026-03-05,H2631278,11：22-12:14,8.0,2665,1.72607879924953,PG32DS,125.0,2026-03-05 11:22:00,2026-03-05 12:14:00
2026-03-05,H2631279,12:14-12:55,4.0,2106,1.28205128205128,PG32DS,125.0,2026-03-05 12:14:00,2026-03-05 12:55:00
2026-03-05,H2631280,12:55-13:46,20.0,2665,1.01313320825516,PG32DS,125.0,2026-03-05 12:55:00,2026-03-05 13:46:00
2026-03-05,H2631281,13:46-14:39,10.0,2705,2.47689463955638,PG32DS,125.0,2026-03-05 13:46:00,2026-03-05 14:39:00
2026-03-05,H2631282,14:39-15:19,19.0,2106,1.329534662868,PG32DS,125.0,2026-03-05 14:39:00,2026-03-05 15:19:00
2026-03-05,H2631283,15:19-16:04,17.0,2306,2.081526452732,PG32DS,125.0,2026-03-05 15:19:00,2026-03-05 16:04:00
2026-03-05,H2631284,16:04-16:54,15.0,2606,1.45817344589409,PG32DS,125.0,2026-03-05 16:04:00,2026-03-05 16:54:00
2026-03-05,H2631285,16:54-17:38,10.0,2254,0.798580301685892,PG32DS,125.0,2026-03-05 16:54:00,2026-03-05 17:38:00
2026-03-05,H2631286,17：38-18：19,4.0,2106,1.85185185185185,PG32DS,125.0,2026-03-05 17:38:00,2026-03-05 18:19:00
2026-03-05,H2631287,18:19-19:99,7.0,4175,0.790419161676647,PG32DS,125.0,,
2026-03-05,H2631288,19:39-20:59,1.0,4162,1.44161460836136,PG32DS,125.0,2026-03-05 19:39:00,2026-03-05 20:59:00
2026-03-05,H2631289,20:59-22:19,1.0,4142,0.724287783679382,PG32DS,125.0,2026-03-05 20:59:00,2026-03-05 22:19:00
2026-03-05,H2631291,22:50:23:40,6.0,3118,1.73187940987813,PG32DS,100.0,,
2026-03-06,H2631292,23:40-1:19,7.0,6129,1.51737640724425,PG32DS,100.0,2026-03-06 23:40:00,2026-03-07 01:19:00
2026-03-06,H2631293,1：19-2:59,4.0,6164,1.47631408176509,PG32DS,100.0,2026-03-06 01:19:00,2026-03-06 02:59:00
2026-03-06,H2631294,2：59-4:38,7.0,6165,1.52473641524736,PG32DS,100.0,2026-03-06 02:59:00,2026-03-06 04:38:00
2026-03-06,H2631295,4:38-6：17,4.0,6165,3.39010543390105,PG32DS,100.0,2026-03-06 04:38:00,2026-03-06 06:17:00
2026-03-06,H2631296,6：17-7:07,4.0,3118,1.63566388710712,PG32DS,100.0,2026-03-06 06:17:00,2026-03-06 07:07:00
2026-03-06,H2631297,7：07-8:15,34.0,4218,3.57989568515884,PG32DS,100.0,2026-03-06 07:07:00,2026-03-06 08:15:00
2026-03-06,H2631298,8：15-9:05,5.0,3128,2.30179028132992,PG32DS,100.0,2026-03-06 08:15:00,2026-03-06 09:05:00
2026-03-06,H2631301,13:51-14:43,10.0,1417,3.1757233592096,PG32D,250.0,2026-03-06 13:51:00,2026-03-06 14:43:00
2026-03-06,H2631302,14:43-15:29,7.0,1266,3.00157977883096,PG32D,250.0,2026-03-06 14:43:00,2026-03-06 15:29:00
2026-03-06,H2631303,15：29-16：16,7.0,1266,3.08056872037915,PG32D,250.0,2026-03-06 15:29:00,2026-03-06 16:16:00
2026-03-06,H2631304,16:16-17:02,11.0,1266,2.52764612954186,PG32D,250.0,2026-03-06 16:16:00,2026-03-06 17:02:00
2026-03-06,H2631305,17:02-18:09,39.0,1826,10.9529025191676,PG32D,250.0,2026-03-06 17:02:00,2026-03-06 18:09:00
2026-03-06,H2631307,18:29-19:29,10.0,1666,2.28091236494598,PG32D,250.0,2026-03-06 18:29:00,2026-03-06 19:29:00
2026-03-06,H2631308,19：29-20：44,44.0,1996,8.96793587174349,PG32D,250.0,2026-03-06 19:29:00,2026-03-06 20:44:00
2026-03-06,H2631309,20:44-21:52,18.0,1876,2.50533049040512,PG32D,250.0,2026-03-06 20:44:00,2026-03-06 21:52:00
2026-03-06,H2631310,21:52-23:01,56.0,1876,6.07675906183369,PG31DS,250.0,2026-03-06 21:52:00,2026-03-06 23:01:00
2026-03-06,H2631311,23:01-0:13,18.0,1976,1.51821862348178,PG31DS,250.0,2026-03-06 23:01:00,2026-03-07 00:13:00
2026-03-07,H2631312,0：13-1:22,9.0,1876,2.23880597014925,PG31DS,250.0,2026-03-07 00:13:00,2026-03-07 01:22:00
2026-03-07,H2631313,1：22-2:39,17.0,2076,2.55298651252408,PG31DS,250.0,2026-03-07 01:22:00,2026-03-07 02:39:00
2026-03-07,H2631314,2：39-3:51,29.0,1976,2.83400809716599,PG31DS,250.0,2026-03-07 02:39:00,2026-03-07 03:51:00
2026-03-07,H2631315,3：51-4:48,46.0,1536,10.546875,PG32D,250.0,2026-03-07 03:51:00,2026-03-07 04:48:00
2026-03-07,H2631316,4:48-6：20,11.0,2516,2.82193958664547,PG32D,250.0,2026-03-07 04:48:00,2026-03-07 06:20:00
2026-03-07,H2631318,6:45-7:26,2.0,2105,1.75771971496437,PG32DS,125.0,2026-03-07 06:45:00,2026-03-07 07:26:00
2026-03-07,H2631319,7:26-8:13,5.0,2405,1.33056133056133,PG32DS,125.0,2026-03-07 07:26:00,2026-03-07 08:13:00
2026-03-07,H2631320,8：13-8:52,0.0,2106,1.42450142450142,PG32DS,125.0,2026-03-07 08:13:00,2026-03-07 08:52:00
2026-03-07,H2631323,15:40-16:27,2645.0,1317,104.328018223235,PG32DS,250.0,2026-03-07 15:40:00,2026-03-07 16:27:00
2026-03-07,H2631324,16:27-17:13,77.0,1257,3.73906125696102,PG32DS,250.0,2026-03-07 16:27:00,2026-03-07 17:13:00
2026-03-07,H2631325,17:13-18:00,7523.0,1257,48.0509148766905,PG32DS,250.0,2026-03-07 17:13:00,2026-03-07 18:00:00
2026-03-07,H2631326,18:00-19:10,24.0,1907,4.24750917671736,PG32DS,250.0,2026-03-07 18:00:00,2026-03-07 19:10:00
2026-03-07,H2631327,19:10-19:57,2.0,1267,1.26282557221784,PG32DS,250.0,2026-03-07 19:10:00,2026-03-07 19:57:00
2026-03-07,H2631329,20:37-21:18,0.0,1840,1.19565217391304,PG32DS,125.0,2026-03-07 20:37:00,2026-03-07 21:18:00
2026-03-07,H2631330,21:18-22:46,6.0,4380,3.58447488584475,PG32DS,125.0,2026-03-07 21:18:00,2026-03-07 22:46:00
2026-03-08,H2631331,22:46-0:14,3.0,4360,1.81192660550459,PG32DS,125.0,2026-03-08 22:46:00,2026-03-09 00:14:00
2026-03-08,H2631332,0：14-1:41,6.0,4380,0.593607305936073,PG32DS,125.0,2026-03-08 00:14:00,2026-03-08 01:41:00
2026-03-08,H2631333,1：41-3:04,1.0,4075,0.785276073619632,PG32DS,125.0,2026-03-08 01:41:00,2026-03-08 03:04:00
2026-03-08,H2631334,3：04-4:27,8.0,4162,1.08121095627102,PG32DS,125.0,2026-03-08 03:04:00,2026-03-08 04:27:00
2026-03-08,H2631335,4：27-5:09,0.0,1588,0.755667506297229,PG32DS,125.0,2026-03-08 04:27:00,2026-03-08 05:09:00
2026-03-08,H2631336,5：09-6:36,5.0,4362,1.14626318202659,PG32DS,125.0,2026-03-08 05:09:00,2026-03-08 06:36:00
2026-03-08,H2631338,7:27-8：13,0.0,2005,0.997506234413965,PG32DS,125.0,2026-03-08 07:27:00,2026-03-08 08:13:00
2026-03-08,H2631339,8：13-8:52,3.0,2107,1.37636449928809,PG32DS,125.0,2026-03-08 08:13:00,2026-03-08 08:52:00
2026-03-08,H2631340,8:52-10：12,12.0,4163,1.51333173192409,PG32DS,125.0,2026-03-08 08:52:00,2026-03-08 10:12:00
2026-03-08,H2631342,10:30-11:20,3.0,3117,2.08533846647417,PG32DS,100.0,2026-03-08 10:30:00,2026-03-08 11:20:00
2026-03-08,H2631343,11:20-12:24,31.0,4016,2.91334661354582,PG32DS,100.0,2026-03-08 11:20:00,2026-03-08 12:24:00
2026-03-08,H2631344,12:24-13:17,3.0,3278,1.49481391092129,PG32DS,100.0,2026-03-08 12:24:00,2026-03-08 13:17:00
2026-03-08,H2631347,15:48-16:40,0.0,2605,1.8809980806142,PG32D,125.0,2026-03-08 15:48:00,2026-03-08 16:40:00
2026-03-08,H2631348,16:40-18:21,6.0,5162,1.33669120495932,PG32D,100.0,2026-03-08 16:40:00,2026-03-08 18:21:00
2026-03-08,H2631349,18:21-20:03,4.0,5162,0.87175513366912,PG32D,100.0,2026-03-08 18:21:00,2026-03-08 20:03:00
2026-03-08,H2631350,20:03-21:10,5.0,3443,1.77171071739762,PG31DS,125.0,2026-03-08 20:03:00,2026-03-08 21:10:00
2026-03-08,H2631351,21:10-22:27,2.0,3851,0.96078940534926,PG31DS,125.0,2026-03-08 21:10:00,2026-03-08 22:27:00
2026-03-08,H2631352,22:27-23:37,817.0,3451,4.49145175311504,PG32DS,125.0,2026-03-08 22:27:00,2026-03-08 23:37:00
2026-03-09,H2631353,23：37-0：40,17.0,2990,1.63879598662207,PG32DS,125.0,2026-03-09 23:37:00,2026-03-10 00:40:00
2026-03-09,H2631354,0：40-2:28,2.0,5148,1.34032634032634,PG32DS,125.0,2026-03-09 00:40:00,2026-03-09 02:28:00
2026-03-09,H2631355,2：28-3:40,8.0,3408,2.20070422535211,PG32DS,125.0,2026-03-09 02:28:00,2026-03-09 03:40:00
2026-03-09,H2631356,3：40-4:33,23.0,2601,1.11495578623606,PG32DS,125.0,2026-03-09 03:40:00,2026-03-09 04:33:00
2026-03-09,H2631357,4：33-6:23,0.0,5146,0.932763311309755,PG32DS,125.0,2026-03-09 04:33:00,2026-03-09 06:23:00
2026-03-09,H2631358,6:23-7:30,21.0,3250,3.2,PG32DS,125.0,2026-03-09 06:23:00,2026-03-09 07:30:00
2026-03-09,H2631359,7：30-8:25,3.0,2601,1.15340253748558,PG32D,125.0,2026-03-09 07:30:00,2026-03-09 08:25:00
2026-03-09,H2631360,8：25-9:20,0.0,2630,0.836501901140684,PG32D,125.0,2026-03-09 08:25:00,2026-03-09 09:20:00
2026-03-09,H2631361,9：20-10:21,31.0,2931,1.26236779256227,PG32D,125.0,2026-03-09 09:20:00,2026-03-09 10:21:00
2026-03-09,H2631364,11:55-13:45,1.0,5260,1.33079847908745,PG32D,125.0,2026-03-09 11:55:00,2026-03-09 13:45:00
2026-03-09,H2631365,13:45-14:45,41.0,2962,3.95003376097232,PG32D,125.0,2026-03-09 13:45:00,2026-03-09 14:45:00
2026-03-09,H2631366,14:45-15:57,5.0,3521,2.44248792956546,PG31DS,125.0,2026-03-09 14:45:00,2026-03-09 15:57:00
2026-03-09,H2631367,15:57-17:16,1.0,3666,0.954719039825423,PG31DS,125.0,2026-03-09 15:57:00,2026-03-09 17:16:00
2026-03-09,H2631368,17:16-18:27,18.0,3460,1.06936416184971,PG31DS,125.0,2026-03-09 17:16:00,2026-03-09 18:27:00
2026-03-09,H2631369,18:27-19:36,1.0,3320,1.20481927710843,PG31DS,125.0,2026-03-09 18:27:00,2026-03-09 19:36:00
2026-03-09,H2631370,19:36-20:42,0.0,3200,1.375,PG31DS,125.0,2026-03-09 19:36:00,2026-03-09 20:42:00
2026-03-09,H2631371,20:42-21:46,0.0,3200,1.0,PG31DS,125.0,2026-03-09 20:42:00,2026-03-09 21:46:00
2026-03-09,H2631372,21：46-22：54,59.0,3504,3.25342465753425,PG31DS,125.0,2026-03-09 21:46:00,2026-03-09 22:54:00
2026-03-09,H2631373,22：54-23:54,18.0,3155,1.29952456418384,PG31DS,125.0,2026-03-09 22:54:00,2026-03-09 23:54:00
2026-03-10,H2631374,23:54-1:32,7.0,5164,1.23934934159566,PG31DS,125.0,2026-03-10 23:54:00,2026-03-11 01:32:00
2026-03-10,H2631375,1：32-2:35,0.0,3305,1.96671709531014,PG31DS,125.0,2026-03-10 01:32:00,2026-03-10 02:35:00
2026-03-10,H2631376,2：35-3:36,4.0,3205,1.02964118564743,PG31DS,125.0,2026-03-10 02:35:00,2026-03-10 03:36:00
2026-03-10,H2631377,3：36-4:38,2.0,3206,1.09170305676856,PG31DS,125.0,2026-03-10 03:36:00,2026-03-10 04:38:00
2026-03-10,H2631378,4：38-5:45,1.0,3503,1.74136454467599,PG31DS,125.0,2026-03-10 04:38:00,2026-03-10 05:45:00
2026-03-10,H2631379,5：45-6:45,1.0,3124,2.56081946222791,PG32D,125.0,2026-03-10 05:45:00,2026-03-10 06:45:00
2026-03-10,H2631380,6：45-8:27,2.0,5364,0.913497390007457,PG32D,125.0,2026-03-10 06:45:00,2026-03-10 08:27:00
2026-03-10,H2631381,8：27-9:26,1.0,2815,0.710479573712256,PG32D,125.0,2026-03-10 08:27:00,2026-03-10 09:26:00
2026-03-10,H2631382,9：26-10:09,10.0,2605,0.844529750479846,PG32D,125.0,2026-03-10 09:26:00,2026-03-10 10:09:00
2026-03-10,H2631384,10:37-11:26,3.0,2606,1.03607060629317,PG32D,125.0,2026-03-10 10:37:00,2026-03-10 11:26:00
2026-03-10,H2631385,11:26-13:04,4.0,5156,0.795190069821567,PG32D,125.0,2026-03-10 11:26:00,2026-03-10 13:04:00
2026-03-10,H2631386,13:04-14:42,14.0,5156,1.64856477889837,PG32D,125.0,2026-03-10 13:04:00,2026-03-10 14:42:00
2026-03-10,H2631387,14:42-15:49,3.0,3555,1.91279887482419,PG31DS,125.0,2026-03-10 14:42:00,2026-03-10 15:49:00
2026-03-10,H2631388,15:49-17:01,14.0,3773,1.00715610919693,PG31DS,125.0,2026-03-10 15:49:00,2026-03-10 17:01:00
2026-03-10,H2631389,17:01-18:11,7.0,3655,0.902872777017784,PG31DS,125.0,2026-03-10 17:01:00,2026-03-10 18:11:00
2026-03-10,H2631390,18:11-19:12,6.0,3205,1.12324492979719,PG31DS,125.0,2026-03-10 18:11:00,2026-03-10 19:12:00
2026-03-10,H2631391,19:12-20:18,3.0,3485,2.52510760401722,PG31DS,125.0,2026-03-10 19:12:00,2026-03-10 20:18:00
2026-03-10,H2631392,20:18-21:26,48.0,3593,1.11327581408294,PG31DS,125.0,2026-03-10 20:18:00,2026-03-10 21:26:00
2026-03-10,H2631393,21:26-22:33,21.0,3513,1.13862795331625,PG31DS,125.0,2026-03-10 21:26:00,2026-03-10 22:33:00
2026-03-10,H2631394,22:33-23:37,17.0,3385,2.09748892171344,PG31DS,125.0,2026-03-10 22:33:00,2026-03-10 23:37:00
2026-03-11,H2631395,23:37-0:38,3.0,3205,1.65366614664587,PG31DS,125.0,2026-03-11 23:37:00,2026-03-12 00:38:00
2026-03-11,H2631396,0：38-1:43,3.0,3435,2.00873362445415,PG31DS,125.0,2026-03-11 00:38:00,2026-03-11 01:43:00
2026-03-11,H2631397,1：43-2:47,2.0,3305,0.816944024205749,PG31DS,125.0,2026-03-11 01:43:00,2026-03-11 02:47:00
2026-03-11,H2631398,2：47-3:55,3.0,3574,1.31505316172356,PG31DS,125.0,2026-03-11 02:47:00,2026-03-11 03:55:00
2026-03-11,H2631399,3：55-5:03,9.0,3604,1.33185349611543,PG31DS,125.0,2026-03-11 03:55:00,2026-03-11 05:03:00
2026-03-11,H2631400,5：03-6:10,12.0,3504,2.68264840182648,PG31DS,125.0,2026-03-11 05:03:00,2026-03-11 06:10:00
2026-03-11,H2631401,6：10-7:16,0.0,3405,1.73274596182085,PG31DS,125.0,2026-03-11 06:10:00,2026-03-11 07:16:00
2026-03-11,H2631402,7：16-8:24,5.0,3603,1.16569525395504,PG31DS,125.0,2026-03-11 07:16:00,2026-03-11 08:24:00
2026-03-11,H2631403,8：24-9:25,1.0,3206,1.21646912039925,PG31DS,125.0,2026-03-11 08:24:00,2026-03-11 09:25:00
2026-03-11,H2631404,9：25-10:32,239.0,3505,5.44935805991441,PG32D,125.0,2026-03-11 09:25:00,2026-03-11 10:32:00
2026-03-11,H2631405,10:32-12:10,5.0,5164,1.83965917893106,PG32D,125.0,2026-03-11 10:32:00,2026-03-11 12:10:00
2026-03-11,H2631406,12:10-13:17,7.0,2639,1.3262599469496,PG32D,125.0,2026-03-11 12:10:00,2026-03-11 13:17:00
2026-03-11,H2631407,13:17-14:13,0.0,2956,3.89039242219215,PG32D,125.0,2026-03-11 13:17:00,2026-03-11 14:13:00
2026-03-11,H2631408,14:13-15:04,5.0,2706,0.849963045084996,PG32D,125.0,2026-03-11 14:13:00,2026-03-11 15:04:00
2026-03-11,H2631410,15：39-16:20,1.0,2157,1.71534538711173,PG32B,125.0,2026-03-11 15:39:00,2026-03-11 16:20:00
2026-03-11,H2631411,16:20-17:46,8.0,4563,5.78566732412886,PG32B,125.0,2026-03-11 16:20:00,2026-03-11 17:46:00
2026-03-11,H2631412,17：46-18：35,5.0,2556,1.4866979655712,PG32B,125.0,2026-03-11 17:46:00,2026-03-11 18:35:00
2026-03-11,H2631413,18:35-19:57,7.0,4262,1.407789770061,PG32B,125.0,2026-03-11 18:35:00,2026-03-11 19:57:00
2026-03-11,H2631414,19:57-21:18,3.0,4263,1.14942528735632,PG32B,125.0,2026-03-11 19:57:00,2026-03-11 21:18:00
2026-03-11,H2631415,21:18-22:39,0.0,4248,1.64783427495292,PG32B,125.0,2026-03-11 21:18:00,2026-03-11 22:39:00
2026-03-12,H2631416,22:39-0：07,2.0,4648,2.08691910499139,PG32B,125.0,2026-03-12 22:39:00,2026-03-13 00:07:00
2026-03-12,H2631418,0：38-1:27,5.0,2595,2.11946050096339,PG32D,125.0,2026-03-12 00:38:00,2026-03-12 01:27:00
2026-03-12,H2631420,3：04-3:54,0.0,2595,2.62042389210019,PG32D,125.0,2026-03-12 03:04:00,2026-03-12 03:54:00
